mese,categoria,cod_stazione,ruolo,oltre_10,info_mancante,in_ritardo,in_orario,parzialmente_cancellate,in_anticipo,minuti_ritardo_tot,oltre_5,corse_osservate,oltre_15,oltre_30,minuti_anticipo_tot,oltre_60,effettuate,soppresse,cancellate_tot,minuti_netti_tot,cancellate,nome_stazione,ritardo_medio,ritardo_mediano,p95,p90
2025-08,REG,S04523,partenza,9,0,12,26,0,7,285.0,12,46,8,2,8.0,0,46,0,0,277.0,0,IMPERIA,6.155555555555556,1.0,26.799999999999983,20.800000000000004
2025-08,REG,S04532,arrivo,0,0,0,1,0,1,2.0,0,2,0,0,1.0,0,2,0,0,1.0,0,COGOLETO,0.5,0.5,1.85,1.7000000000000002
2025-08,REG,S04532,partenza,0,0,0,2,0,0,8.0,0,2,0,0,0.0,0,2,0,0,8.0,0,COGOLETO,4.0,4.0,4.0,4.0
2025-08,REG,S04534,arrivo,0,0,2,20,0,48,32.0,2,70,0,0,96.0,0,70,0,0,-64.0,0,GENOVA VOLTRI,-0.9142857142857143,-1.0,2.549999999999997,1.0
2025-08,REG,S04534,partenza,1,0,11,33,0,33,140.0,11,77,1,0,68.0,0,77,0,0,72.0,0,GENOVA VOLTRI,0.935064935064935,1.0,6.200000000000003,5.0
2025-08,REG,S04537,arrivo,0,0,0,6,0,0,14.0,0,6,0,0,0.0,0,6,0,0,14.0,0,GENOVA SESTRI PONENTE AEROPORTO,2.333333333333333,2.0,3.75,3.5
2025-08,REG,S04537,partenza,1,0,1,6,0,0,30.0,1,7,1,0,0.0,0,7,0,0,30.0,0,GENOVA SESTRI PONENTE AEROPORTO,4.285714285714286,3.0,12.399999999999991,8.800000000000004
2025-08,REG,S04700,arrivo,22,0,58,110,0,304,968.0,58,473,16,7,1683.0,1,473,0,0,-715.0,0,GENOVA PIAZZA PRINCIPE,-1.5148305084745763,-2.0,9.0,5.0
2025-08,REG,S04700,partenza,23,0,62,153,0,285,1053.0,62,500,15,6,1321.0,2,500,0,0,-268.0,0,GENOVA PIAZZA PRINCIPE,-0.536,-1.0,8.0,5.0
2025-08,REG,S04702,arrivo,126,0,245,496,0,642,4497.0,245,1384,72,27,1970.0,5,1384,0,0,2527.0,0,GENOVA BRIGNOLE,1.827187274041938,0.0,15.0,8.0
2025-08,REG,S04702,partenza,111,0,274,444,0,637,4339.0,274,1356,56,19,2559.0,8,1356,0,0,1780.0,0,GENOVA BRIGNOLE,1.3136531365313653,0.0,13.0,8.0
2025-08,REG,S04704,arrivo,0,0,0,1,0,0,2.0,0,1,0,0,0.0,0,1,0,0,2.0,0,GENOVA QUARTO DEI MILLE,2.0,2.0,2.0,2.0
2025-08,REG,S04707,arrivo,0,0,4,13,0,13,45.0,4,30,0,0,20.0,0,30,0,0,25.0,0,GENOVA NERVI,0.8333333333333334,1.0,5.549999999999997,5.0
2025-08,REG,S04707,partenza,0,0,0,8,0,23,14.0,0,31,0,0,51.0,0,31,0,0,-37.0,0,GENOVA NERVI,-1.1935483870967742,-2.0,2.5,2.0
2025-08,REG,S04714,arrivo,0,0,2,8,0,13,25.0,2,23,0,0,26.0,0,23,0,0,-1.0,0,RECCO,-0.0434782608695652,-1.0,4.899999999999999,3.8000000000000007
2025-08,REG,S04714,partenza,0,0,2,11,0,9,24.0,2,22,0,0,10.0,0,22,0,0,14.0,0,RECCO,0.6363636363636364,0.0,5.899999999999998,3.800000000000004
2025-08,REG,S04718,arrivo,2,0,2,1,0,0,96.0,2,3,2,2,0.0,0,3,0,0,96.0,0,S.MARGHERITA LIGURE PORTOFINO,32.0,40.0,51.70000000000001,50.4
2025-08,REG,S04718,partenza,0,0,0,1,0,3,1.0,0,5,0,0,14.0,0,5,0,0,-13.0,0,S.MARGHERITA LIGURE PORTOFINO,-3.25,-2.5,0.5499999999999989,0.1000000000000005
2025-08,REG,S04722,arrivo,2,0,2,0,0,0,27.0,2,2,1,0,0.0,0,2,0,0,27.0,0,CHIAVARI,13.5,13.5,16.65,16.3
2025-08,REG,S04722,partenza,0,0,0,1,0,1,0.0,0,2,0,0,1.0,0,2,0,0,-1.0,0,CHIAVARI,-0.5,-0.5,-0.05,-0.0999999999999999
2025-08,REG,S04725,arrivo,72,0,201,343,0,786,3047.0,201,1334,35,18,3434.0,2,1334,0,0,-387.0,0,SESTRI LEVANTE,-0.2909774436090225,-1.0,10.0,7.0
2025-08,REG,S04725,partenza,72,0,206,455,0,566,3543.0,206,1228,44,18,1137.0,6,1228,0,0,2406.0,0,SESTRI LEVANTE,1.960880195599022,0.0,11.0,7.0
2025-08,REG,S04731,arrivo,36,0,87,142,0,308,1088.0,87,538,7,0,868.0,0,538,0,0,220.0,0,LEVANTO,0.409683426443203,-1.0,10.0,8.0
2025-08,REG,S04731,partenza,40,0,123,215,0,250,1648.0,123,589,17,3,450.0,1,589,0,0,1198.0,0,LEVANTO,2.0374149659863945,1.0,11.649999999999975,7.0
2025-08,REG,S04732,arrivo,29,0,29,0,0,0,519.0,29,29,18,1,0.0,0,29,0,0,519.0,0,MONTEROSSO,17.896551724137932,16.0,26.39999999999999,24.0
2025-08,REG,S04732,partenza,4,0,10,12,0,7,130.0,10,29,1,1,12.0,0,29,0,0,118.0,0,MONTEROSSO,4.068965517241379,3.0,13.199999999999996,12.0
2025-08,REG,S04734,arrivo,3,0,3,0,0,0,112.0,3,3,3,2,0.0,0,3,0,0,112.0,0,CORNIGLIA,37.333333333333336,31.0,55.29999999999999,52.6
2025-08,REG,S04734,partenza,1,0,1,1,0,1,14.0,1,3,0,0,1.0,0,3,0,0,13.0,0,CORNIGLIA,4.333333333333333,3.0,10.2,9.4
2025-08,REG,S04801,arrivo,123,0,253,489,0,811,4735.0,253,1555,79,34,1930.0,7,1555,0,0,2805.0,0,SAVONA,1.806181584030908,-1.0,15.0,7.0
2025-08,REG,S04801,partenza,126,0,281,491,0,801,4888.0,281,1575,72,28,2388.0,7,1575,0,0,2500.0,0,SAVONA,1.589319771137953,-1.0,13.0,8.0
2025-08,REG,S04805,arrivo,7,0,10,43,0,117,351.0,10,170,4,3,221.0,2,170,0,0,130.0,0,S.GIUSEPPE DI CAIRO,0.7647058823529411,-1.0,7.199999999999932,2.0
2025-08,REG,S04805,partenza,5,0,6,17,0,145,204.0,6,171,4,3,353.0,1,171,0,0,-149.0,0,S.GIUSEPPE DI CAIRO,-0.8869047619047619,-2.0,2.0,0.0
2025-08,REG,S05000,arrivo,96,0,209,404,0,686,3524.0,209,1305,46,19,2268.0,5,1305,0,0,1256.0,0,PIACENZA,0.9668976135488836,-1.0,12.0,7.0
2025-08,REG,S05000,partenza,83,0,212,615,0,510,3828.0,212,1344,54,16,1338.0,4,1344,0,0,2490.0,0,PIACENZA,1.862378459237097,1.0,11.0,6.0
2025-08,REG,S05007,arrivo,0,0,0,1,0,0,1.0,0,1,0,0,0.0,0,1,0,0,1.0,0,FIORENZUOLA,1.0,1.0,1.0,1.0
2025-08,REG,S05009,arrivo,8,0,31,286,0,311,542.0,31,631,5,1,584.0,1,631,0,0,-42.0,0,FIDENZA,-0.0668789808917197,0.0,4.0,2.0
2025-08,REG,S05009,partenza,10,0,22,560,0,55,343.0,22,641,4,1,140.0,0,641,0,0,203.0,0,FIDENZA,0.3186813186813186,0.0,3.0,0.3999999999999771
2025-08,REG,S05014,arrivo,51,0,119,352,0,479,2288.0,119,954,33,9,1280.0,3,954,0,0,1008.0,0,PARMA,1.0610526315789477,-1.0,10.0,5.0
2025-08,REG,S05014,partenza,41,0,162,438,0,320,2389.0,162,923,23,6,772.0,2,923,0,0,1617.0,0,PARMA,1.757608695652174,1.0,9.0,6.0
2025-08,REG,S05017,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0,1,0,0,-1.0,0,BUDRIO,-1.0,-1.0,-1.0,-1.0
2025-08,REG,S05018,arrivo,1,0,1,0,0,0,13.0,1,1,0,0,0.0,0,1,0,0,13.0,0,MOLINELLA,13.0,13.0,13.0,13.0
2025-08,REG,S05019,arrivo,15,0,90,317,0,5,1443.0,90,414,8,1,5.0,0,414,0,0,1438.0,0,BOLOGNA ROVERI,3.4902912621359223,3.0,8.449999999999989,6.0
2025-08,REG,S05019,partenza,4,0,12,48,0,355,161.0,12,417,2,0,1015.0,0,417,0,0,-854.0,0,BOLOGNA ROVERI,-2.057831325301205,-3.0,2.0,0.0
2025-08,REG,S05023,arrivo,8,0,33,196,0,76,582.0,33,305,3,2,124.0,0,305,0,0,458.0,0,REGGIO EMILIA,1.501639344262295,1.0,7.0,5.0
2025-08,REG,S05023,partenza,10,0,20,136,0,154,425.0,20,311,6,1,288.0,0,311,0,0,137.0,0,REGGIO EMILIA,0.4419354838709677,0.0,5.0,3.0
2025-08,REG,S05032,arrivo,11,0,24,49,0,384,506.0,24,457,5,2,1473.0,1,457,0,0,-967.0,0,MODENA,-2.1159737417943107,-4.0,5.0,2.0
2025-08,REG,S05032,partenza,29,0,63,151,0,247,1188.0,63,461,16,6,589.0,1,461,0,0,599.0,0,MODENA,1.299349240780911,-1.0,11.0,6.0
2025-08,REG,S05037,arrivo,0,0,0,1,0,0,2.0,0,1,0,0,0.0,0,1,0,0,2.0,0,CASTELFRANCO EMILIA,2.0,2.0,2.0,2.0
2025-08,REG,S05043,arrivo,189,0,525,1196,0,2651,8657.0,525,4395,112,38,9703.0,9,4395,0,0,-1046.0,0,BOLOGNA CENTRALE,-0.23924977127172922,-2.0,8.449999999999818,5.0
2025-08,REG,S05043,partenza,174,0,474,1487,0,2399,8652.0,474,4378,111,48,6727.0,6,4378,0,0,1925.0,0,BOLOGNA CENTRALE,0.4415137614678899,-1.0,8.0,5.0
2025-08,REG,S05053,arrivo,0,0,1,7,0,4,16.0,1,12,0,0,8.0,0,12,0,0,8.0,0,CASTEL S.PIETRO TERME,0.6666666666666666,1.0,4.449999999999999,3.8000000000000007
2025-08,REG,S05053,partenza,0,0,4,0,0,10,22.0,4,15,0,0,45.0,0,15,0,0,-23.0,0,CASTEL S.PIETRO TERME,-1.6428571428571428,-3.0,6.0,5.700000000000001
2025-08,REG,S05054,arrivo,9,0,60,208,0,199,818.0,60,472,4,1,365.0,0,472,0,0,453.0,0,IMOLA,0.9700214132762311,0.0,7.0,5.0
2025-08,REG,S05054,partenza,8,0,57,168,0,249,745.0,57,479,3,2,770.0,0,479,0,0,-25.0,0,IMOLA,-0.0527426160337552,-1.0,6.349999999999966,5.0
2025-08,REG,S05056,arrivo,0,0,4,28,0,8,77.0,4,40,0,0,9.0,0,40,0,0,68.0,0,CASTELBOLOGNESE-RIOLO TERME,1.7,2.0,5.049999999999997,4.100000000000001
2025-08,REG,S05056,partenza,1,0,3,9,0,40,46.0,3,53,0,0,120.0,0,53,0,0,-74.0,0,CASTELBOLOGNESE-RIOLO TERME,-1.423076923076923,-2.0,4.449999999999996,3.9
2025-08,REG,S05058,arrivo,8,0,33,108,0,16,593.0,33,159,7,1,27.0,1,159,0,0,566.0,0,FAENZA,3.605095541401274,2.0,9.999999999999943,7.0
2025-08,REG,S05058,partenza,3,0,10,78,0,37,214.0,10,126,1,0,60.0,0,126,0,0,154.0,0,FAENZA,1.232,1.0,5.0,4.0
2025-08,REG,S05071,arrivo,70,0,149,308,0,706,2871.0,149,1171,49,21,2454.0,2,1171,0,0,417.0,0,RIMINI,0.3585554600171969,-1.0,12.0,6.0
2025-08,REG,S05071,partenza,99,0,255,530,0,412,4419.0,255,1211,63,19,1167.0,5,1211,0,0,3252.0,0,RIMINI,2.7167919799498748,1.0,15.0,8.0
2025-08,REG,S05090,arrivo,0,0,11,586,0,0,132.0,11,598,0,0,0.0,0,598,0,0,132.0,0,SALSOMAGGIORE TERME,0.2211055276381909,0.0,2.0,0.0
2025-08,REG,S05090,partenza,2,0,24,325,0,250,549.0,24,601,1,0,338.0,0,601,0,0,211.0,0,SALSOMAGGIORE TERME,0.352253756260434,0.0,4.0,3.0
2025-08,REG,S05104,arrivo,3,0,11,180,0,217,302.0,11,408,1,0,318.0,0,408,0,0,-16.0,0,SASSO MARCONI,-0.0392156862745098,-1.0,4.0,2.0
2025-08,REG,S05104,partenza,1,0,3,64,0,321,100.0,3,388,0,0,1156.0,0,388,0,0,-1056.0,0,SASSO MARCONI,-2.7216494845360826,-3.0,2.0,1.0
2025-08,REG,S05110,arrivo,1,0,9,64,0,108,187.0,9,185,1,0,293.0,0,185,0,0,-106.0,0,PORRETTA TERME,-0.585635359116022,-1.0,4.0,3.0
2025-08,REG,S05110,partenza,3,0,7,70,0,97,373.0,7,179,3,3,204.0,1,179,0,0,169.0,0,PORRETTA TERME,0.9712643678160919,-1.0,4.0,3.0
2025-08,REG,S05130,arrivo,1,0,2,1,0,0,19.0,2,3,0,0,0.0,0,3,0,0,19.0,0,BOLOGNA S.RUFFILLO,6.333333333333333,8.0,9.8,9.6
2025-08,REG,S05130,partenza,0,0,1,1,0,1,8.0,1,3,0,0,4.0,0,3,0,0,4.0,0,BOLOGNA S.RUFFILLO,1.3333333333333333,1.0,6.400000000000001,5.800000000000001
2025-08,REG,S05131,arrivo,1,0,4,101,0,169,139.0,4,274,1,0,210.0,0,274,0,0,-71.0,0,PIANORO,-0.2591240875912409,-1.0,2.0,2.0
2025-08,REG,S05131,partenza,3,0,12,64,0,197,166.0,12,274,0,0,549.0,0,274,0,0,-383.0,0,PIANORO,-1.4029304029304028,-2.0,4.0,2.0
2025-08,REG,S05134,arrivo,1,0,6,67,0,155,123.0,6,229,0,0,393.0,0,229,0,0,-270.0,0,S.BENEDETTO SAMBRO-CASTIGLIONE PEPOLI,-1.1842105263157894,-1.0,3.0,2.0
2025-08,REG,S05134,partenza,0,0,5,13,0,211,48.0,5,230,0,0,853.0,0,230,0,0,-805.0,0,S.BENEDETTO SAMBRO-CASTIGLIONE PEPOLI,-3.51528384279476,-4.0,1.0,-1.0
2025-08,REG,S05135,arrivo,0,0,0,12,0,14,27.0,0,26,0,0,23.0,0,26,0,0,4.0,0,VERNIO MONTEPIANO CANTAGALLO,0.1538461538461538,-1.0,3.0,3.0
2025-08,REG,S05135,partenza,0,0,1,2,0,18,12.0,1,21,0,0,82.0,0,21,0,0,-70.0,0,VERNIO MONTEPIANO CANTAGALLO,-3.3333333333333335,-4.0,3.0,3.0
2025-08,REG,S05136,arrivo,0,0,0,1,0,0,2.0,0,1,0,0,0.0,0,1,0,0,2.0,0,VAIANO,2.0,2.0,2.0,2.0
2025-08,REG,S05161,arrivo,8,0,29,76,0,17,401.0,29,123,3,1,20.0,0,123,0,0,381.0,0,SERMIDE,3.122950819672131,2.0,10.0,6.0
2025-08,REG,S05161,partenza,1,0,1,63,0,59,124.0,1,124,1,1,132.0,0,124,0,0,-8.0,0,SERMIDE,-0.065040650406504,0.0,3.0,2.0
2025-08,REG,S05192,arrivo,2,0,5,40,0,78,72.0,5,123,0,0,109.0,0,123,0,0,-37.0,0,REGGIO S.LAZZARO,-0.3008130081300813,-1.0,3.0,2.0
2025-08,REG,S05192,partenza,5,0,8,33,0,75,153.0,8,116,3,1,141.0,0,116,0,0,12.0,0,REGGIO S.LAZZARO,0.1034482758620689,-1.0,8.25,3.0
2025-08,REG,S05307,arrivo,0,0,1,0,0,0,7.0,1,1,0,0,0.0,0,1,0,0,7.0,0,ISOLA DELLA SCALA,7.0,7.0,7.0,7.0
2025-08,REG,S05308,arrivo,11,0,38,182,0,210,697.0,38,433,7,1,1038.0,0,433,0,0,-341.0,0,POGGIO RUSCO,-0.7930232558139535,0.0,6.0,4.0
2025-08,REG,S05308,partenza,17,0,49,159,0,257,767.0,49,467,9,2,723.0,1,467,0,0,44.0,0,POGGIO RUSCO,0.0946236559139784,-1.0,6.0,5.0
2025-08,REG,S05316,partenza,0,0,0,1,0,0,1.0,0,1,0,0,0.0,0,1,0,0,1.0,0,CREVALCORE,1.0,1.0,1.0,1.0
2025-08,REG,S05418,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0,1,0,0,-1.0,0,LAMA,-1.0,-1.0,-1.0,-1.0
2025-08,REG,S05418,partenza,0,0,0,1,0,1,0.0,0,2,0,0,1.0,0,2,0,0,-1.0,0,LAMA,-0.5,-0.5,-0.05,-0.0999999999999999
2025-08,REG,S05420,arrivo,3,0,7,19,0,0,130.0,7,27,1,1,0.0,0,27,0,0,130.0,0,ADRIA,5.0,3.0,10.75,7.5
2025-08,REG,S05420,partenza,0,0,2,5,0,11,17.0,2,19,0,0,23.0,0,19,0,0,-6.0,0,ADRIA,-0.3333333333333333,-1.5,6.149999999999999,3.900000000000002
2025-08,REG,S05428,arrivo,10,0,20,20,0,114,279.0,20,158,9,0,290.0,0,158,0,0,-11.0,0,CHIOGGIA,-0.0714285714285714,-2.0,15.699999999999989,5.0
2025-08,REG,S05428,partenza,11,0,20,26,0,113,636.0,20,163,10,7,300.0,4,163,0,0,336.0,0,CHIOGGIA,2.113207547169812,-2.0,23.299999999999983,6.200000000000017
2025-08,REG,S05703,arrivo,4,0,9,36,0,20,192.0,9,66,3,1,22.0,0,66,0,0,170.0,0,MONSELICE,2.6153846153846154,1.0,11.799999999999985,5.600000000000001
2025-08,REG,S05703,partenza,3,0,10,58,0,13,178.0,10,84,2,0,13.0,0,84,0,0,165.0,0,MONSELICE,2.037037037037037,1.0,7.0,6.0
2025-08,REG,S05706,arrivo,29,0,55,97,0,393,1376.0,55,555,24,13,1388.0,4,555,0,0,-12.0,0,ROVIGO,-0.0220183486238532,-2.0,10.0,4.600000000000023
2025-08,REG,S05706,partenza,26,0,65,170,0,349,996.0,65,595,14,4,998.0,0,595,0,0,-2.0,0,ROVIGO,-0.0034246575342465006,-1.0,8.0,5.0
2025-08,REG,S05712,arrivo,25,0,76,274,0,507,1380.0,76,863,17,4,1505.0,2,863,0,0,-125.0,0,FERRARA,-0.14585764294049,-1.0,6.0,4.0
2025-08,REG,S05712,partenza,40,0,123,335,0,412,1897.0,123,875,24,3,1390.0,0,875,0,0,507.0,0,FERRARA,0.5827586206896552,0.0,8.0,5.0
2025-08,REG,S05722,arrivo,2,0,3,0,0,3,40.0,3,6,1,0,7.0,0,6,0,0,33.0,0,S.PIETRO IN CASALE,5.5,2.0,19.0,17.0
2025-08,REG,S05722,partenza,1,0,2,0,0,3,17.0,2,5,0,0,9.0,0,5,0,0,8.0,0,S.PIETRO IN CASALE,1.6,-2.0,10.599999999999998,9.2
2025-08,REG,S05724,arrivo,1,0,1,0,0,0,11.0,1,1,0,0,0.0,0,1,0,0,11.0,0,CASTELMAGGIORE,11.0,11.0,11.0,11.0
2025-08,REG,S05724,partenza,0,0,0,0,0,1,0.0,0,1,0,0,2.0,0,1,0,0,-2.0,0,CASTELMAGGIORE,-2.0,-2.0,-2.0,-2.0
2025-08,REG,S05802,arrivo,3,0,11,48,0,354,148.0,11,415,2,0,1014.0,0,415,0,0,-866.0,0,PORTOMAGGIORE,-2.096852300242131,-3.0,2.0,0.0
2025-08,REG,S05802,partenza,15,0,91,317,0,5,1452.0,91,415,8,1,5.0,0,415,0,0,1447.0,0,PORTOMAGGIORE,3.50363196125908,3.0,9.0,6.0
2025-08,REG,S05804,arrivo,0,0,0,1,0,0,3.0,0,1,0,0,0.0,0,1,0,0,3.0,0,ARGENTA,3.0,3.0,3.0,3.0
2025-08,REG,S05804,partenza,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0,1,0,0,-1.0,0,ARGENTA,-1.0,-1.0,-1.0,-1.0
2025-08,REG,S05808,arrivo,1,0,1,0,0,0,28.0,1,1,1,0,0.0,0,1,0,0,28.0,0,ALFONSINE,28.0,28.0,28.0,28.0
2025-08,REG,S05808,partenza,0,0,0,1,0,0,0.0,0,1,0,0,0.0,0,1,0,0,0.0,0,ALFONSINE,0.0,0.0,0.0,0.0
2025-08,REG,S05810,arrivo,0,0,1,3,0,0,13.0,1,4,0,0,0.0,0,4,0,0,13.0,0,MEZZANO,3.25,3.0,5.699999999999999,5.4
2025-08,REG,S05810,partenza,1,0,1,2,0,0,16.0,1,3,0,0,0.0,0,3,0,0,16.0,0,MEZZANO,5.333333333333333,2.0,11.9,10.800000000000002
2025-08,REG,S05811,arrivo,40,0,119,324,0,379,1949.0,119,828,25,5,869.0,0,828,0,0,1080.0,0,RAVENNA,1.313868613138686,0.0,9.0,6.0
2025-08,REG,S05811,partenza,32,0,101,353,0,328,1781.0,101,790,19,5,785.0,0,790,0,0,996.0,0,RAVENNA,1.2736572890025577,1.0,7.949999999999932,5.0
2025-08,REG,S05813,arrivo,0,0,1,0,0,0,5.0,1,1,0,0,0.0,0,1,0,0,5.0,0,LIDO DI CLASSE-LIDO DI SAVIO,5.0,5.0,5.0,5.0
2025-08,REG,S05815,arrivo,4,0,10,10,0,4,158.0,10,24,3,1,8.0,0,24,0,0,150.0,0,CESENATICO,6.25,4.0,18.39999999999999,13.499999999999995
2025-08,REG,S05815,partenza,6,0,10,9,0,4,176.0,10,25,4,1,13.0,0,25,0,0,163.0,0,CESENATICO,7.086956521739131,4.0,23.7,20.4
2025-08,REG,S05818,arrivo,5,0,5,1,0,2,393.0,5,8,5,5,3.0,1,8,0,0,390.0,0,IGEA MARINA,48.75,30.0,175.2999999999999,104.59999999999997
2025-08,REG,S05818,partenza,1,0,1,2,0,1,16.0,1,4,0,0,1.0,0,4,0,0,15.0,0,IGEA MARINA,3.75,3.0,8.949999999999998,7.900000000000001
2025-08,REG,S05903,arrivo,1,0,1,1,0,0,24.0,1,2,1,0,0.0,0,2,0,0,24.0,0,RUSSI,12.0,12.0,21.0,20.0
2025-08,REG,S05903,partenza,0,0,0,1,0,1,2.0,0,2,0,0,3.0,0,2,0,0,-1.0,0,RUSSI,-0.5,-0.5,1.75,1.5
2025-08,REG,S05929,arrivo,2,0,2,1,0,3,40.0,2,6,2,0,3.0,0,6,0,0,37.0,0,BARCO,6.166666666666667,0.0,19.75,19.5
2025-08,REG,S05935,arrivo,1,0,1,0,0,0,10.0,1,1,0,0,0.0,0,1,0,0,10.0,0,REGGIO S.STEFANO,10.0,10.0,10.0,10.0
2025-08,REG,S05940,arrivo,4,0,4,1,0,0,104.0,4,5,4,2,0.0,0,5,0,0,104.0,0,NOVELLARA,20.8,20.0,33.0,33.0
2025-08,REG,S05940,partenza,0,0,0,1,0,0,2.0,0,1,0,0,0.0,0,1,0,0,2.0,0,NOVELLARA,2.0,2.0,2.0,2.0
2025-08,REG,S05946,arrivo,1,0,1,0,0,0,21.0,1,1,1,0,0.0,0,1,0,0,21.0,0,BAGNOLO IN PIANO,21.0,21.0,21.0,21.0
2025-08,REG,S05951,arrivo,0,0,1,2,0,0,14.0,1,3,0,0,0.0,0,3,0,0,14.0,0,LUGO,4.666666666666667,4.0,7.599999999999999,7.2
2025-08,REG,S05951,partenza,0,0,0,0,0,1,0.0,0,1,0,0,3.0,0,1,0,0,-3.0,0,LUGO,-3.0,-3.0,-3.0,-3.0
2025-08,REG,S05960,arrivo,3,0,10,88,0,127,188.0,10,226,1,0,237.0,0,226,0,0,-49.0,0,GUASTALLA,-0.2177777777777777,-1.0,4.0,2.0
2025-08,REG,S05960,partenza,4,0,19,100,0,120,262.0,19,239,0,0,180.0,0,239,0,0,82.0,0,GUASTALLA,0.3430962343096234,-1.0,5.099999999999994,3.0
2025-08,REG,S05978,arrivo,0,0,0,1,0,0,0.0,0,4,0,0,0.0,0,4,0,0,0.0,0,VIGNOLA,0.0,0.0,0.0,0.0
2025-08,REG,S05978,partenza,0,0,1,0,0,0,7.0,1,5,0,0,0.0,0,5,0,0,7.0,0,VIGNOLA,7.0,7.0,7.0,7.0
2025-08,REG,S05997,arrivo,0,0,1,0,0,0,9.0,1,1,0,0,0.0,0,1,0,0,9.0,0,MEZZOLARA,9.0,9.0,9.0,9.0
2025-08,REG,S06000,arrivo,167,0,538,951,0,571,7732.0,538,2071,80,24,1220.0,9,2071,0,0,6512.0,0,LA SPEZIA CENTRALE,3.161165048543689,2.0,13.0,8.0
2025-08,REG,S06000,partenza,173,0,374,629,0,1122,6857.0,374,2137,103,44,3949.0,10,2137,0,0,2908.0,0,LA SPEZIA CENTRALE,1.368470588235294,-1.0,14.0,8.0
2025-08,REG,S06004,arrivo,23,0,101,212,0,256,1308.0,101,569,8,2,475.0,1,569,0,0,833.0,0,LA SPEZIA MIGLIARINA,1.4639718804920914,0.0,8.0,6.0
2025-08,REG,S06004,partenza,47,0,87,132,0,319,1285.0,87,538,21,2,1173.0,0,538,0,0,112.0,0,LA SPEZIA MIGLIARINA,0.20817843866171,-1.0,13.149999999999975,8.300000000000011
2025-08,REG,S06007,arrivo,6,0,19,41,0,54,374.0,19,116,6,4,149.0,0,116,0,0,225.0,0,SARZANA,1.973684210526316,0.0,14.249999999999917,7.0
2025-08,REG,S06007,partenza,6,0,16,39,0,91,260.0,16,148,3,2,247.0,0,148,0,0,13.0,0,SARZANA,0.0890410958904109,-2.0,8.75,5.0
2025-08,REG,S06009,arrivo,3,0,3,1,0,1,55.0,3,5,3,0,9.0,0,5,0,0,46.0,0,MASSA CENTRO,9.2,17.0,19.6,19.2
2025-08,REG,S06009,partenza,1,0,1,1,0,2,26.0,1,4,1,0,5.0,0,4,0,0,21.0,0,MASSA CENTRO,5.25,0.0,20.699999999999992,17.400000000000006
2025-08,REG,S06013,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,2.0,0,1,0,0,-2.0,0,AULLA LUNIGIANA,-2.0,-2.0,-2.0,-2.0
2025-08,REG,S06013,partenza,0,0,0,1,0,0,0.0,0,1,0,0,0.0,0,1,0,0,0.0,0,AULLA LUNIGIANA,0.0,0.0,0.0,0.0
2025-08,REG,S06015,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0,1,0,0,-1.0,0,TORRE DEL LAGO PUCCINI,-1.0,-1.0,-1.0,-1.0
2025-08,REG,S06026,arrivo,1,0,2,0,0,0,40.0,2,2,1,1,0.0,0,2,0,0,40.0,0,CECINA,20.0,20.0,33.5,32.0
2025-08,REG,S06026,partenza,1,0,1,1,0,0,37.0,1,2,1,1,0.0,0,2,0,0,37.0,0,CECINA,18.5,18.5,34.25,32.5
2025-08,REG,S06031,arrivo,12,0,31,69,0,91,462.0,31,194,5,2,194.0,0,194,0,0,268.0,0,CAMPIGLIA MARITTIMA,1.4031413612565442,0.0,11.5,7.0
2025-08,REG,S06031,partenza,4,0,9,133,0,36,207.0,9,181,1,0,68.0,0,181,0,0,139.0,0,CAMPIGLIA MARITTIMA,0.7808988764044944,0.0,4.150000000000006,3.0
2025-08,REG,S06033,arrivo,1,0,2,6,0,9,29.0,2,17,0,0,23.0,0,17,0,0,6.0,0,FOLLONICA,0.3529411764705882,-1.0,9.2,5.400000000000002
2025-08,REG,S06033,partenza,0,0,1,4,0,1,13.0,1,6,0,0,2.0,0,6,0,0,11.0,0,FOLLONICA,1.8333333333333333,1.5,5.25,4.5
2025-08,REG,S06038,arrivo,0,0,0,2,0,0,4.0,0,2,0,0,0.0,0,2,0,0,4.0,0,MONTEPESCALI,2.0,2.0,2.0,2.0
2025-08,REG,S06039,arrivo,35,0,85,177,0,292,2115.0,85,557,25,14,1107.0,6,557,0,0,1008.0,0,GROSSETO,1.8194945848375448,-1.0,11.0,7.0
2025-08,REG,S06039,partenza,35,0,75,211,0,276,1534.0,75,564,18,11,771.0,4,564,0,0,763.0,0,GROSSETO,1.3576512455516014,0.0,11.0,6.0
2025-08,REG,S06040,arrivo,15,0,46,234,0,463,899.0,46,744,11,3,1546.0,0,744,0,0,-647.0,0,VIAREGGIO,-0.8707940780619112,-2.0,5.0,3.0
2025-08,REG,S06040,partenza,26,0,71,185,0,524,1185.0,71,783,12,4,1545.0,1,783,0,0,-360.0,0,VIAREGGIO,-0.4615384615384615,-2.0,7.0,4.0
