mese,categoria,cod_stazione,cancellate_tot,effettuate,info_mancante,minuti_anticipo_tot,oltre_60,minuti_netti_tot,corse_osservate,in_orario,oltre_10,cancellate,in_ritardo,oltre_15,oltre_5,parzialmente_cancellate,soppresse,oltre_30,in_anticipo,minuti_ritardo_tot,ruolo,nome_stazione,ritardo_mediano,p95,ritardo_medio,p90
2026-04,REG,S01535,2,0,0,0.0,0,42.0,2,0,1,2,2,1,2,0,0,1,0,42.0,nodo,MONTELLO GORLAGO,21.0,21.0,21.0,21.0
2026-04,REG,S01600,15,1,0,1.0,0,109.0,18,11,5,15,6,2,6,0,2,0,1,110.0,nodo,VERDELLO DALMINE,2.75,18.19999999999999,6.0625,14.399999999999999
2026-04,REG,S01601,4,0,0,2.0,0,70.0,4,0,3,4,3,2,3,0,0,1,1,72.0,nodo,TREVIGLIO OVEST,17.5,29.65,17.5,28.300000000000004
2026-04,REG,S01604,2,0,0,3.0,0,28.0,2,0,1,2,1,1,1,0,0,1,1,31.0,nodo,CASALETTO VAPRIO,14.0,14.0,14.0,14.0
2026-04,REG,S01605,2,0,0,0.0,1,111.0,2,0,1,2,2,1,2,0,0,1,0,111.0,nodo,CREMA,55.5,55.5,55.5,55.5
2026-04,REG,S01630,65,23,0,82.0,1,1296.0,92,19,40,65,46,38,46,0,4,19,27,1378.0,nodo,MILANO S.CRISTOFORO,4.5,39.34999999999998,11.666666666666666,30.300000000000008
2026-04,REG,S01633,1,0,0,0.0,0,3.0,1,1,0,1,0,0,0,0,0,0,0,3.0,nodo,MILANO PORTA VITTORIA,3.0,3.0,3.0,3.0
2026-04,REG,S01640,44,236,0,114.0,1,1508.0,288,114,44,44,106,27,106,0,8,11,68,1622.0,nodo,MILANO CERTOSA,2.0,24.099999999999994,4.953103794923347,13.0
2026-04,REG,S01642,129,2853,0,2308.0,1,5281.0,3052,1243,185,129,619,45,619,0,70,12,1190,7589.0,nodo,MILANO BOVISA,0.5,9.5,1.7199479185460491,7.5
2026-04,REG,S01643,1,0,0,0.0,0,0.0,1,1,0,1,0,0,0,0,0,0,0,0.0,nodo,MILANO LANCETTI,0.0,0.0,0.0,0.0
2026-04,REG,S01645,168,10179,0,6700.0,32,31574.0,10459,4829,963,166,2477,508,2477,2,112,135,3153,38274.0,nodo,MILANO PORTA GARIBALDI,1.5,14.0,3.0161965036715785,9.0
2026-04,REG,S01700,49,10295,0,6967.0,26,32232.0,10395,4417,989,48,2726,510,2726,1,51,141,3252,39199.0,nodo,MILANO CENTRALE,1.5,14.5,3.101349001217369,9.0
2026-04,REG,S01701,58,129,0,104.0,2,1617.0,192,78,48,58,76,36,76,0,5,19,38,1721.0,nodo,MILANO LAMBRATE,3.75,39.62499999999997,9.693655519926708,28.5
2026-04,REG,S01703,11,1509,0,526.0,0,4465.0,1529,697,130,11,418,47,418,0,9,5,414,4991.0,nodo,PIOLTELLO LIMITO,1.5,11.625,2.9159795525800574,9.0
2026-04,REG,S01707,11,0,0,1.0,0,183.0,11,1,9,11,9,5,9,0,0,3,1,184.0,nodo,CASSANO D\'ADDA,21.5,22.8,17.483333333333334,22.6
2026-04,REG,S01708,62,4290,0,4050.0,2,7205.0,4400,1780,247,62,822,119,822,0,48,32,1798,11255.0,nodo,TREVIGLIO,0.5,10.5,1.6267414780317293,6.5
2026-04,REG,S01711,0,7,0,4.0,0,16.0,7,2,0,0,2,0,2,0,0,0,3,20.0,nodo,ROMANO,1.75,5.199999999999998,1.9583333333333333,4.9
2026-04,REG,S01714,4,24,0,31.0,0,16.0,31,16,1,4,3,0,3,0,3,0,12,47.0,nodo,ROVATO,0.0,5.724999999999998,0.5041666666666667,4.0
2026-04,REG,S01717,24,5679,0,2116.0,6,15733.0,5716,3237,344,24,1220,187,1220,0,13,41,1259,17849.0,nodo,BRESCIA,1.5,11.0,2.7714524462885715,7.0
2026-04,REG,S01736,2,1,0,0.0,0,58.0,3,0,3,2,3,3,3,0,0,0,0,58.0,nodo,VEDANO OLONA,17.0,23.3,19.33333333333333,22.600000000000005
2026-04,REG,S01747,3,1059,0,119.0,0,3205.0,1062,776,65,3,194,45,194,0,0,5,92,3324.0,nodo,LAVENO MOMBELLO LAGO,1.5,12.375,3.0233090552858,6.5
2026-04,REG,S01763,2,0,0,0.0,0,33.0,2,0,2,2,2,1,2,0,0,0,0,33.0,nodo,COMO CAMERLATA (FNM),16.5,19.65,16.5,19.3
2026-04,REG,S01765,2,1798,0,199.0,0,5134.0,1800,1274,122,2,401,20,401,0,0,2,125,5333.0,nodo,COMO LAGO,2.0,10.5,2.861827244535396,7.900000000000034
2026-04,REG,S01801,1,0,0,0.0,0,7.0,1,0,0,1,1,0,1,0,0,0,0,7.0,nodo,LOCATE TRIULZI,7.0,7.0,7.0,7.0
2026-04,REG,S01803,2,0,0,0.0,0,13.0,3,2,1,2,1,0,1,0,1,0,0,13.0,nodo,CERTOSA DI PAVIA,3.25,5.275,3.25,5.05
2026-04,REG,S01805,2,46,0,14.0,0,97.0,50,38,1,2,5,1,5,0,2,0,7,111.0,nodo,BRESSANA BOTTARONE,2.0,6.224999999999998,1.940705128205128,4.699999999999999
2026-04,REG,S01807,3,835,0,490.0,3,1642.0,843,489,29,3,120,16,120,0,5,4,234,2132.0,nodo,VOGHERA,1.0,8.0,1.956102415480728,5.5
2026-04,REG,S01810,1,259,0,67.0,0,803.0,260,148,23,1,62,9,62,0,0,1,50,870.0,nodo,TORTONA,1.5,12.349999999999994,3.0746860933428097,8.25
2026-04,REG,S01820,70,3899,0,1402.0,10,12483.0,4025,2205,266,70,966,131,966,0,56,41,854,13885.0,nodo,MILANO ROGOREDO,2.0,11.0,3.1001237258288965,7.5
2026-04,REG,S01822,2,1203,0,1070.0,0,1567.0,1237,362,56,2,270,9,270,0,32,0,605,2637.0,nodo,MELEGNANO,0.5,8.5,1.260674812305247,5.5
2026-04,REG,S01824,6,0,0,0.0,0,159.0,6,0,5,6,6,4,6,0,0,2,0,159.0,nodo,TAVAZZANO,22.25,42.52499999999999,24.75,39.55
2026-04,REG,S01825,30,1965,0,840.0,2,4217.0,2017,1060,113,30,410,30,410,0,22,3,547,5057.0,nodo,LODI,1.5,9.5,2.1012354675462355,6.5
2026-04,REG,S01827,1,2,0,3.0,0,8.0,3,0,0,1,2,0,2,0,0,0,1,11.0,nodo,CASALPUSTERLENGO,3.5,5.3,3.5,5.1
2026-04,REG,S01828,5,809,0,915.0,0,975.0,823,297,46,5,149,13,149,0,9,1,377,1890.0,nodo,CODOGNO,0.5,10.0,1.2270419621749409,6.450000000000017
2026-04,REG,S01847,2,0,0,0.0,0,4.0,2,2,0,2,0,0,0,0,0,0,0,4.0,nodo,ASOLA,2.0,2.0,2.0,2.0
2026-04,REG,S01848,0,45,0,24.0,0,92.0,46,25,2,0,4,2,4,0,1,1,17,116.0,nodo,CANNETO SULL\'OGLIO,1.0,4.849999999999998,2.0,3.3000000000000007
2026-04,REG,S01849,0,48,0,39.0,0,35.0,48,16,1,0,6,0,6,0,0,0,26,74.0,nodo,S.GIOVANNI IN CROCE,-0.75,7.474999999999992,0.7291666666666666,4.35
2026-04,REG,S01852,2,0,0,0.0,0,48.0,2,0,1,2,2,1,2,0,0,1,0,48.0,nodo,COLORNO,24.0,24.0,24.0,24.0
2026-04,REG,S01853,4,0,0,5.0,0,49.0,4,1,1,4,2,1,2,0,0,1,1,54.0,nodo,TORRILE S.POLO,12.25,23.725,12.25,22.45
2026-04,REG,S01860,81,4287,0,2568.0,8,11935.0,4457,2116,336,81,1089,116,1089,0,89,37,1252,14503.0,nodo,PAVIA,1.5,11.5,2.6824113260376103,8.5
2026-04,REG,S01864,0,24,0,8.0,0,27.0,24,18,0,0,1,0,1,0,0,0,5,35.0,nodo,BELGIOIOSO,1.0,4.0,1.125,3.6999999999999993
2026-04,REG,S01865,2,24,0,4.0,0,116.0,26,10,3,2,14,0,14,0,0,0,2,120.0,nodo,CORTEOLONA,3.5,7.299999999999997,3.2800000000000002,6.1000000000000005
2026-04,REG,S01868,2,0,0,0.0,0,4.0,2,2,0,2,0,0,0,0,0,0,0,4.0,nodo,CHIGNOLO PO,2.0,2.0,2.0,2.0
2026-04,REG,S01871,2,0,0,1.0,0,55.0,2,0,1,2,1,1,1,0,0,1,1,56.0,nodo,OSPEDALETTO LODIGIANO,27.5,27.5,27.5,27.5
2026-04,REG,S01900,6,0,0,0.0,0,98.0,6,3,3,6,3,3,3,0,0,1,0,98.0,nodo,S.ZENO FOLZANO,16.0,29.95,16.333333333333332,28.399999999999995
2026-04,REG,S01905,6,0,0,5.0,0,62.0,6,1,2,6,4,1,4,0,0,1,1,67.0,nodo,OLMENETA,9.5,22.100000000000005,10.333333333333332,20.7
2026-04,REG,S01915,10,3041,0,1613.0,0,8213.0,3063,1545,186,10,723,93,723,0,12,17,795,9826.0,nodo,CREMONA,1.5,10.5,2.685420264272101,7.5
2026-04,REG,S01918,6,12,0,3.0,0,133.0,18,7,4,6,9,2,9,0,0,1,2,136.0,nodo,TORRE DE\' PICENARDI,4.5,21.89999999999999,7.388888888888889,16.300000000000004
2026-04,REG,S01919,6,192,0,51.0,1,1074.0,200,98,27,6,74,15,74,0,2,8,28,1125.0,nodo,PIADENA,3.5,22.55,5.683145153087173,12.1
2026-04,REG,S01920,6,715,0,221.0,1,3677.0,725,312,115,6,277,54,277,0,4,17,136,3898.0,nodo,BOZZOLO,3.0,20.424999999999983,5.072051504497511,12.0
2026-04,REG,S01925,24,1079,0,22.0,0,4808.0,1123,698,90,24,407,33,407,0,20,4,18,4830.0,nodo,SEVESO,3.5,11.5,4.275230842455974,8.5
2026-04,REG,S01931,4,0,0,0.0,0,41.0,4,1,2,4,3,1,3,0,0,0,0,41.0,nodo,PINAROLO PO,10.25,14.975,10.25,14.45
2026-04,REG,S01933,41,5680,0,936.0,1,14310.0,5752,4013,271,41,1056,103,1056,0,31,21,683,15246.0,nodo,SARONNO,1.5,9.0,2.4897224778839817,6.5
2026-04,REG,S01944,2,0,0,0.0,0,85.0,2,0,2,2,2,2,2,0,0,2,0,85.0,nodo,BRONI,42.5,42.5,42.5,42.5
2026-04,REG,S01945,4,398,0,107.0,0,1966.0,414,179,80,4,147,40,147,0,12,4,88,2073.0,nodo,STRADELLA,3.25,17.32499999999999,4.735156833457804,10.650000000000006
2026-04,REG,S01963,4,0,0,0.0,0,20.0,4,3,1,4,1,0,1,0,0,0,0,20.0,nodo,BUSSETO,5.0,7.699999999999999,5.0,7.4
2026-04,REG,S02001,26,1286,0,1904.0,1,2185.0,1316,413,118,26,300,58,300,0,4,12,603,4089.0,nodo,BRENNERO,0.5,13.425000000000011,1.645012565599823,8.0
2026-04,REG,S02005,2,0,0,2.0,1,112.0,2,0,1,2,1,1,1,0,0,1,1,114.0,nodo,COLLE ISARCO,56.0,56.0,56.0,56.0
2026-04,REG,S02006,10,0,0,7.0,0,172.0,10,3,5,10,6,4,6,0,0,4,1,179.0,nodo,VIPITENO-VAL DI VIZZE,18.0,38.2,17.200000000000003,34.400000000000006
2026-04,REG,S02011,6,275,0,512.0,3,453.0,287,76,18,6,47,9,47,0,6,5,164,965.0,nodo,FORTEZZA,-1.5,10.5,1.4313109161793371,6.950000000000003
2026-04,REG,S02014,3,0,0,0.0,0,49.0,3,0,1,3,3,1,3,0,0,1,0,49.0,nodo,BRESSANONE,14.0,19.85,14.0,19.200000000000003
2026-04,REG,S02020,1,0,0,1.0,0,-1.0,1,0,0,1,0,0,0,0,0,0,1,0.0,nodo,PONTE GARDENA-LAION,-1.0,-1.0,-1.0,-1.0
2026-04,REG,S02024,1,0,0,0.0,0,6.0,1,0,0,1,1,0,1,0,0,0,0,6.0,nodo,PRATO TIRES,6.0,6.0,6.0,6.0
2026-04,REG,S02026,28,2190,0,4655.0,2,805.0,2238,752,127,28,350,70,350,0,20,22,1136,5460.0,nodo,BOLZANO,-1.0,10.25,0.3578967923411684,6.5
2026-04,REG,S02030,2,0,0,0.0,0,9.0,2,1,0,2,1,0,1,0,0,0,0,9.0,nodo,BRONZOLO,4.5,4.5,4.5,4.5
2026-04,REG,S02032,2,0,0,2.0,0,50.0,2,0,1,2,1,1,1,0,0,1,1,52.0,nodo,EGNA-TERMENO,25.0,25.0,25.0,25.0
2026-04,REG,S02038,9,1192,0,1180.0,0,986.0,1212,593,26,9,145,9,145,0,11,2,474,2166.0,nodo,TRENTO,0.5,7.0,0.814913325357613,4.600000000000023
2026-04,REG,S02044,7,211,0,287.0,0,98.0,220,79,10,7,24,6,24,0,2,0,117,385.0,nodo,ROVERETO,-0.5,8.349999999999994,0.4385486403835026,4.5
2026-04,REG,S02049,0,382,0,870.0,0,-435.0,385,110,9,0,26,4,26,0,3,1,249,435.0,nodo,ALA,-2.0,5.0,-1.129776554404145,3.0
2026-04,REG,S02052,1,0,0,0.0,0,54.0,1,0,1,1,1,1,1,0,0,1,0,54.0,nodo,PERI,54.0,54.0,54.0,54.0
2026-04,REG,S02107,1,193,0,431.0,1,79.0,200,39,10,1,21,4,21,0,6,1,140,510.0,nodo,BRUNICO,-2.5,6.4499999999999815,0.1616420460255252,3.200000000000003
2026-04,REG,S02114,0,12,0,6.0,0,27.0,12,7,1,0,2,0,2,0,0,0,3,33.0,nodo,S.CANDIDO,1.25,8.699999999999996,2.6875,6.900000000000001
2026-04,REG,S02140,0,897,0,2246.0,0,-1857.0,897,173,4,0,15,1,15,0,0,1,709,389.0,nodo,SCHIO,-2.5,2.0,-2.134385933435005,0.5
2026-04,REG,S02216,9,1169,0,780.0,2,2941.0,1190,531,82,9,277,25,277,0,12,7,382,3721.0,nodo,MERANO,1.0,9.5,2.469309990283145,8.0
2026-04,REG,S02217,10,0,0,12.0,0,44.0,10,2,2,10,5,1,5,0,0,0,3,56.0,nodo,MERANO-MAIA BASSA,4.0,10.5,4.4,9.5
2026-04,REG,S02305,1,0,0,0.0,0,35.0,1,0,1,1,1,1,1,0,0,1,0,35.0,nodo,PERGINE,35.0,35.0,35.0,35.0
2026-04,REG,S02309,2,0,0,0.0,0,26.0,2,1,1,2,1,1,1,0,0,0,0,26.0,nodo,LEVICO TERME,13.0,13.0,13.0,13.0
2026-04,REG,S02314,0,92,0,29.0,0,236.0,94,55,2,0,20,1,20,0,2,0,19,265.0,nodo,BORGO VALSUGANA EST,2.0,7.0,2.5106382978723403,6.0
2026-04,REG,S02331,2,0,0,1.0,0,0.0,2,1,0,2,0,0,0,0,0,0,1,1.0,nodo,VILLAFRANCA DI VERONA,0.0,0.0,0.0,0.0
2026-04,REG,S02336,21,1967,0,2109.0,3,3729.0,1998,898,133,21,374,66,374,0,10,22,726,5838.0,nodo,MANTOVA,1.0,11.0,1.866210519670901,7.0
2026-04,REG,S02337,8,0,0,12.0,1,167.0,8,1,5,8,5,5,5,0,0,2,2,179.0,nodo,ROMANORE,14.75,41.6,20.875,37.7
2026-04,REG,S02340,8,276,0,235.0,0,891.0,285,132,31,8,62,22,62,0,1,7,91,1126.0,nodo,SUZZARA,1.5,19.27499999999999,3.1355644208037825,10.5
2026-04,REG,S02346,4,0,0,2.0,1,103.0,4,1,2,4,2,2,2,0,0,2,1,105.0,nodo,ROLO NOVI FABBRICO,25.75,35.875,25.75,34.75
2026-04,REG,S02349,13,657,0,1335.0,0,-725.0,678,123,20,13,36,8,36,0,8,1,519,610.0,nodo,CARPI,-2.0,3.5749999999999886,-1.0728680821441003,2.0
2026-04,REG,S02363,0,2,0,0.0,0,15.0,2,1,1,0,1,0,1,0,0,0,0,15.0,nodo,BOVOLONE,7.5,7.5,7.5,7.5
2026-04,REG,S02364,1,0,0,6.0,0,-6.0,1,0,0,1,0,0,0,0,0,0,1,0.0,nodo,CEREA,-6.0,-6.0,-6.0,-6.0
2026-04,REG,S02366,4,290,0,339.0,0,215.0,295,145,7,4,28,4,28,0,1,2,122,554.0,nodo,LEGNAGO,0.0,6.174999999999997,0.6708306294613887,4.5
2026-04,REG,S02392,1,0,0,7.0,0,-7.0,1,0,0,1,0,0,0,0,0,0,1,0.0,nodo,MONTAGNANA,-7.0,-7.0,-7.0,-7.0
2026-04,REG,S02394,2,0,0,1.0,0,13.0,2,0,1,2,1,0,1,0,0,0,1,14.0,nodo,SALETTO,6.5,6.5,6.5,6.5
2026-04,REG,S02430,39,5502,0,9571.0,10,5028.0,5567,2211,322,39,945,173,945,0,26,52,2411,14599.0,nodo,VERONA PORTA NUOVA,0.5,10.5,0.9060182454383178,6.5
2026-04,REG,S02440,5,1,0,4.0,2,224.0,6,1,4,5,4,4,4,0,0,4,1,228.0,nodo,S.BONIFACIO,52.5,60.15,37.333333333333336,59.29999999999999
2026-04,REG,S02444,2,0,0,0.0,0,8.0,2,1,0,2,1,0,1,0,0,0,0,8.0,nodo,ALTAVILLA TAVERNELLE,4.0,4.0,4.0,4.0
2026-04,REG,S02446,2,2186,0,4577.0,0,-2793.0,2190,622,18,2,89,8,89,0,2,3,1479,1784.0,nodo,VICENZA,-1.5,4.0,-1.2813160913546773,2.5
2026-04,REG,S02507,10,0,0,5.0,0,29.0,10,5,1,10,3,0,3,0,0,0,2,34.0,nodo,CASTELLO DI GODEGO,2.5,8.149999999999999,3.458333333333333,7.3
2026-04,REG,S02510,2,0,0,0.0,0,5.0,2,2,0,2,0,0,0,0,0,0,0,5.0,nodo,NOALE-SCORZE\',2.5,2.5,2.5,2.5
2026-04,REG,S02520,9,2899,0,2275.0,0,2983.0,2914,1598,59,9,270,24,270,0,6,10,1046,5258.0,nodo,BASSANO DEL GRAPPA,1.0,6.0,1.022848947609162,4.0
2026-04,REG,S02535,2,0,0,2.0,0,0.0,2,1,0,2,0,0,0,0,0,0,1,2.0,nodo,CITTADELLA,0.0,0.0,0.0,0.0
2026-04,REG,S02537,24,66,0,65.0,0,177.0,90,45,9,24,9,5,9,0,0,2,36,242.0,nodo,CASTELFRANCO VENETO,-0.25,11.3,1.308728448275862,7.150000000000002
2026-04,REG,S02559,9,1617,0,2724.0,0,-993.0,1626,620,26,9,80,15,80,0,0,6,926,1731.0,nodo,BELLUNO,-1.0,4.5,-0.6090269530156666,2.5
2026-04,REG,S02562,1,0,0,1.0,0,-1.0,1,0,0,1,0,0,0,0,0,0,1,0.0,nodo,S.GIUSTINA-CESIO,-1.0,-1.0,-1.0,-1.0
2026-04,REG,S02563,2,0,0,0.0,0,30.0,2,1,1,2,1,1,1,0,0,0,0,30.0,nodo,BUSCHE LENTIAI MEL,15.0,15.0,15.0,15.0
2026-04,REG,S02565,1,0,0,0.0,0,4.0,1,1,0,1,0,0,0,0,0,0,0,4.0,nodo,QUERO VAS,4.0,4.0,4.0,4.0
2026-04,REG,S02566,1,0,0,1.0,0,-1.0,1,0,0,1,0,0,0,0,0,0,1,0.0,nodo,ALANO FENER VALDOBBIADENE,-1.0,-1.0,-1.0,-1.0
2026-04,REG,S02570,0,681,0,456.0,0,223.0,681,329,11,0,17,9,17,0,0,3,335,679.0,nodo,MONTEBELLUNA,0.0,3.5,0.3404169904169904,2.5
2026-04,REG,S02581,13,2503,0,5338.0,0,-3628.0,2517,631,26,13,80,15,80,0,1,5,1806,1710.0,nodo,PADOVA,-2.0,3.5,-1.4339298030210017,2.0
2026-04,REG,S02589,59,628,0,1025.0,1,905.0,691,274,39,59,86,28,86,0,4,16,331,1930.0,nodo,VENEZIA MESTRE,0.0,18.049999999999983,1.5252798443792233,5.5
2026-04,REG,S02593,53,10740,0,12169.0,10,9563.0,10811,5450,328,52,1218,186,1218,1,18,50,4143,21732.0,nodo,VENEZIA S.LUCIA,0.5,6.949999999999818,0.8829401251043666,5.0
2026-04,REG,S02660,1,1,0,0.0,0,5.0,2,2,0,1,0,0,0,0,0,0,0,5.0,nodo,S.VITO AL TAGLIAMENTO,2.5,3.85,2.5,3.7
2026-04,REG,S02666,1,1,0,0.0,0,20.0,2,1,1,1,1,1,1,0,0,0,0,20.0,nodo,S.DONA\' DI PIAVE-JESOLO,10.0,10.0,10.0,10.0
2026-04,REG,S02670,4,0,0,2.0,0,6.0,4,2,0,4,1,0,1,0,0,0,1,8.0,nodo,QUARTO D\'ALTINO,1.5,2.4000000000000004,1.5,2.3
2026-04,REG,S02701,0,2,0,4.0,0,-4.0,2,0,0,0,0,0,0,0,0,0,2,0.0,nodo,PORDENONE,-2.0,-2.0,-2.0,-2.0
2026-04,REG,S02703,3,762,0,838.0,1,857.0,765,297,35,3,74,19,74,0,0,15,394,1695.0,nodo,SACILE,-0.5,8.5,1.1019205452401195,4.349999999999994
2026-04,REG,S02706,1,494,0,414.0,0,235.0,496,307,4,1,23,2,23,0,1,0,166,649.0,nodo,CONEGLIANO,0.5,4.0,0.408531746031746,3.0
2026-04,REG,S02712,1,2929,0,4028.0,0,-1385.0,2932,1144,35,1,98,22,98,0,2,5,1690,2643.0,nodo,TREVISO CENTRALE,-1.0,3.699999999999932,-0.4717738576999656,2.5
2026-04,REG,S02733,2,0,0,0.0,0,27.0,2,1,1,2,1,1,1,0,0,0,0,27.0,nodo,VITTORIO VENETO,13.5,13.5,13.5,13.5
2026-04,REG,S02830,0,576,0,194.0,0,945.0,582,426,11,0,36,7,36,0,6,3,120,1139.0,nodo,CASARSA,1.5,5.0,1.6237113402061856,4.0
2026-04,REG,S03015,2,221,0,387.0,1,112.0,224,71,11,2,25,7,25,0,1,4,128,499.0,nodo,TARVISIO BOSCOVERDE,-1.5,10.24999999999998,0.4998006856413936,4.899999999999999
2026-04,REG,S03016,5,322,0,440.0,0,321.0,328,123,15,4,32,12,32,1,1,6,173,761.0,nodo,CARNIA,-0.5,7.849999999999995,0.9755689424364122,4.25
2026-04,REG,S03019,4,48,0,0.0,0,190.0,52,40,2,4,12,1,12,0,0,1,0,190.0,nodo,GEMONA DEL FRIULI,2.5,8.749999999999998,3.690370370370371,7.200000000000003
2026-04,REG,S03026,9,1811,0,2577.0,1,601.0,1826,698,46,9,186,29,186,0,6,13,942,3178.0,nodo,UDINE,-0.5,6.5,0.3298377057190156,4.5
2026-04,REG,S03084,3,399,0,385.0,1,798.0,402,148,28,3,48,18,48,0,0,15,206,1183.0,nodo,MANIAGO,-1.0,12.474999999999994,1.9846534653465342,5.450000000000003
2026-04,REG,S03085,2,0,0,0.0,0,6.0,2,1,0,2,1,0,1,0,0,0,0,6.0,nodo,MONTEREALE VALCELLINA,3.0,3.0,3.0,3.0
2026-04,REG,S03087,2,0,0,1.0,0,29.0,2,0,1,2,1,1,1,0,0,1,1,30.0,nodo,AVIANO,14.5,14.5,14.5,14.5
2026-04,REG,S03088,1,0,0,0.0,0,1.0,1,1,0,1,0,0,0,0,0,0,0,1.0,nodo,BUDOIA POLCENIGO,1.0,1.0,1.0,1.0
2026-04,REG,S03122,3,0,0,6.0,0,-3.0,3,1,0,3,0,0,0,0,0,0,2,3.0,nodo,PALMANOVA,-3.0,2.3999999999999995,-1.0,1.8000000000000007
2026-04,REG,S03200,15,2558,0,1758.0,1,2719.0,2586,1510,53,15,204,30,204,0,13,10,872,4477.0,nodo,PORTOGRUARO CAORLE,1.0,6.0,1.0511501585404588,4.0
2026-04,REG,S03202,1,2,0,3.0,0,10.0,3,0,1,1,1,0,1,0,0,0,2,13.0,nodo,LATISANA LIGNANO-BIBIONE,2.25,5.625,2.25,5.25
2026-04,REG,S03205,3,0,0,5.0,0,48.0,3,0,1,3,2,1,2,0,0,1,1,53.0,nodo,S.GIORGIO DI NOGARO,14.0,25.25,14.0,24.0
2026-04,REG,S03207,6,0,0,2.0,0,128.0,6,1,3,6,4,3,4,0,0,3,1,130.0,nodo,CERVIGNANO-AQUILEIA-GRADO,20.25,37.125,19.5,36.25
2026-04,REG,S03304,1,0,0,0.0,0,34.0,1,0,1,1,1,1,1,0,0,1,0,34.0,nodo,GORIZIA CENTRALE,34.0,34.0,34.0,34.0
2026-04,REG,S03309,2,0,0,2.0,0,7.0,2,0,0,2,1,0,1,0,0,0,1,9.0,nodo,RONCHI DEI LEGIONARI NORD,3.5,3.5,3.5,3.5
2026-04,REG,S03310,8,44,0,20.0,1,303.0,52,26,8,8,13,3,13,0,0,3,13,323.0,nodo,MONFALCONE,2.0,19.19999999999999,5.691111111111111,8.500000000000002
2026-04,REG,S03317,34,2884,0,3885.0,4,2634.0,2927,1088,140,32,354,92,354,2,9,34,1485,6519.0,nodo,TRIESTE CENTRALE,-0.5,9.0,0.9023025599878944,5.0
2026-04,REG,S03466,0,112,0,84.0,0,204.0,112,58,5,0,14,5,14,0,0,2,40,288.0,nodo,VILLA OPICINA,0.25,14.0,1.8214285714285718,6.0
2026-04,REG,S04109,1,0,0,0.0,0,1.0,1,1,0,1,0,0,0,0,0,0,0,1.0,nodo,GENOVA BORZOLI,1.0,1.0,1.0,1.0
2026-04,REG,S04203,10,475,0,365.0,2,1576.0,486,224,51,10,118,34,118,0,1,7,144,1941.0,nodo,NOVI LIGURE,1.5,17.0,3.176812089131734,10.0
2026-04,REG,S04207,0,930,0,2569.0,0,-1735.0,930,199,15,0,60,11,60,0,0,1,671,834.0,nodo,ARQUATA SCRIVIA,-3.0,4.849999999999994,-1.8613756295641963,3.0
2026-04,REG,S04215,2,371,0,550.0,0,168.0,373,144,8,2,60,0,60,0,0,0,169,718.0,nodo,BUSALLA,0.0,7.0,0.4551779656143981,5.5
2026-04,REG,S04217,3,0,0,1.0,0,10.0,3,0,0,3,2,0,2,0,0,0,1,11.0,nodo,GENOVA PONTEDECIMO,2.25,2.475,2.25,2.45
2026-04,REG,S04219,2,0,0,3.0,0,-1.0,2,1,0,2,0,0,0,0,0,0,1,2.0,nodo,GENOVA RIVAROLO,-0.5,-0.5,-0.5,-0.5
2026-04,REG,S04220,3,247,0,326.0,0,277.0,250,106,6,3,53,0,53,0,0,0,91,603.0,nodo,GENOVA SAMPIERDARENA,1.0,7.799999999999997,1.5336538461538465,6.0
2026-04,REG,S04501,2,1458,0,1292.0,3,3578.0,1460,606,124,2,280,82,280,0,0,30,574,4870.0,nodo,VENTIMIGLIA,1.0,14.649999999999975,2.432809624911536,8.300000000000011
2026-04,REG,S04506,0,17,0,38.0,0,72.0,17,2,3,0,6,2,6,0,0,1,9,110.0,nodo,TAGGIA ARMA,2.0,26.75,6.303030303030304,15.5
2026-04,REG,S04515,1,23,0,5.0,0,97.0,24,16,1,1,3,1,3,0,0,1,5,102.0,nodo,ALASSIO,2.0,7.549999999999994,4.041666666666667,4.699999999999999
2026-04,REG,S04516,1,126,0,152.0,1,455.0,127,37,22,0,40,11,40,1,0,3,50,607.0,nodo,ALBENGA,1.5,20.62499999999999,3.578125,12.700000000000005
2026-04,REG,S04520,0,6,0,9.0,0,-6.0,6,3,0,0,0,0,0,0,0,0,3,3.0,nodo,PIETRA LIGURE,-0.5,1.2999999999999998,-1.0,1.1
2026-04,REG,S04522,0,2,0,0.0,0,6.0,2,1,0,0,1,0,1,0,0,0,0,6.0,nodo,FINALE LIGURE MARINA,3.0,3.0,3.0,3.0
2026-04,REG,S04523,0,88,0,76.0,0,220.0,88,35,9,0,18,4,18,0,0,2,35,296.0,nodo,IMPERIA,0.0,10.5,2.5007751937984497,7.300000000000001
2026-04,REG,S04531,0,24,0,11.0,0,53.0,24,15,2,0,4,1,4,0,0,0,5,64.0,nodo,VARAZZE,1.0,9.124999999999998,2.208333333333333,7.600000000000001
2026-04,REG,S04532,0,42,0,36.0,0,-2.0,42,20,0,0,1,0,1,0,0,0,21,34.0,nodo,COGOLETO,0.0,3.0,-0.0476190476190475,2.0
2026-04,REG,S04534,10,625,0,839.0,0,526.0,635,222,28,10,111,11,111,0,0,1,302,1365.0,nodo,GENOVA VOLTRI,0.0,8.5,0.8390871361054847,6.0
