mese,tipo_giorno,fascia_oraria,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot,nome_partenza,nome_arrivo
2024-06,weekend,mattina,,N_ACF3D2764DA3,N_26FAC2401D1E,2,2,0,0,0,0,1,1,0,1,0,0,0,0,7.0,0.0,7.0,3.5,3.5,4.7,4.85,0,MILANO CENTRALE,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,,N_ACF3D2764DA3,N_29D6951DFB5A,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,MILANO CENTRALE,TRIESTE CENTRALE
2024-06,weekend,mattina,,N_ACF3D2764DA3,N_2B5A38574141,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0,MILANO CENTRALE,BARI CENTRALE
2024-06,weekend,mattina,,N_ACF3D2764DA3,N_BF0DC42C9523,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0,MILANO CENTRALE,LECCE
2024-06,weekend,mattina,,N_ACF3D2764DA3,N_C03F51FB3BED,1,1,0,0,0,0,0,1,0,1,1,1,0,0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,0,MILANO CENTRALE,SALERNO
2024-06,weekend,mattina,,N_ACF3D2764DA3,N_F047351D32A4,2,2,0,0,0,0,1,1,0,1,1,0,0,0,10.0,0.0,10.0,5.0,5.0,9.0,9.5,0,MILANO CENTRALE,NAPOLI CENTRALE
2024-06,weekend,mattina,,N_ACF3D2764DA3,N_FEBDC4EA7CA2,2,2,0,0,0,0,1,1,0,1,1,0,0,0,11.0,0.0,11.0,5.5,5.5,9.9,10.45,0,MILANO CENTRALE,TORINO P.NUOVA
2024-06,weekend,mattina,,N_BF0DC42C9523,N_26FAC2401D1E,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0,LECCE,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,,N_BF0DC42C9523,N_ACF3D2764DA3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14.0,0.0,14.0,14.0,14.0,14.0,14.0,0,LECCE,MILANO CENTRALE
2024-06,weekend,mattina,,N_BF0DC42C9523,N_E903EB64CBF3,2,2,0,0,0,0,1,1,0,1,1,0,0,0,13.0,0.0,13.0,6.5,6.5,11.7,12.35,0,LECCE,ROMA TERMINI
2024-06,weekend,mattina,,N_C03F51FB3BED,N_26FAC2401D1E,2,2,0,0,0,0,1,1,0,1,1,0,0,0,12.0,0.0,12.0,6.0,6.0,10.0,10.5,0,SALERNO,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,,N_C03F51FB3BED,N_ACF3D2764DA3,1,1,0,0,0,0,0,1,0,1,1,1,0,0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,0,SALERNO,MILANO CENTRALE
2024-06,weekend,mattina,,N_C22D4B09E695,N_E903EB64CBF3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0,MANTOVA,ROMA TERMINI
2024-06,weekend,mattina,,N_C35DAF060D8A,N_26FAC2401D1E,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11.0,0.0,11.0,11.0,11.0,11.0,11.0,0,GENOVA BRIGNOLE,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,,N_DD6564CDFB93,N_ACF3D2764DA3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,ANCONA,MILANO CENTRALE
2024-06,weekend,mattina,,N_DEBAB2A3D4C0,N_26FAC2401D1E,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0,REGGIO CALABRIA CENTRALE,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,,N_DEBAB2A3D4C0,N_FEBDC4EA7CA2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,0,REGGIO CALABRIA CENTRALE,TORINO P.NUOVA
2024-06,weekend,mattina,,N_E903EB64CBF3,N_26FAC2401D1E,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,ROMA TERMINI,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,,N_E903EB64CBF3,N_66EFE7185ACC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,ROMA TERMINI,GENOVA P.PRINCIPE
2024-06,weekend,mattina,,N_E903EB64CBF3,N_ACF3D2764DA3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0.0,22.0,-22.0,-7.333333333333333,-7.0,-3.8,-3.4000000000000004,0,ROMA TERMINI,MILANO CENTRALE
2024-06,weekend,mattina,,N_E903EB64CBF3,N_BF0DC42C9523,1,1,0,0,0,0,0,1,0,1,1,1,1,0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,0,ROMA TERMINI,LECCE
2024-06,weekend,mattina,,N_E903EB64CBF3,N_DEBAB2A3D4C0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,16.0,-16.0,-8.0,-8.0,-6.4,-6.2,0,ROMA TERMINI,REGGIO CALABRIA CENTRALE
2024-06,weekend,mattina,,N_E903EB64CBF3,N_EE539AC676E9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,ROMA TERMINI,BOLZANO
2024-06,weekend,mattina,,N_E903EB64CBF3,N_F047351D32A4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0,ROMA TERMINI,NAPOLI CENTRALE
2024-06,weekend,mattina,,N_E903EB64CBF3,N_FEBDC4EA7CA2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,7.0,0.0,7.0,3.5,3.5,3.9,3.95,0,ROMA TERMINI,TORINO P.NUOVA
2024-06,weekend,mattina,,N_EE539AC676E9,N_ACF3D2764DA3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0,BOLZANO,MILANO CENTRALE
2024-06,weekend,mattina,,N_EE539AC676E9,N_E903EB64CBF3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0,BOLZANO,ROMA TERMINI
2024-06,weekend,mattina,,N_F047351D32A4,N_26FAC2401D1E,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0,NAPOLI CENTRALE,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,,N_F047351D32A4,N_ACF3D2764DA3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0.0,6.0,-6.0,-3.0,-3.0,-0.5999999999999999,-0.30000000000000027,0,NAPOLI CENTRALE,MILANO CENTRALE
2024-06,weekend,mattina,,N_F047351D32A4,N_EE539AC676E9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0,NAPOLI CENTRALE,BOLZANO
2024-06,weekend,mattina,,N_F047351D32A4,N_FEBDC4EA7CA2,1,1,0,0,0,0,0,1,0,1,1,1,0,0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0,NAPOLI CENTRALE,TORINO P.NUOVA
2024-06,weekend,mattina,,N_F6BAB1C5673F,N_F047351D32A4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0,BRESCIA,NAPOLI CENTRALE
2024-06,weekend,mattina,,N_FEBDC4EA7CA2,N_26FAC2401D1E,1,1,0,0,0,0,0,1,0,1,1,1,0,0,18.0,0.0,18.0,18.0,18.0,18.0,18.0,0,TORINO P.NUOVA,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,,N_FEBDC4EA7CA2,N_C03F51FB3BED,1,1,0,0,0,0,0,1,0,1,1,1,0,0,16.0,0.0,16.0,16.0,16.0,16.0,16.0,0,TORINO P.NUOVA,SALERNO
2024-06,weekend,mattina,,N_FEBDC4EA7CA2,N_DEBAB2A3D4C0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0,TORINO P.NUOVA,REGGIO CALABRIA CENTRALE
2024-06,weekend,mattina,,N_FEBDC4EA7CA2,N_F047351D32A4,3,3,0,0,0,0,0,1,2,1,0,0,0,0,5.0,9.0,-4.0,-1.3333333333333333,-2.0,3.6000000000000005,4.299999999999999,0,TORINO P.NUOVA,NAPOLI CENTRALE
2024-06,weekend,mattina,EC,N_25B9CF10B7D2,N_CBBFAA6775E8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,BOLOGNA C.LE,BRENNERO
2024-06,weekend,mattina,EC,N_ACF3D2764DA3,N_DF72E0451C21,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,10.0,-10.0,-5.0,-5.0,-2.5999999999999996,-2.3000000000000003,0,MILANO CENTRALE,DOMODOSSOLA
2024-06,weekend,mattina,EC,N_EE539AC676E9,N_CBBFAA6775E8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0,BOLZANO,BRENNERO
2024-06,weekend,mattina,IC,N_03F21F592247,N_ACF3D2764DA3,2,2,0,0,0,0,1,1,0,1,0,0,0,0,9.0,0.0,9.0,4.5,4.5,7.3,7.6499999999999995,0,LIVORNO CENTRALE,MILANO CENTRALE
2024-06,weekend,mattina,IC,N_25B9CF10B7D2,N_BF0DC42C9523,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,BOLOGNA C.LE,LECCE
2024-06,weekend,mattina,IC,N_29D6951DFB5A,N_E903EB64CBF3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0,TRIESTE CENTRALE,ROMA TERMINI
2024-06,weekend,mattina,IC,N_2B5A38574141,N_F047351D32A4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0,BARI CENTRALE,NAPOLI CENTRALE
2024-06,weekend,mattina,IC,N_3A82FA9A0D0C,N_E903EB64CBF3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,VENTIMIGLIA,ROMA TERMINI
2024-06,weekend,mattina,IC,N_64548ED4BF34,N_F6D345743682,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0,SIRACUSA,MESSINA CENTRALE
2024-06,weekend,mattina,IC,N_72DA38E192FF,N_ACF3D2764DA3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,PESCARA,MILANO CENTRALE
2024-06,weekend,mattina,IC,N_ACF3D2764DA3,N_03F21F592247,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14.0,0.0,14.0,14.0,14.0,14.0,14.0,0,MILANO CENTRALE,LIVORNO CENTRALE
2024-06,weekend,mattina,IC,N_ACF3D2764DA3,N_3A82FA9A0D0C,1,1,0,0,0,0,0,1,0,1,1,1,1,0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,0,MILANO CENTRALE,VENTIMIGLIA
2024-06,weekend,mattina,IC,N_ACF3D2764DA3,N_BF0DC42C9523,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,MILANO CENTRALE,LECCE
2024-06,weekend,mattina,IC,N_ACF3D2764DA3,N_DD8D6A1F4D25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0,MILANO CENTRALE,GROSSETO
2024-06,weekend,mattina,IC,N_ACF3D2764DA3,N_DEBAB2A3D4C0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,MILANO CENTRALE,REGGIO CALABRIA CENTRALE
2024-06,weekend,mattina,IC,N_ACF3D2764DA3,N_F047351D32A4,1,1,0,0,0,0,0,1,0,1,1,1,0,0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,0,MILANO CENTRALE,NAPOLI CENTRALE
2024-06,weekend,mattina,IC,N_BF0DC42C9523,N_25B9CF10B7D2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3.0,8.0,-5.0,-2.5,-2.5,1.9000000000000004,2.4499999999999993,0,LECCE,BOLOGNA C.LE
2024-06,weekend,mattina,IC,N_C03F51FB3BED,N_ACF3D2764DA3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,0,SALERNO,MILANO CENTRALE
2024-06,weekend,mattina,IC,N_C03F51FB3BED,N_FEBDC4EA7CA2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0,SALERNO,TORINO P.NUOVA
2024-06,weekend,mattina,IC,N_C35DAF060D8A,N_AB0F0E99A555,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,GENOVA BRIGNOLE,BARDONECCHIA
2024-06,weekend,mattina,IC,N_DEBAB2A3D4C0,N_6DCA844AE5BC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0,REGGIO CALABRIA CENTRALE,TARANTO
2024-06,weekend,mattina,IC,N_DEBAB2A3D4C0,N_E903EB64CBF3,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,5.0,-5.0,-2.5,-2.5,-2.1,-2.05,0,REGGIO CALABRIA CENTRALE,ROMA TERMINI
2024-06,weekend,mattina,IC,N_E3B8163AC6FC,N_E903EB64CBF3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0,PALERMO CENTRALE,ROMA TERMINI
2024-06,weekend,mattina,IC,N_E903EB64CBF3,N_2B5A38574141,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0,ROMA TERMINI,BARI CENTRALE
2024-06,weekend,mattina,IC,N_E903EB64CBF3,N_6DCA844AE5BC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,ROMA TERMINI,TARANTO
2024-06,weekend,mattina,IC,N_E903EB64CBF3,N_DD6564CDFB93,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,ROMA TERMINI,ANCONA
2024-06,weekend,mattina,IC,N_F0893AF956E9,N_E903EB64CBF3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,0,PERUGIA,ROMA TERMINI
2024-06,weekend,mattina,IC,N_FEBDC4EA7CA2,N_66EFE7185ACC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0,TORINO P.NUOVA,GENOVA P.PRINCIPE
2024-06,weekend,mattina,ICN,N_F6D345743682,N_E3B8163AC6FC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,27.0,-27.0,-27.0,-27.0,-27.0,-27.0,0,MESSINA CENTRALE,PALERMO CENTRALE
2024-06,weekend,mattina,MET,N_2231A438465D,N_0DCAED7E3CB2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,3.0,-3.0,-1.5,-1.5,-1.1,-1.05,0,NAPOLI CAMPI FLEGREI,TORRE ANNUNZIATA CENTRALE
2024-06,weekend,mattina,MET,N_2231A438465D,N_42A528D8B57B,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,NAPOLI CAMPI FLEGREI,CASERTA
2024-06,weekend,mattina,MET,N_2231A438465D,N_4867F34F8972,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1.0,5.0,-4.0,-2.0,-2.0,0.40000000000000013,0.6999999999999997,0,NAPOLI CAMPI FLEGREI,NAPOLI S.GIOV.BARRA
2024-06,weekend,mattina,MET,N_2231A438465D,N_5A1ED9B2CC3E,3,3,0,0,0,0,1,0,2,0,0,0,0,0,2.0,3.0,-1.0,-0.3333333333333333,-1.0,1.4000000000000001,1.6999999999999997,0,NAPOLI CAMPI FLEGREI,NOCERA INFERIORE
2024-06,weekend,mattina,MET,N_2231A438465D,N_C03F51FB3BED,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0.0,14.0,-14.0,-4.666666666666667,-4.0,-1.5999999999999999,-1.3000000000000003,0,NAPOLI CAMPI FLEGREI,SALERNO
2024-06,weekend,mattina,MET,N_2231A438465D,N_D77D870762C5,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,2.0,-2.0,-1.0,-1.0,-1.0,-1.0,0,NAPOLI CAMPI FLEGREI,POZZUOLI SOLFATARA
2024-06,weekend,mattina,MET,N_42A528D8B57B,N_2231A438465D,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0.0,6.0,-6.0,-2.0,-1.0,-0.19999999999999996,-0.10000000000000009,0,CASERTA,NAPOLI CAMPI FLEGREI
2024-06,weekend,mattina,MET,N_4867F34F8972,N_D77D870762C5,10,10,0,0,0,0,5,0,5,0,0,0,0,0,7.0,8.0,-1.0,-0.1,-0.5,2.1999999999999993,3.099999999999998,0,NAPOLI S.GIOV.BARRA,POZZUOLI SOLFATARA
2024-06,weekend,mattina,MET,N_C03F51FB3BED,N_2231A438465D,4,4,0,0,0,0,1,1,2,1,0,0,0,0,7.0,4.0,3.0,0.75,0.5,4.1000000000000005,4.549999999999999,0,SALERNO,NAPOLI CAMPI FLEGREI
2024-06,weekend,mattina,MET,N_D77D870762C5,N_2231A438465D,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,POZZUOLI SOLFATARA,NAPOLI CAMPI FLEGREI
2024-06,weekend,mattina,MET,N_D77D870762C5,N_4867F34F8972,8,8,0,0,0,0,2,0,6,0,0,0,0,0,3.0,13.0,-10.0,-1.25,-1.5,1.2999999999999998,1.6499999999999995,0,POZZUOLI SOLFATARA,NAPOLI S.GIOV.BARRA
2024-06,weekend,mattina,REG,N_0042D1DF87B8,N_C22D4B09E695,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,2.0,-2.0,-1.0,-1.0,-1.0,-1.0,0,MONSELICE,MANTOVA
2024-06,weekend,mattina,REG,N_0161CF483CE4,N_02AF18E37314,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,ALESSANDRIA,CHIVASSO
2024-06,weekend,mattina,REG,N_0161CF483CE4,N_33BA0658D0C8,4,4,0,0,0,0,1,3,0,3,0,0,0,0,23.0,0.0,23.0,5.75,6.5,7.7,7.85,0,ALESSANDRIA,PAVIA
2024-06,weekend,mattina,REG,N_0161CF483CE4,N_742441A837EF,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,ALESSANDRIA,MI.P.GENOVA
2024-06,weekend,mattina,REG,N_0161CF483CE4,N_838D98750A26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,ALESSANDRIA,VOGHERA
2024-06,weekend,mattina,REG,N_0161CF483CE4,N_AF3C86275983,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,ALESSANDRIA,SAVONA
2024-06,weekend,mattina,REG,N_0161CF483CE4,N_FD6869CBE7DB,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,ALESSANDRIA,ACQUI TERME
2024-06,weekend,mattina,REG,N_02AF18E37314,N_0161CF483CE4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,15.0,-15.0,-7.5,-7.5,-6.3,-6.15,0,CHIVASSO,ALESSANDRIA
2024-06,weekend,mattina,REG,N_02AF18E37314,N_550ECA432EC6,5,5,0,0,0,0,1,2,2,2,0,0,0,0,16.0,3.0,13.0,2.6,4.0,6.2,6.6,0,CHIVASSO,PINEROLO
2024-06,weekend,mattina,REG,N_03F21F592247,N_51EFB2AB0389,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,LIVORNO CENTRALE,LA SPEZIA CENTRALE
2024-06,weekend,mattina,REG,N_03F21F592247,N_6DAD4A05816E,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,1.6,1.7999999999999998,0,LIVORNO CENTRALE,FIRENZE S.M.N.
2024-06,weekend,mattina,REG,N_03F21F592247,N_EDFB5356134D,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,LIVORNO CENTRALE,LUCCA
2024-06,weekend,mattina,REG,N_049B6C1A1016,N_4B107DF6CED6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ROMA OSTIENSE,VIGNA CLARA
2024-06,weekend,mattina,REG,N_049B6C1A1016,N_4BE2E4A5131E,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0,ROMA OSTIENSE,CESANO DI ROMA
2024-06,weekend,mattina,REG,N_049B6C1A1016,N_60AC40AB6E0D,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,ROMA OSTIENSE,BRACCIANO
2024-06,weekend,mattina,REG,N_049B6C1A1016,N_946E795E4B2E,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,ROMA OSTIENSE,LA STORTA
