giorno,ora,categoria,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot
2024-06-08,07:00,REG,449,449,0,0,0,0,209,54,183,54,17,10,3,2,968.0,483.0,485.0,1.0874439461883407,0.5,5.0,7.75,0
2024-06-08,08:00,,13,13,0,0,0,0,3,6,4,6,4,3,1,0,116.0,18.0,98.0,7.538461538461538,4.0,19.6,30.79999999999996,0
2024-06-08,08:00,EC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0
2024-06-08,08:00,IC,5,5,0,0,0,0,1,2,2,2,1,0,0,0,24.0,4.0,20.0,4.0,3.0,11.0,12.0,0
2024-06-08,08:00,ICN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,27.0,-27.0,-27.0,-27.0,-27.0,-27.0,0
2024-06-08,08:00,MET,11,11,0,0,0,0,2,0,9,0,0,0,0,0,4.0,16.0,-12.0,-1.0909090909090908,-1.0,2.0,2.0,0
2024-06-08,08:00,REG,348,348,0,0,0,0,161,49,138,49,16,8,3,0,782.0,350.0,432.0,1.2413793103448276,0.5,5.0,8.649999999999977,0
2024-06-08,09:00,,3,3,0,0,0,0,1,2,0,2,2,2,2,0,72.0,0.0,72.0,24.0,30.0,38.8,39.9,0
2024-06-08,09:00,IC,4,4,0,0,0,0,1,3,0,3,1,1,1,0,58.0,0.0,58.0,14.5,8.0,30.000000000000007,34.499999999999986,0
2024-06-08,09:00,MET,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0
2024-06-08,09:00,REG,70,70,0,0,0,0,30,11,29,11,4,2,2,0,211.0,88.0,123.0,1.7571428571428571,1.0,7.100000000000001,9.549999999999997,0
2024-06-08,10:00,,6,6,0,0,0,0,1,4,1,4,2,2,0,0,56.0,6.0,50.0,8.333333333333334,7.0,20.0,21.5,0
2024-06-08,10:00,IC,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0.0,14.0,-14.0,-3.5,-3.0,-1.2999999999999998,-1.1500000000000004,0
2024-06-08,11:00,,5,5,0,0,0,0,1,3,1,3,2,1,0,0,38.0,1.0,37.0,7.4,7.0,15.200000000000001,16.599999999999998,0
2024-06-08,11:00,REG,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,1.6,1.7999999999999998,0
2024-06-08,12:00,,6,6,0,0,0,0,3,2,1,2,1,1,0,0,30.0,1.0,29.0,4.833333333333333,1.5,13.5,16.75,0
2024-06-08,12:00,EC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0
2024-06-08,12:00,EXP,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0
2024-06-08,12:00,IC,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,5.0,-1.0,-0.5,-0.5,3.1,3.55,0
2024-06-08,12:00,ICN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
2024-06-08,12:00,REG,9,9,0,0,0,0,3,2,4,2,2,1,0,0,35.0,12.0,23.0,2.5555555555555554,0.0,13.200000000000001,15.599999999999998,0
2024-06-08,13:00,,11,11,0,0,0,0,3,4,4,4,2,1,0,0,55.0,15.0,40.0,3.6363636363636362,3.0,11.0,15.0,0
2024-06-08,13:00,EC,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,0
2024-06-08,13:00,IC,3,3,0,0,0,0,0,2,1,2,1,1,0,0,27.0,4.0,23.0,7.666666666666667,9.0,16.2,17.099999999999998,0
2024-06-08,13:00,ICN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0
2024-06-08,13:00,REG,18,18,0,0,0,0,5,4,9,4,2,1,1,1,125.0,34.0,91.0,5.055555555555555,-0.5,7.5000000000000036,24.349999999999874,0
2024-06-08,14:00,,8,8,0,0,0,0,1,3,4,3,3,1,0,0,40.0,13.0,27.0,3.375,1.0,12.5,14.249999999999996,0
2024-06-08,14:00,EC,1,1,0,0,0,0,0,1,0,1,1,1,1,0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,0
2024-06-08,14:00,IC,2,2,0,0,0,0,0,2,0,2,0,0,0,0,11.0,0.0,11.0,5.5,5.5,5.9,5.95,0
2024-06-08,14:00,MET,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
2024-06-08,14:00,REG,74,74,0,0,0,0,28,11,35,11,5,4,2,0,209.0,113.0,96.0,1.2972972972972974,0.0,6.0,13.699999999999989,0
2024-06-08,15:00,,11,11,0,0,0,0,6,2,3,2,2,2,2,0,100.0,16.0,84.0,7.636363636363637,3.0,35.0,44.0,0
2024-06-08,15:00,EC,3,3,0,0,0,0,1,2,0,2,2,2,0,0,42.0,0.0,42.0,14.0,20.0,20.0,20.0,0
2024-06-08,15:00,IC,6,6,0,0,0,0,0,4,2,4,1,1,0,0,39.0,6.0,33.0,5.5,5.5,14.0,17.5,0
2024-06-08,15:00,MET,5,5,0,0,0,0,3,0,2,0,0,0,0,0,5.0,4.0,1.0,0.2,1.0,2.2,2.5999999999999996,0
2024-06-08,15:00,REG,212,212,0,0,0,0,86,49,77,49,25,17,4,1,810.0,250.0,560.0,2.641509433962264,1.0,11.900000000000006,18.0,0
2024-06-08,16:00,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,0
2024-06-08,16:00,EC,3,3,0,0,0,0,0,3,0,3,2,1,0,0,41.0,0.0,41.0,13.666666666666666,10.0,20.4,21.7,0
2024-06-08,16:00,IC,4,4,0,0,0,0,1,3,0,3,1,0,0,0,24.0,0.0,24.0,6.0,6.5,9.8,10.399999999999999,0
2024-06-08,16:00,MET,11,11,0,0,0,0,5,0,6,0,0,0,0,0,4.0,14.0,-10.0,-0.9090909090909091,-1.0,1.0,2.0,0
2024-06-08,16:00,REG,391,391,0,0,0,0,172,79,138,79,35,14,7,2,1332.0,346.0,986.0,2.5347043701799485,1.0,9.0,13.0,0
2024-06-08,17:00,,11,11,0,0,0,0,3,5,3,5,3,2,0,0,84.0,11.0,73.0,6.636363636363637,4.0,26.0,27.0,0
2024-06-08,17:00,EC,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,3.0,-3.0,-1.5,-1.5,-1.1,-1.05,0
2024-06-08,17:00,IC,4,4,0,0,0,0,1,2,1,2,2,2,1,1,104.0,5.0,99.0,24.75,12.5,61.900000000000006,70.44999999999997,0
2024-06-08,17:00,MET,15,15,0,0,0,0,4,3,8,3,3,0,0,0,41.0,18.0,23.0,1.5333333333333334,-1.0,11.6,12.599999999999998,0
2024-06-08,17:00,REG,440,440,0,0,0,0,188,75,171,75,32,16,3,2,1211.0,467.0,744.0,1.7142857142857142,1.0,8.0,11.349999999999966,0
2024-06-08,18:00,,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11.0,0.0,11.0,11.0,11.0,11.0,11.0,0
2024-06-08,18:00,EC,2,2,0,0,0,0,1,1,0,1,1,1,0,0,25.0,0.0,25.0,12.5,12.5,20.1,21.05,0
2024-06-08,18:00,IC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0
2024-06-08,18:00,ICN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0
2024-06-08,18:00,MET,15,15,0,0,0,0,9,5,1,5,1,0,0,0,54.0,1.0,53.0,3.533333333333333,3.0,6.6,8.199999999999996,0
2024-06-08,18:00,REG,400,400,0,0,0,0,171,74,152,74,37,20,4,0,1180.0,418.0,762.0,1.9193954659949621,1.0,9.0,14.199999999999989,0
2024-06-08,19:00,,2,2,0,0,0,0,0,1,1,1,1,1,1,1,72.0,3.0,69.0,34.5,34.5,64.5,68.25,0
2024-06-08,19:00,EC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0
2024-06-08,19:00,IC,2,2,0,0,0,0,0,1,1,1,1,1,1,0,54.0,20.0,34.0,17.0,17.0,46.6,50.3,0
2024-06-08,19:00,ICN,2,2,0,0,0,0,0,1,1,1,1,0,0,0,11.0,1.0,10.0,5.0,5.0,9.8,10.399999999999999,0
2024-06-08,19:00,MET,12,12,0,0,0,0,7,0,5,0,0,0,0,0,8.0,13.0,-5.0,-0.4166666666666667,0.5,1.9000000000000004,2.0,0
2024-06-08,19:00,REG,338,338,0,0,0,0,138,66,133,66,37,17,7,2,1180.0,368.0,812.0,2.4094955489614245,1.0,10.0,14.399999999999977,0
2024-06-08,20:00,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,0
2024-06-08,20:00,EC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
2024-06-08,20:00,IC,5,5,0,0,0,0,2,2,1,2,2,1,1,0,72.0,2.0,70.0,14.0,4.0,36.800000000000004,45.39999999999999,0
2024-06-08,20:00,ICN,2,2,0,0,0,0,1,1,0,1,1,1,1,1,149.0,0.0,149.0,74.5,74.5,133.3,140.65,0
2024-06-08,20:00,MET,6,6,0,0,0,0,2,0,4,0,0,0,0,0,2.0,7.0,-5.0,-0.8333333333333334,-1.5,1.0,1.5,0
2024-06-08,20:00,REG,178,178,0,0,0,0,70,27,81,27,15,10,3,0,503.0,206.0,297.0,1.6685393258426966,0.0,8.0,15.150000000000006,0
2024-06-08,21:00,EC,1,1,0,0,0,0,0,1,0,1,0,0,0,0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,0
2024-06-08,21:00,IC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0
2024-06-08,21:00,ICN,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0.0,26.0,-26.0,-5.2,-6.0,-1.4,-1.2000000000000002,0
2024-06-08,21:00,MET,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0
2024-06-08,21:00,NCL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
2024-06-08,21:00,REG,34,34,0,0,0,0,14,5,15,5,2,2,1,1,138.0,35.0,103.0,3.0294117647058822,1.0,6.699999999999999,10.14999999999998,0
2024-06-08,22:00,IC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0
2024-06-08,22:00,ICN,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0
2024-06-08,22:00,MET,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
2024-06-08,22:00,REG,37,37,0,0,0,0,15,8,14,8,3,2,0,0,107.0,36.0,71.0,1.9189189189189189,0.0,6.0,11.39999999999997,0
2024-06-08,23:00,IC,1,1,0,0,0,0,0,1,0,1,1,1,0,0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0
2024-06-08,23:00,MET,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
2024-06-08,23:00,REG,33,33,0,0,0,0,12,5,16,5,4,3,1,0,124.0,34.0,90.0,2.727272727272727,0.0,11.400000000000006,17.4,0
2024-06-09,00:00,IC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0
2024-06-09,00:00,REG,15,15,0,0,0,0,4,2,9,2,1,1,0,0,33.0,22.0,11.0,0.7333333333333333,-1.0,4.199999999999999,10.099999999999982,0
2024-06-09,01:00,REG,4,4,0,0,0,0,1,0,3,0,0,0,0,0,3.0,14.0,-11.0,-2.75,-4.0,0.9000000000000012,1.9499999999999975,0
2024-06-09,02:00,REG,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0
2024-06-09,03:00,REG,3,3,0,0,0,0,2,0,1,0,0,0,0,0,0.0,2.0,-2.0,-0.6666666666666666,0.0,0.0,0.0,0
2024-06-09,04:00,EN,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,0
2024-06-09,04:00,IC,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,3.2,3.5999999999999996,0
2024-06-09,04:00,NCL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,27.0,-27.0,-27.0,-27.0,-27.0,-27.0,0
2024-06-09,04:00,REG,18,18,0,0,0,0,7,1,10,1,0,0,0,0,16.0,27.0,-11.0,-0.6111111111111112,-1.0,3.0,3.4499999999999957,0
2024-06-09,05:00,,17,17,0,0,0,0,5,1,11,1,1,1,0,0,38.0,74.0,-36.0,-2.1176470588235294,-2.0,3.4000000000000004,8.799999999999983,0
2024-06-09,05:00,IC,8,8,0,0,0,0,4,0,4,0,0,0,0,0,3.0,11.0,-8.0,-1.0,-0.5,1.2999999999999998,1.6499999999999995,0
2024-06-09,05:00,ICN,1,1,0,0,0,0,0,1,0,1,1,1,1,1,90.0,0.0,90.0,90.0,90.0,90.0,90.0,0
2024-06-09,05:00,MET,4,4,0,0,0,0,4,0,0,0,0,0,0,0,3.0,0.0,3.0,0.75,1.0,1.0,1.0,0
2024-06-09,05:00,REG,161,161,0,0,0,0,67,14,79,14,7,4,1,0,249.0,269.0,-20.0,-0.125,0.0,4.0,7.049999999999983,0
2024-06-09,06:00,,31,31,0,0,0,0,10,11,10,11,3,1,0,0,111.0,28.0,83.0,2.6774193548387095,3.0,9.0,12.0,0
2024-06-09,06:00,IC,9,9,0,0,0,0,4,1,4,1,0,0,0,0,18.0,22.0,-4.0,-0.4444444444444444,2.0,3.8000000000000007,5.399999999999999,0
2024-06-09,06:00,MET,13,13,0,0,0,0,7,0,6,0,0,0,0,0,3.0,10.0,-7.0,-0.5384615384615384,0.0,1.0,1.0,0
2024-06-09,06:00,REG,289,289,0,0,0,0,110,35,141,35,15,10,2,1,590.0,383.0,207.0,0.7237762237762237,0.0,5.0,9.75,0
2024-06-09,07:00,,24,24,0,0,0,0,7,3,14,3,0,0,0,0,38.0,73.0,-35.0,-1.4583333333333333,-1.5,4.699999999999999,6.699999999999996,0
2024-06-09,07:00,EC,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1.0,2.0,-1.0,-0.5,-0.5,0.7000000000000001,0.8499999999999999,0
2024-06-09,07:00,IC,10,10,0,0,0,0,2,7,1,7,5,2,1,1,143.0,3.0,140.0,14.0,9.5,24.299999999999983,48.14999999999994,0
2024-06-09,07:00,MET,11,11,0,0,0,0,3,0,8,0,0,0,0,0,2.0,14.0,-12.0,-1.0909090909090908,-1.0,1.0,1.0,0
2024-06-09,07:00,REG,287,287,0,0,0,0,126,31,128,31,11,5,2,0,535.0,352.0,183.0,0.6421052631578947,0.0,5.0,8.0,0
2024-06-09,08:00,,15,15,0,0,0,0,6,6,3,6,2,2,1,1,113.0,16.0,97.0,6.466666666666667,4.0,11.799999999999997,29.699999999999946,0
2024-06-09,08:00,IC,10,10,0,0,0,0,1,6,3,6,2,1,0,0,55.0,5.0,50.0,5.0,5.5,10.799999999999997,14.399999999999991,0
2024-06-09,08:00,MET,12,12,0,0,0,0,1,1,10,1,0,0,0,0,7.0,24.0,-17.0,-1.4166666666666667,-1.5,0.8000000000000007,3.2499999999999964,0
2024-06-09,08:00,REG,302,302,0,0,0,0,137,29,136,29,13,7,3,1,611.0,352.0,259.0,0.8576158940397351,0.0,4.0,8.0,0
2024-06-09,09:00,,10,10,0,0,0,0,4,4,2,4,1,1,1,0,62.0,4.0,58.0,5.8,2.5,11.69999999999999,23.849999999999973,0
2024-06-09,09:00,IC,4,4,0,0,0,0,1,1,2,1,0,0,0,0,8.0,14.0,-6.0,-1.5,0.5,4.800000000000001,5.399999999999999,0
2024-06-09,09:00,MET,11,11,0,0,0,0,5,0,6,0,0,0,0,0,2.0,13.0,-11.0,-1.0,-1.0,1.0,1.0,0
2024-06-09,09:00,REG,279,279,0,0,0,0,126,38,115,38,11,6,0,0,531.0,281.0,250.0,0.8960573476702509,0.0,5.0,7.099999999999966,0
2024-06-09,10:00,,11,11,0,0,0,0,3,3,5,3,1,0,0,0,29.0,18.0,11.0,1.0,1.0,6.0,8.5,0
2024-06-09,10:00,EC,2,2,0,0,0,0,0,2,0,2,1,1,1,0,44.0,0.0,44.0,22.0,22.0,32.4,33.699999999999996,0
2024-06-09,10:00,IC,7,7,0,0,0,0,2,4,1,4,0,0,0,0,29.0,3.0,26.0,3.7142857142857144,5.0,7.4,7.699999999999999,0
2024-06-09,10:00,MET,11,11,0,0,0,0,5,0,6,0,0,0,0,0,8.0,9.0,-1.0,-0.09090909090909091,-1.0,2.0,2.0,0
2024-06-09,10:00,REG,247,247,0,0,0,0,103,32,112,32,10,7,1,0,472.0,305.0,167.0,0.6761133603238867,0.0,6.0,8.0,0
2024-06-09,11:00,,10,10,0,0,0,0,5,3,2,3,1,1,0,0,33.0,6.0,27.0,2.7,1.5,6.899999999999997,10.94999999999999,0
2024-06-09,11:00,EC,3,3,0,0,0,0,0,2,1,2,0,0,0,0,17.0,6.0,11.0,3.6666666666666665,8.0,8.8,8.9,0
2024-06-09,11:00,IC,3,3,0,0,0,0,1,1,1,1,0,0,0,0,5.0,5.0,0.0,0.0,0.0,4.0,4.5,0
2024-06-09,11:00,MET,12,12,0,0,0,0,6,0,6,0,0,0,0,0,6.0,23.0,-17.0,-1.4166666666666667,-0.5,1.9000000000000004,2.0,0
2024-06-09,11:00,REG,235,235,0,0,0,0,105,25,105,25,9,4,0,0,416.0,268.0,148.0,0.6297872340425532,0.0,5.0,8.0,0
2024-06-09,12:00,,13,13,0,0,0,0,2,4,7,4,3,2,2,0,114.0,28.0,86.0,6.615384615384615,-3.0,33.20000000000002,41.59999999999999,0
2024-06-09,12:00,EC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0
2024-06-09,12:00,IC,3,3,0,0,0,0,0,2,1,2,2,2,1,1,112.0,5.0,107.0,35.666666666666664,22.0,76.4,83.19999999999999,0
2024-06-09,12:00,ICN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0
2024-06-09,12:00,MET,11,11,0,0,0,0,3,0,8,0,0,0,0,0,8.0,24.0,-16.0,-1.4545454545454546,-2.0,3.0,3.0,0
2024-06-09,12:00,REG,262,262,0,0,0,0,106,34,122,34,11,6,2,0,521.0,303.0,218.0,0.8320610687022901,0.0,5.0,7.0,0
2024-06-09,13:00,,19,19,0,0,0,0,8,5,6,5,3,2,1,0,122.0,16.0,106.0,5.578947368421052,3.0,12.99999999999999,27.79999999999994,0
2024-06-09,13:00,EC,2,2,0,0,0,0,1,1,0,1,1,0,0,0,15.0,0.0,15.0,7.5,7.5,10.3,10.65,0
2024-06-09,13:00,IC,7,7,0,0,0,0,2,2,3,2,2,1,1,0,50.0,13.0,37.0,5.285714285714286,0.0,20.80000000000001,28.89999999999998,0
2024-06-09,13:00,ICN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0
2024-06-09,13:00,MET,12,12,0,0,0,0,3,1,8,1,0,0,0,0,12.0,14.0,-2.0,-0.16666666666666666,-1.0,3.0,3.8999999999999986,0
2024-06-09,13:00,REG,289,289,0,0,0,0,123,38,128,38,12,7,1,0,564.0,288.0,276.0,0.9550173010380623,0.0,6.199999999999989,8.0,0
2024-06-09,14:00,,15,15,0,0,0,0,6,4,5,4,2,2,2,1,145.0,22.0,123.0,8.2,2.0,33.999999999999986,56.499999999999986,0
2024-06-09,14:00,EC,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3.0,0.0,3.0,1.5,1.5,1.9,1.95,0
2024-06-09,14:00,IC,5,5,0,0,0,0,1,1,3,1,0,0,0,0,9.0,12.0,-3.0,-0.6,-1.0,5.0,5.999999999999999,0
2024-06-09,14:00,MET,12,12,0,0,0,0,6,0,6,0,0,0,0,0,5.0,10.0,-5.0,-0.4166666666666667,-0.5,1.0,1.8999999999999986,0
2024-06-09,14:00,REG,290,290,0,0,0,0,120,37,133,37,8,4,2,1,568.0,321.0,247.0,0.8517241379310345,0.0,5.0,7.0,0
2024-06-09,15:00,,17,17,0,0,0,0,6,7,4,7,3,2,0,0,92.0,8.0,84.0,4.9411764705882355,3.0,14.000000000000004,20.599999999999998,0
2024-06-09,15:00,EC,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1.0,4.0,-3.0,-1.5,-1.5,0.5000000000000001,0.7499999999999998,0
2024-06-09,15:00,IC,7,7,0,0,0,0,2,3,2,3,1,0,0,0,28.0,5.0,23.0,3.2857142857142856,2.0,9.200000000000003,11.599999999999994,0
2024-06-09,15:00,MET,12,12,0,0,0,0,1,2,9,2,0,0,0,0,15.0,25.0,-10.0,-0.8333333333333334,-2.0,4.600000000000001,6.799999999999997,0
2024-06-09,15:00,REG,279,279,0,0,0,0,133,40,106,40,12,8,1,0,630.0,261.0,369.0,1.3225806451612903,0.0,5.0,8.0,0
2024-06-09,16:00,,16,16,0,0,0,0,6,8,2,8,6,6,3,0,222.0,6.0,216.0,13.5,5.0,38.5,48.5,0
2024-06-09,16:00,EC,2,2,0,0,0,0,0,2,0,2,2,2,1,0,84.0,0.0,84.0,42.0,42.0,54.8,56.4,0
2024-06-09,16:00,EN,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0
2024-06-09,16:00,IC,7,7,0,0,0,0,0,6,1,6,5,2,1,0,102.0,4.0,98.0,14.0,10.0,29.8,30.4,0
2024-06-09,16:00,MET,12,12,0,0,0,0,6,0,6,0,0,0,0,0,9.0,11.0,-2.0,-0.16666666666666666,0.0,1.0,2.349999999999998,0
2024-06-09,16:00,REG,298,298,0,0,0,0,125,37,136,37,14,7,4,1,679.0,352.0,327.0,1.0973154362416107,0.0,5.0,9.0,0
2024-06-09,17:00,,23,23,0,0,0,0,5,12,6,12,7,7,2,0,210.0,27.0,183.0,7.956521739130435,5.0,20.200000000000003,36.299999999999976,0
2024-06-09,17:00,EC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0
2024-06-09,17:00,IC,4,4,0,0,0,0,1,2,1,2,1,1,0,0,32.0,2.0,30.0,7.5,3.5,19.6,22.299999999999994,0
2024-06-09,17:00,MET,11,11,0,0,0,0,2,0,9,0,0,0,0,0,4.0,17.0,-13.0,-1.1818181818181819,-2.0,2.0,2.0,0
2024-06-09,17:00,REG,331,331,0,0,0,0,143,50,138,50,24,16,8,1,1006.0,391.0,615.0,1.8580060422960725,0.0,6.0,13.5,0
2024-06-09,18:00,,12,12,0,0,0,0,2,5,5,5,3,0,0,0,50.0,21.0,29.0,2.4166666666666665,2.5,10.9,11.899999999999999,0
2024-06-09,18:00,EC,1,1,0,0,0,0,0,1,0,1,0,0,0,0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,0
