giorno,ora,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,cancellate_tot,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,ruolo,nome_stazione
2026-02-14,11:00,REG,S05799,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,CODIGORO
2026-02-14,11:00,REG,S05802,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,PORTOMAGGIORE
2026-02-14,11:00,REG,S05811,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,-3,-1.25,-1.25,-1.05,-1.025,nodo,RAVENNA
2026-02-14,11:00,REG,S05921,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,nodo,CIANO D\'ENZA
2026-02-14,11:00,REG,S05960,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,GUASTALLA
2026-02-14,11:00,REG,S06000,4,4,0,0,0,0,0,2,0,2,0,0,0,0,0,5,7,-2,-2.3333333333333335,-2.0,-1.6,-1.55,nodo,LA SPEZIA CENTRALE
2026-02-14,11:00,REG,S06013,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,AULLA LUNIGIANA
2026-02-14,11:00,REG,S06039,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1,0.5,0.5,0.5,0.5,nodo,GROSSETO
2026-02-14,11:00,REG,S06040,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,nodo,VIAREGGIO
2026-02-14,11:00,REG,S06163,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,PONTREMOLI
2026-02-14,11:00,REG,S06404,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,LUCCA
2026-02-14,11:00,REG,S06414,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.5,-1.5,nodo,PISTOIA
2026-02-14,11:00,REG,S06416,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,PRATO CENTRALE
2026-02-14,11:00,REG,S06421,18,17,0,1,0,0,0,5,2,11,2,1,1,1,1,75,23,52,2.1818181818181817,-1.0,3.1000000000000005,18.549999999999997,nodo,FIRENZE SANTA MARIA NOVELLA
2026-02-14,11:00,REG,S06500,4,4,0,0,0,0,0,1,1,2,1,0,0,0,0,11,3,8,2.0,1.0,6.500000000000001,7.249999999999998,nodo,PISA CENTRALE
2026-02-14,11:00,REG,S06510,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,EMPOLI
2026-02-14,11:00,REG,S06604,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,BORGO S.LORENZO
2026-02-14,11:00,REG,S06725,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,5,3,2,1.0,1.0,4.2,4.6,nodo,LIVORNO CENTRALE
2026-02-14,11:00,REG,S06809,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,2,9,-7,-1.75,-1.75,-0.3500000000000001,-0.17500000000000016,nodo,SIENA
2026-02-14,11:00,REG,S06874,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,nodo,BUONCONVENTO
2026-02-14,11:00,REG,S06900,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,nodo,FIRENZE CAMPO MARTE
2026-02-14,11:00,REG,S06904,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,PONTASSIEVE
2026-02-14,11:00,REG,S06908,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,48,0,48,48.0,48.0,48.0,48.0,nodo,FIGLINE VALDARNO
2026-02-14,11:00,REG,S06910,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,MONTEVARCHI TERRANUOVA
2026-02-14,11:00,REG,S06915,2,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.5,-1.5,nodo,AREZZO
2026-02-14,11:00,REG,S06922,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,-1,-0.5,-0.5,-0.5,-0.5,nodo,TERONTOLA CORTONA
2026-02-14,11:00,REG,S07004,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,107,0,107,107.0,107.0,107.0,107.0,nodo,PERUGIA
2026-02-14,11:00,REG,S07113,4,4,0,0,0,0,0,0,1,3,1,0,0,0,0,7,8,-1,-0.25,-0.25,1.9500000000000002,2.2249999999999996,nodo,ANCONA
2026-02-14,11:00,REG,S07217,4,4,0,0,0,0,0,1,1,2,1,1,1,0,0,21,5,16,4.0,4.0,8.0,8.5,nodo,FOLIGNO
2026-02-14,11:00,REG,S07226,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,nodo,TERNI
2026-02-14,11:00,REG,S07307,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,MACERATA
2026-02-14,11:00,REG,S07414,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,nodo,L\'AQUILA
2026-02-14,11:00,REG,S07506,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,CIVITANOVA MARCHE-MONTEGRANARO
2026-02-14,11:00,REG,S07513,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,32,0,32,32.0,32.0,32.0,32.0,nodo,S.BENEDETTO DEL TRONTO
2026-02-14,11:00,REG,S07802,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,GIULIANOVA
2026-02-14,11:00,REG,S07810,5,5,0,0,0,0,0,2,0,3,0,0,0,0,0,3,6,-3,-0.5,-1.0,1.0,1.2499999999999998,nodo,PESCARA
2026-02-14,11:00,REG,S07900,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,1.25,1.25,1.45,1.475,nodo,TERAMO
2026-02-14,11:00,REG,S08010,2,1,0,1,0,0,0,1,1,0,1,1,0,0,0,13,0,13,6.5,6.5,11.7,12.35,nodo,CIVITAVECCHIA
2026-02-14,11:00,REG,S08016,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,nodo,S.SEVERA
2026-02-14,11:00,REG,S08209,2,2,0,0,0,0,0,1,1,0,1,1,1,1,1,65,0,65,32.5,32.5,58.5,61.75,nodo,ORTE
2026-02-14,11:00,REG,S08217,6,5,1,0,0,1,0,3,1,2,1,1,1,1,0,50,4,46,5.25,-0.5,16.500000000000004,19.99999999999999,nodo,ROMA TIBURTINA
2026-02-14,11:00,REG,S08306,2,1,0,1,0,0,0,1,1,0,1,1,1,0,0,22,0,22,11.0,11.0,11.0,11.0,nodo,VITERBO PORTA ROMANA
2026-02-14,11:00,REG,S08315,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,11,2,9,4.5,4.5,4.5,4.5,nodo,BRACCIANO
2026-02-14,11:00,REG,S08323,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,ROMA S.PIETRO
2026-02-14,11:00,REG,S08331,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,VIGNA CLARA PES
2026-02-14,11:00,REG,S08406,8,7,0,1,0,0,0,3,3,2,3,2,1,0,0,42,5,37,4.625,3.5,10.400000000000002,11.449999999999996,nodo,ROMA OSTIENSE
2026-02-14,11:00,REG,S08409,25,23,1,1,0,1,0,7,8,10,8,6,4,1,1,210,18,192,6.933333333333334,0.0,16.5,31.59999999999995,nodo,ROMA TERMINI
2026-02-14,11:00,REG,S08411,12,12,0,0,0,0,0,4,1,7,1,0,0,0,0,13,15,-2,-0.16666666666666663,-0.25,2.5,3.25,nodo,FIUMICINO AEROPORTO
2026-02-14,11:00,REG,S08506,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,nodo,GUIDONIA-MONTECELIO-S.ANGELO
2026-02-14,11:00,REG,S08508,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,-0.5,-0.5,-0.5,-0.5,nodo,TIVOLI
2026-02-14,11:00,REG,S08526,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,1,0.5,0.5,1.3,1.4,nodo,AVEZZANO
2026-02-14,11:00,REG,S08662,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,21,0,21,21.0,21.0,21.0,21.0,nodo,FROSINONE
2026-02-14,11:00,REG,S08671,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,12,0,12,12.0,12.0,12.0,12.0,nodo,CASSINO
2026-02-14,11:00,REG,S08704,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,ALBANO LAZIALE
2026-02-14,11:00,REG,S08710,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,nodo,NETTUNO
2026-02-14,11:00,REG,S08734,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,-0.5,-0.5,-0.5,-0.5,nodo,VELLETRI
2026-02-14,11:00,REG,S08751,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,nodo,FRASCATI
2026-02-14,11:00,REG,S09003,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,10,0,10,5.0,5.0,5.8,5.9,nodo,VILLA LITERNO
2026-02-14,11:00,REG,S09103,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,nodo,NAPOLI CAMPI FLEGREI
2026-02-14,11:00,REG,S09150,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,MINTURNO-SCAURI
2026-02-14,11:00,REG,S09211,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,CASERTA
2026-02-14,11:00,REG,S09218,6,6,0,0,0,0,0,2,3,1,3,3,1,0,0,50,7,43,9.25,9.5,13.950000000000001,14.724999999999998,nodo,NAPOLI CENTRALE
2026-02-14,11:00,REG,S09702,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,SARNO
2026-02-14,11:00,REG,S09818,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0.6666666666666666,0.0,1.6,1.7999999999999998,nodo,SALERNO
2026-02-14,11:00,REG,S09824,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,nodo,EBOLI
2026-02-14,11:00,REG,S09839,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,ARECHI
2026-02-14,11:00,REG,S11100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,nodo,FOGGIA
2026-02-14,11:00,REG,S11119,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,2,7,-5,-1.25,-1.25,0.15000000000000013,0.32499999999999984,nodo,BARI CENTRALE
2026-02-14,11:00,REG,S11136,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,BRINDISI
2026-02-14,11:00,REG,S11145,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,LECCE
2026-02-14,11:00,REG,S11252,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,nodo,BITRITTO
2026-02-14,11:00,REG,S11420,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.5,-2.5,nodo,POTENZA CENTRALE
2026-02-14,11:00,REG,S11465,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,2,5,-3,-1.5,-1.5,-0.7,-0.6000000000000001,nodo,TARANTO
2026-02-14,11:00,REG,S11721,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,SAPRI
2026-02-14,11:00,REG,S11739,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,1,-0.25,-0.25,0.3500000000000001,0.4249999999999998,nodo,PAOLA
2026-02-14,11:00,REG,S11749,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,LAMEZIA TERME CENTRALE
2026-02-14,11:00,REG,S11781,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,1,5,-4,-1.3333333333333333,-2.0,0.40000000000000013,0.6999999999999997,nodo,REGGIO DI CALABRIA CENTRALE
2026-02-14,11:00,REG,S11833,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.5,-1.5,nodo,CATANZARO LIDO
2026-02-14,11:00,REG,S11863,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,nodo,MELITO DI PORTO SALVO
2026-02-14,11:00,REG,S11910,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,-1,-0.75,-0.75,-0.55,-0.525,nodo,COSENZA
2026-02-14,11:00,REG,S12002,7,7,0,0,0,0,0,5,0,2,0,0,0,0,0,7,6,1,0.20833333333333331,0.5,2.3500000000000005,2.6749999999999994,nodo,PALERMO CENTRALE
2026-02-14,11:00,REG,S12014,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,TERMINI IMERESE
2026-02-14,11:00,REG,S12027,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,S.AGATA DI MILITELLO
2026-02-14,11:00,REG,S12100,3,2,1,0,0,1,0,0,2,1,2,1,1,1,0,40,2,38,11.75,11.75,18.35,19.174999999999997,nodo,TRAPANI
2026-02-14,11:00,REG,S12113,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,9,2,7,3.5,3.5,3.5,3.5,nodo,CASTELVETRANO
2026-02-14,11:00,REG,S12125,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,31,0,31,31.0,31.0,31.0,31.0,nodo,PIRAINETO
2026-02-14,11:00,REG,S12133,4,4,0,0,0,0,0,3,0,1,0,0,0,0,0,4,2,2,0.5,0.5,1.7000000000000002,1.8499999999999996,nodo,PALERMO AEROPORTO
2026-02-14,11:00,REG,S12134,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,-15,-3.75,-3.75,-3.55,-3.525,nodo,PALERMO NOTARBARTOLO
2026-02-14,11:00,REG,S12138,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,-15,-3.75,-3.75,-3.55,-3.525,nodo,GIACHERY
2026-02-14,11:00,REG,S12216,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,nodo,AGRIGENTO CENTRALE
2026-02-14,11:00,REG,S12317,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,-9,-4.5,-4.5,-3.3,-3.1500000000000004,nodo,TAORMINA-GIARDINI
2026-02-14,11:00,REG,S12332,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,-6,-6.0,-6.0,-6.0,-6.0,nodo,CATANIA CENTRALE
2026-02-14,11:00,REG,S12349,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,nodo,SIRACUSA
2026-02-14,11:00,REG,S12380,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,CALTANISSETTA XIRBI
2026-02-14,11:00,REG,S12381,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,CALTANISSETTA CENTRALE
2026-02-14,11:00,REG,S12862,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,OZIERI CHILIVANI
2026-02-14,11:00,REG,S12878,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,ORISTANO
2026-02-14,11:00,REG,S12882,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,-4,-1.5,-1.5,-1.1,-1.05,nodo,S.GAVINO
2026-02-14,11:00,REG,S12890,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,CAGLIARI ELMAS
2026-02-14,11:00,REG,S12891,6,6,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6,-5,-1.0,-1.0,-0.19999999999999996,-0.1000000000000002,nodo,CAGLIARI
2026-02-14,11:00,REG,S19919,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,-0.5,-0.5,-0.5,-0.5,nodo,STABIO
2026-02-14,12:00,EC,S01301,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,CHIASSO
2026-02-14,12:00,EC,S01700,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,MILANO CENTRALE
2026-02-14,12:00,EC,S02001,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,16,0,16,16.0,16.0,16.0,16.0,nodo,BRENNERO
2026-02-14,12:00,EC,S05043,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,16,0,16,16.0,16.0,16.0,16.0,nodo,BOLOGNA CENTRALE
2026-02-14,12:00,ECFR,S00201,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,nodo,MODANE
2026-02-14,12:00,ECFR,S01700,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,nodo,MILANO CENTRALE
2026-02-14,12:00,FB,S04700,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,106,0,106,106.0,106.0,106.0,106.0,nodo,GENOVA PIAZZA PRINCIPE
2026-02-14,12:00,FB,S08409,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,106,0,106,106.0,106.0,106.0,106.0,nodo,ROMA TERMINI
2026-02-14,12:00,FR,S00219,2,1,1,0,0,1,0,0,2,0,2,1,1,1,1,85,0,85,42.5,42.5,72.5,76.25,nodo,TORINO PORTA NUOVA
2026-02-14,12:00,FR,S01700,3,3,0,0,0,0,0,1,2,0,2,1,1,1,1,139,0,139,34.75,34.75,60.15,63.324999999999996,nodo,MILANO CENTRALE
2026-02-14,12:00,FR,S02593,3,3,0,0,0,0,0,1,2,0,2,1,1,1,1,94,0,94,25.0,25.0,41.8,43.9,nodo,VENEZIA S.LUCIA
2026-02-14,12:00,FR,S08409,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,80,0,80,80.0,80.0,80.0,80.0,nodo,ROMA TERMINI
2026-02-14,12:00,FR,S09218,2,2,0,0,0,0,0,0,2,0,2,2,2,2,2,219,0,219,109.5,109.5,128.3,130.65,nodo,NAPOLI CENTRALE
2026-02-14,12:00,FR,S11145,3,3,0,0,0,0,0,2,1,0,1,0,0,0,0,7,0,7,1.75,1.75,2.35,2.425,nodo,LECCE
2026-02-14,12:00,IC,S01700,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,MILANO CENTRALE
2026-02-14,12:00,IC,S06000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,LA SPEZIA CENTRALE
2026-02-14,12:00,IC,S06416,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,PRATO CENTRALE
2026-02-14,12:00,IC,S08409,2,1,0,1,0,0,0,1,1,0,1,1,1,0,0,22,0,22,11.0,11.0,19.8,20.9,nodo,ROMA TERMINI
2026-02-14,12:00,IC,S11781,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,22,0,22,22.0,22.0,22.0,22.0,nodo,REGGIO DI CALABRIA CENTRALE
2026-02-14,12:00,ICN,S12002,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,-6,-6.0,-6.0,-6.0,-6.0,nodo,PALERMO CENTRALE
2026-02-14,12:00,ICN,S12301,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,-6,-6.0,-6.0,-6.0,-6.0,nodo,MESSINA CENTRALE
2026-02-14,12:00,MET,S09101,7,6,1,0,0,1,0,5,0,2,0,0,0,0,0,7,2,5,0.7916666666666666,1.25,1.9,1.95,nodo,POZZUOLI SOLFATARA
2026-02-14,12:00,MET,S09103,5,4,1,0,0,1,0,1,0,4,0,0,0,0,0,0,11,-11,-2.4166666666666665,-2.25,-1.65,-1.575,nodo,NAPOLI CAMPI FLEGREI
2026-02-14,12:00,MET,S09800,7,7,0,0,0,0,0,6,0,1,0,0,0,0,0,7,1,6,0.8333333333333333,1.0,1.85,1.9249999999999998,nodo,NAPOLI S.GIOVANNI BARRA
2026-02-14,12:00,MET,S09818,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,-10,-3.25,-3.25,-3.05,-3.025,nodo,SALERNO
2026-02-14,12:00,REG,N00024,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,3,2,1,0.0,0.0,0.8,0.8999999999999999,nodo,VARESE NORD
2026-02-14,12:00,REG,N00025,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,VARESE CASBENO
2026-02-14,12:00,REG,N00055,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,2.5,2.5,2.5,2.5,nodo,NOVARA NORD
2026-02-14,12:00,REG,N00074,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,ERBA
2026-02-14,12:00,REG,N00079,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,nodo,ASSO
2026-02-14,12:00,REG,N00210,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,13,0,13,6.5,6.5,6.5,6.5,nodo,ISEO
2026-02-14,12:00,REG,N00235,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,7,0,7,3.5,3.5,3.5,3.5,nodo,EDOLO
2026-02-14,12:00,REG,S00034,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,14,7.0,7.0,7.0,7.0,nodo,MORTARA
2026-02-14,12:00,REG,S00070,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,-2,-1.0,-1.0,1.4000000000000001,1.6999999999999997,nodo,BIELLA S.PAOLO
2026-02-14,12:00,REG,S00088,3,3,0,0,0,0,0,1,1,1,1,1,1,1,0,31,1,30,7.25,7.25,13.450000000000001,14.225,nodo,TORINO AEROPORTO DI CASELLE
2026-02-14,12:00,REG,S00154,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,7,2,5,2.0,2.0,3.2,3.3499999999999996,nodo,IVREA
2026-02-14,12:00,REG,S00202,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.5,-2.5,nodo,BARDONECCHIA
2026-02-14,12:00,REG,S00219,11,11,0,0,0,0,0,3,0,8,0,0,0,0,0,6,30,-24,-2.05,-2.25,1.2000000000000002,2.0999999999999996,nodo,TORINO PORTA NUOVA
2026-02-14,12:00,REG,S00228,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,1.75,1.75,1.95,1.975,nodo,TORINO STURA
2026-02-14,12:00,REG,S00232,5,5,0,0,0,0,0,2,1,2,1,0,0,0,0,9,14,-5,-0.5,-1.5,2.5,2.9999999999999996,nodo,CHIVASSO
2026-02-14,12:00,REG,S00240,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,SANTHIA\'
2026-02-14,12:00,REG,S00245,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,nodo,VERCELLI
2026-02-14,12:00,REG,S00248,9,9,0,0,0,0,0,6,1,2,1,0,0,0,0,18,6,12,1.15,0.0,4.700000000000001,5.599999999999999,nodo,NOVARA
2026-02-14,12:00,REG,S00260,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.5,-1.5,nodo,SUSA
2026-02-14,12:00,REG,S00462,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,2.0,2.0,2.4,2.45,nodo,ASTI
2026-02-14,12:00,REG,S00470,8,8,0,0,0,0,0,3,1,4,1,1,0,0,0,18,20,-2,-0.25,-1.0,5.100000000000001,6.299999999999997,nodo,ALESSANDRIA
2026-02-14,12:00,REG,S00500,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,5,3,2,-0.25,-0.25,-0.050000000000000044,-0.02499999999999991,nodo,CHIERI
2026-02-14,12:00,REG,S00517,3,3,0,0,0,0,0,1,1,1,1,0,0,0,0,7,5,2,1.0,1.0,3.0,3.25,nodo,PINEROLO
2026-02-14,12:00,REG,S00606,3,3,0,0,0,0,0,0,1,2,1,1,1,1,0,31,2,29,7.0,7.0,13.4,14.2,nodo,FOSSANO
2026-02-14,12:00,REG,S00825,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,-0.5,-0.5,-0.5,-0.5,nodo,ALBA
2026-02-14,12:00,REG,S00867,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,ACQUI TERME
2026-02-14,12:00,REG,S00884,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,0.0,0.0,0.0,0.0,nodo,RIVAROLO
2026-02-14,12:00,REG,S01003,3,3,0,0,0,0,0,1,2,0,2,0,0,0,0,18,0,18,6.0,8.0,8.8,8.9,nodo,DOMODOSSOLA
2026-02-14,12:00,REG,S01020,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0.0,0.0,0.0,0.0,nodo,ARONA
2026-02-14,12:00,REG,S01030,6,6,0,0,0,0,0,3,2,1,2,0,0,0,0,18,1,17,2.833333333333333,3.5,4.699999999999999,4.85,nodo,GALLARATE
2026-02-14,12:00,REG,S01059,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,13,1.625,1.5,2.2,2.3499999999999996,nodo,ALBAIRATE-VERMEZZO
