mese,tipo_giorno,fascia_oraria,categoria,bucket_ritardo_arrivo,minuti_ritardo,count,minuti_anticipo
2025-10,weekend,sera,ICN,"(10,15]",51.0,4,0.0
2025-10,weekend,sera,ICN,"(15,30]",66.0,3,0.0
2025-10,weekend,sera,ICN,"(30,60]",170.0,4,0.0
2025-10,weekend,sera,ICN,"(5,10]",69.0,9,0.0
2025-10,weekend,sera,MET,"(-1,0]",0.0,37,0.0
2025-10,weekend,sera,MET,"(-10,-5]",0.0,52,328.0
2025-10,weekend,sera,MET,"(-15,-10]",0.0,1,11.0
2025-10,weekend,sera,MET,"(-5,-1]",0.0,194,417.0
2025-10,weekend,sera,MET,"(0,1]",67.0,67,0.0
2025-10,weekend,sera,MET,"(1,5]",208.0,72,0.0
2025-10,weekend,sera,MET,"(10,15]",85.0,7,0.0
2025-10,weekend,sera,MET,"(15,30]",17.0,1,0.0
2025-10,weekend,sera,MET,"(30,60]",32.0,1,0.0
2025-10,weekend,sera,MET,"(5,10]",55.0,7,0.0
2025-10,weekend,sera,MET,missing,0.0,6,0.0
2025-10,weekend,sera,REG,"(-1,0]",0.0,921,0.0
2025-10,weekend,sera,REG,"(-10,-5]",0.0,552,3367.0
2025-10,weekend,sera,REG,"(-15,-10]",0.0,50,536.0
2025-10,weekend,sera,REG,"(-30,-15]",0.0,6,93.0
2025-10,weekend,sera,REG,"(-5,-1]",0.0,3532,7329.0
2025-10,weekend,sera,REG,"(0,1]",1139.0,1139,0.0
2025-10,weekend,sera,REG,"(1,5]",7265.0,2335,0.0
2025-10,weekend,sera,REG,"(10,15]",2281.0,183,0.0
2025-10,weekend,sera,REG,"(15,30]",3339.0,155,0.0
2025-10,weekend,sera,REG,"(30,60]",2875.0,71,0.0
2025-10,weekend,sera,REG,"(5,10]",4860.0,657,0.0
2025-10,weekend,sera,REG,"(60,120]",1204.0,14,0.0
2025-10,weekend,sera,REG,> 120,321.0,2,0.0
2025-10,weekend,sera,REG,missing,0.0,53,0.0
2025-10,weekend,sera,,"(-1,0]",0.0,14,0.0
2025-10,weekend,sera,,"(-10,-5]",0.0,68,458.0
2025-10,weekend,sera,,"(-15,-10]",0.0,24,288.0
2025-10,weekend,sera,,"(-30,-15]",0.0,2,30.0
2025-10,weekend,sera,,"(-5,-1]",0.0,90,236.0
2025-10,weekend,sera,,"(-60,-30]",0.0,4,172.0
2025-10,weekend,sera,,"(0,1]",12.0,12,0.0
2025-10,weekend,sera,,"(1,5]",192.0,56,0.0
2025-10,weekend,sera,,"(10,15]",156.0,12,0.0
2025-10,weekend,sera,,"(15,30]",524.0,24,0.0
2025-10,weekend,sera,,"(30,60]",572.0,14,0.0
2025-10,weekend,sera,,"(5,10]",254.0,34,0.0
2025-10,weekend,sera,,"(60,120]",132.0,2,0.0
2025-10,weekend,tarda_mattina,EC,"(-1,0]",0.0,4,0.0
2025-10,weekend,tarda_mattina,EC,"(-10,-5]",0.0,25,170.0
2025-10,weekend,tarda_mattina,EC,"(-15,-10]",0.0,5,53.0
2025-10,weekend,tarda_mattina,EC,"(-30,-15]",0.0,1,15.0
2025-10,weekend,tarda_mattina,EC,"(-5,-1]",0.0,30,74.0
2025-10,weekend,tarda_mattina,EC,"(0,1]",7.0,7,0.0
2025-10,weekend,tarda_mattina,EC,"(1,5]",87.0,24,0.0
2025-10,weekend,tarda_mattina,EC,"(10,15]",112.0,9,0.0
2025-10,weekend,tarda_mattina,EC,"(15,30]",281.0,14,0.0
2025-10,weekend,tarda_mattina,EC,"(30,60]",166.0,4,0.0
2025-10,weekend,tarda_mattina,EC,"(5,10]",134.0,18,0.0
2025-10,weekend,tarda_mattina,EC,"(60,120]",74.0,1,0.0
2025-10,weekend,tarda_mattina,EC,> 120,137.0,1,0.0
2025-10,weekend,tarda_mattina,EC,missing,0.0,4,0.0
2025-10,weekend,tarda_mattina,IC,"(-1,0]",0.0,13,0.0
2025-10,weekend,tarda_mattina,IC,"(-10,-5]",0.0,41,289.0
2025-10,weekend,tarda_mattina,IC,"(-15,-10]",0.0,10,119.0
2025-10,weekend,tarda_mattina,IC,"(-30,-15]",0.0,4,73.0
2025-10,weekend,tarda_mattina,IC,"(-5,-1]",0.0,53,125.0
2025-10,weekend,tarda_mattina,IC,"(0,1]",13.0,13,0.0
2025-10,weekend,tarda_mattina,IC,"(1,5]",141.0,42,0.0
2025-10,weekend,tarda_mattina,IC,"(10,15]",241.0,19,0.0
2025-10,weekend,tarda_mattina,IC,"(15,30]",419.0,18,0.0
2025-10,weekend,tarda_mattina,IC,"(30,60]",236.0,6,0.0
2025-10,weekend,tarda_mattina,IC,"(5,10]",199.0,25,0.0
2025-10,weekend,tarda_mattina,IC,"(60,120]",736.0,9,0.0
2025-10,weekend,tarda_mattina,ICN,"(-1,0]",0.0,2,0.0
2025-10,weekend,tarda_mattina,ICN,"(-10,-5]",0.0,4,21.0
2025-10,weekend,tarda_mattina,ICN,"(-30,-15]",0.0,1,22.0
2025-10,weekend,tarda_mattina,ICN,"(-5,-1]",0.0,4,7.0
2025-10,weekend,tarda_mattina,ICN,"(0,1]",2.0,2,0.0
2025-10,weekend,tarda_mattina,ICN,"(1,5]",6.0,2,0.0
2025-10,weekend,tarda_mattina,ICN,"(5,10]",8.0,1,0.0
2025-10,weekend,tarda_mattina,ICN,"(60,120]",101.0,1,0.0
2025-10,weekend,tarda_mattina,MET,"(-1,0]",0.0,52,0.0
2025-10,weekend,tarda_mattina,MET,"(-10,-5]",0.0,75,458.0
2025-10,weekend,tarda_mattina,MET,"(-5,-1]",0.0,272,570.0
2025-10,weekend,tarda_mattina,MET,"(0,1]",85.0,85,0.0
2025-10,weekend,tarda_mattina,MET,"(1,5]",246.0,80,0.0
2025-10,weekend,tarda_mattina,MET,"(10,15]",13.0,1,0.0
2025-10,weekend,tarda_mattina,MET,"(15,30]",40.0,2,0.0
2025-10,weekend,tarda_mattina,MET,"(5,10]",93.0,13,0.0
2025-10,weekend,tarda_mattina,MET,missing,0.0,6,0.0
2025-10,weekend,tarda_mattina,REG,"(-1,0]",0.0,1517,0.0
2025-10,weekend,tarda_mattina,REG,"(-10,-5]",0.0,811,4907.0
2025-10,weekend,tarda_mattina,REG,"(-15,-10]",0.0,53,577.0
2025-10,weekend,tarda_mattina,REG,"(-30,-15]",0.0,7,119.0
2025-10,weekend,tarda_mattina,REG,"(-5,-1]",0.0,4966,10246.0
2025-10,weekend,tarda_mattina,REG,"(0,1]",1520.0,1520,0.0
2025-10,weekend,tarda_mattina,REG,"(1,5]",9126.0,3012,0.0
2025-10,weekend,tarda_mattina,REG,"(10,15]",2207.0,176,0.0
2025-10,weekend,tarda_mattina,REG,"(15,30]",3324.0,158,0.0
2025-10,weekend,tarda_mattina,REG,"(30,60]",2345.0,56,0.0
2025-10,weekend,tarda_mattina,REG,"(5,10]",5442.0,747,0.0
2025-10,weekend,tarda_mattina,REG,"(60,120]",1022.0,14,0.0
2025-10,weekend,tarda_mattina,REG,> 120,727.0,4,0.0
2025-10,weekend,tarda_mattina,REG,missing,0.0,75,0.0
2025-10,weekend,tarda_mattina,,"(-1,0]",0.0,32,0.0
2025-10,weekend,tarda_mattina,,"(-10,-5]",0.0,90,622.0
2025-10,weekend,tarda_mattina,,"(-15,-10]",0.0,20,232.0
2025-10,weekend,tarda_mattina,,"(-30,-15]",0.0,4,60.0
2025-10,weekend,tarda_mattina,,"(-5,-1]",0.0,148,336.0
2025-10,weekend,tarda_mattina,,"(-60,-30]",0.0,4,120.0
2025-10,weekend,tarda_mattina,,"(0,1]",48.0,48,0.0
2025-10,weekend,tarda_mattina,,"(1,5]",596.0,184,0.0
2025-10,weekend,tarda_mattina,,"(10,15]",976.0,76,0.0
2025-10,weekend,tarda_mattina,,"(15,30]",2004.0,86,0.0
2025-10,weekend,tarda_mattina,,"(30,60]",2372.0,52,0.0
2025-10,weekend,tarda_mattina,,"(5,10]",962.0,124,0.0
2025-10,weekend,tarda_mattina,,"(60,120]",1472.0,18,0.0
2025-10,weekend,tarda_mattina,,> 120,2828.0,18,0.0
2025-11,infrasettimanale,mattina,EC,"(-1,0]",0.0,4,0.0
2025-11,infrasettimanale,mattina,EC,"(-10,-5]",0.0,31,193.0
2025-11,infrasettimanale,mattina,EC,"(-15,-10]",0.0,6,69.0
2025-11,infrasettimanale,mattina,EC,"(-5,-1]",0.0,26,70.0
2025-11,infrasettimanale,mattina,EC,"(0,1]",9.0,9,0.0
2025-11,infrasettimanale,mattina,EC,"(1,5]",97.0,31,0.0
2025-11,infrasettimanale,mattina,EC,"(10,15]",119.0,9,0.0
2025-11,infrasettimanale,mattina,EC,"(15,30]",119.0,6,0.0
2025-11,infrasettimanale,mattina,EC,"(30,60]",44.0,1,0.0
2025-11,infrasettimanale,mattina,EC,"(5,10]",61.0,8,0.0
2025-11,infrasettimanale,mattina,EC,"(60,120]",157.0,2,0.0
2025-11,infrasettimanale,mattina,EC,missing,0.0,3,0.0
2025-11,infrasettimanale,mattina,EN,"(30,60]",36.0,1,0.0
2025-11,infrasettimanale,mattina,EXP,"(10,15]",26.0,2,0.0
2025-11,infrasettimanale,mattina,IC,"(-1,0]",0.0,20,0.0
2025-11,infrasettimanale,mattina,IC,"(-10,-5]",0.0,60,390.0
2025-11,infrasettimanale,mattina,IC,"(-15,-10]",0.0,6,72.0
2025-11,infrasettimanale,mattina,IC,"(-30,-15]",0.0,2,54.0
2025-11,infrasettimanale,mattina,IC,"(-5,-1]",0.0,80,188.0
2025-11,infrasettimanale,mattina,IC,"(0,1]",29.0,29,0.0
2025-11,infrasettimanale,mattina,IC,"(1,5]",448.0,125,0.0
2025-11,infrasettimanale,mattina,IC,"(10,15]",429.0,33,0.0
2025-11,infrasettimanale,mattina,IC,"(15,30]",923.0,43,0.0
2025-11,infrasettimanale,mattina,IC,"(30,60]",1344.0,31,0.0
2025-11,infrasettimanale,mattina,IC,"(5,10]",573.0,76,0.0
2025-11,infrasettimanale,mattina,IC,"(60,120]",1059.0,14,0.0
2025-11,infrasettimanale,mattina,IC,> 120,570.0,3,0.0
2025-11,infrasettimanale,mattina,IC,missing,0.0,5,0.0
2025-11,infrasettimanale,mattina,ICN,"(-30,-15]",0.0,2,39.0
2025-11,infrasettimanale,mattina,IR,"(-5,-1]",0.0,2,6.0
2025-11,infrasettimanale,mattina,MET,"(-1,0]",0.0,93,0.0
2025-11,infrasettimanale,mattina,MET,"(-10,-5]",0.0,44,285.0
2025-11,infrasettimanale,mattina,MET,"(-5,-1]",0.0,297,526.0
2025-11,infrasettimanale,mattina,MET,"(0,1]",140.0,140,0.0
2025-11,infrasettimanale,mattina,MET,"(1,5]",655.0,232,0.0
2025-11,infrasettimanale,mattina,MET,"(10,15]",113.0,9,0.0
2025-11,infrasettimanale,mattina,MET,"(15,30]",222.0,10,0.0
2025-11,infrasettimanale,mattina,MET,"(5,10]",433.0,61,0.0
2025-11,infrasettimanale,mattina,MET,> 120,194.0,1,0.0
2025-11,infrasettimanale,mattina,MET,missing,0.0,15,0.0
2025-11,infrasettimanale,mattina,NCL,"(-10,-5]",0.0,1,5.0
2025-11,infrasettimanale,mattina,NCL,"(15,30]",45.0,2,0.0
2025-11,infrasettimanale,mattina,NCL,"(30,60]",49.0,1,0.0
2025-11,infrasettimanale,mattina,NCL,missing,0.0,1,0.0
2025-11,infrasettimanale,mattina,REG,"(-1,0]",0.0,2783,0.0
2025-11,infrasettimanale,mattina,REG,"(-10,-5]",0.0,1419,8574.0
2025-11,infrasettimanale,mattina,REG,"(-15,-10]",0.0,122,1375.0
2025-11,infrasettimanale,mattina,REG,"(-30,-15]",0.0,37,638.0
2025-11,infrasettimanale,mattina,REG,"(-5,-1]",0.0,9814,19760.0
2025-11,infrasettimanale,mattina,REG,"(0,1]",3925.0,3925,0.0
2025-11,infrasettimanale,mattina,REG,"(1,5]",33570.0,10369,0.0
2025-11,infrasettimanale,mattina,REG,"(10,15]",13410.0,1060,0.0
2025-11,infrasettimanale,mattina,REG,"(15,30]",19940.0,942,0.0
2025-11,infrasettimanale,mattina,REG,"(30,60]",13123.0,328,0.0
2025-11,infrasettimanale,mattina,REG,"(5,10]",26821.0,3590,0.0
2025-11,infrasettimanale,mattina,REG,"(60,120]",4644.0,60,0.0
2025-11,infrasettimanale,mattina,REG,> 120,566.0,4,0.0
2025-11,infrasettimanale,mattina,REG,missing,0.0,752,0.0
2025-11,infrasettimanale,mattina,,"(-1,0]",0.0,176,0.0
2025-11,infrasettimanale,mattina,,"(-10,-5]",0.0,468,3084.0
2025-11,infrasettimanale,mattina,,"(-15,-10]",0.0,112,1260.0
2025-11,infrasettimanale,mattina,,"(-30,-15]",0.0,24,416.0
2025-11,infrasettimanale,mattina,,"(-5,-1]",0.0,916,2096.0
2025-11,infrasettimanale,mattina,,"(0,1]",328.0,328,0.0
2025-11,infrasettimanale,mattina,,"(1,5]",3924.0,1216,0.0
2025-11,infrasettimanale,mattina,,"(10,15]",5104.0,396,0.0
2025-11,infrasettimanale,mattina,,"(15,30]",12680.0,588,0.0
2025-11,infrasettimanale,mattina,,"(30,60]",14640.0,356,0.0
2025-11,infrasettimanale,mattina,,"(5,10]",7768.0,1008,0.0
2025-11,infrasettimanale,mattina,,"(60,120]",16536.0,200,0.0
2025-11,infrasettimanale,mattina,,> 120,12984.0,72,0.0
2025-11,infrasettimanale,mattina,,missing,0.0,20,0.0
2025-11,infrasettimanale,notte,EC,"(-1,0]",0.0,1,0.0
2025-11,infrasettimanale,notte,EC,"(-10,-5]",0.0,10,67.0
2025-11,infrasettimanale,notte,EC,"(-15,-10]",0.0,2,20.0
2025-11,infrasettimanale,notte,EC,"(-5,-1]",0.0,6,16.0
2025-11,infrasettimanale,notte,EC,"(1,5]",4.0,1,0.0
2025-11,infrasettimanale,notte,EN,"(1,5]",5.0,1,0.0
2025-11,infrasettimanale,notte,EN,"(10,15]",11.0,1,0.0
2025-11,infrasettimanale,notte,EN,"(15,30]",54.0,2,0.0
2025-11,infrasettimanale,notte,EN,"(30,60]",38.0,1,0.0
2025-11,infrasettimanale,notte,EN,"(5,10]",50.0,7,0.0
2025-11,infrasettimanale,notte,EN,"(60,120]",256.0,3,0.0
2025-11,infrasettimanale,notte,EXP,"(-10,-5]",0.0,1,7.0
2025-11,infrasettimanale,notte,IC,"(-1,0]",0.0,8,0.0
2025-11,infrasettimanale,notte,IC,"(-10,-5]",0.0,25,156.0
2025-11,infrasettimanale,notte,IC,"(-15,-10]",0.0,14,153.0
2025-11,infrasettimanale,notte,IC,"(-30,-15]",0.0,6,101.0
2025-11,infrasettimanale,notte,IC,"(-5,-1]",0.0,48,125.0
2025-11,infrasettimanale,notte,IC,"(-60,-30]",0.0,3,150.0
2025-11,infrasettimanale,notte,IC,"(0,1]",28.0,28,0.0
2025-11,infrasettimanale,notte,IC,"(1,5]",189.0,58,0.0
2025-11,infrasettimanale,notte,IC,"(10,15]",279.0,22,0.0
2025-11,infrasettimanale,notte,IC,"(15,30]",307.0,15,0.0
2025-11,infrasettimanale,notte,IC,"(30,60]",446.0,11,0.0
2025-11,infrasettimanale,notte,IC,"(5,10]",353.0,45,0.0
2025-11,infrasettimanale,notte,IC,"(60,120]",597.0,7,0.0
2025-11,infrasettimanale,notte,IC,> 120,440.0,2,0.0
2025-11,infrasettimanale,notte,IC,missing,0.0,3,0.0
2025-11,infrasettimanale,notte,ICN,"(-1,0]",0.0,1,0.0
2025-11,infrasettimanale,notte,ICN,"(-10,-5]",0.0,3,17.0
2025-11,infrasettimanale,notte,ICN,"(-15,-10]",0.0,4,49.0
2025-11,infrasettimanale,notte,ICN,"(-30,-15]",0.0,4,66.0
2025-11,infrasettimanale,notte,ICN,"(-5,-1]",0.0,12,26.0
2025-11,infrasettimanale,notte,ICN,"(0,1]",4.0,4,0.0
2025-11,infrasettimanale,notte,ICN,"(1,5]",32.0,10,0.0
2025-11,infrasettimanale,notte,ICN,"(10,15]",60.0,5,0.0
2025-11,infrasettimanale,notte,ICN,"(15,30]",28.0,1,0.0
2025-11,infrasettimanale,notte,ICN,"(30,60]",211.0,4,0.0
2025-11,infrasettimanale,notte,ICN,"(5,10]",22.0,3,0.0
2025-11,infrasettimanale,notte,ICN,"(60,120]",260.0,3,0.0
2025-11,infrasettimanale,notte,MET,"(-1,0]",0.0,33,0.0
2025-11,infrasettimanale,notte,MET,"(-10,-5]",0.0,14,73.0
2025-11,infrasettimanale,notte,MET,"(-5,-1]",0.0,159,356.0
2025-11,infrasettimanale,notte,MET,"(0,1]",34.0,34,0.0
2025-11,infrasettimanale,notte,MET,"(1,5]",115.0,45,0.0
2025-11,infrasettimanale,notte,MET,"(10,15]",13.0,1,0.0
2025-11,infrasettimanale,notte,MET,"(15,30]",90.0,4,0.0
2025-11,infrasettimanale,notte,MET,"(30,60]",60.0,1,0.0
2025-11,infrasettimanale,notte,MET,"(5,10]",53.0,7,0.0
2025-11,infrasettimanale,notte,MET,missing,0.0,2,0.0
2025-11,infrasettimanale,notte,NCL,"(-10,-5]",0.0,2,17.0
2025-11,infrasettimanale,notte,NCL,"(-30,-15]",0.0,6,123.0
2025-11,infrasettimanale,notte,NCL,"(-5,-1]",0.0,1,4.0
2025-11,infrasettimanale,notte,NCL,"(-60,-30]",0.0,1,34.0
2025-11,infrasettimanale,notte,NCL,"(15,30]",16.0,1,0.0
2025-11,infrasettimanale,notte,NCL,"(30,60]",233.0,5,0.0
2025-11,infrasettimanale,notte,NCL,"(60,120]",484.0,5,0.0
2025-11,infrasettimanale,notte,NCL,> 120,161.0,1,0.0
2025-11,infrasettimanale,notte,NCL,missing,0.0,8,0.0
2025-11,infrasettimanale,notte,REG,"(-1,0]",0.0,1357,0.0
2025-11,infrasettimanale,notte,REG,"(-10,-5]",0.0,810,4948.0
2025-11,infrasettimanale,notte,REG,"(-15,-10]",0.0,115,1273.0
2025-11,infrasettimanale,notte,REG,"(-30,-15]",0.0,7,120.0
2025-11,infrasettimanale,notte,REG,"(-5,-1]",0.0,4909,10282.0
2025-11,infrasettimanale,notte,REG,"(0,1]",1870.0,1870,0.0
2025-11,infrasettimanale,notte,REG,"(1,5]",11064.0,3568,0.0
2025-11,infrasettimanale,notte,REG,"(10,15]",3188.0,254,0.0
2025-11,infrasettimanale,notte,REG,"(15,30]",5851.0,268,0.0
2025-11,infrasettimanale,notte,REG,"(30,60]",4813.0,117,0.0
2025-11,infrasettimanale,notte,REG,"(5,10]",6968.0,953,0.0
2025-11,infrasettimanale,notte,REG,"(60,120]",2249.0,29,0.0
2025-11,infrasettimanale,notte,REG,> 120,193.0,1,0.0
2025-11,infrasettimanale,notte,REG,missing,0.0,292,0.0
2025-11,infrasettimanale,notte,,"(-1,0]",0.0,156,0.0
2025-11,infrasettimanale,notte,,"(-10,-5]",0.0,180,1164.0
2025-11,infrasettimanale,notte,,"(-15,-10]",0.0,32,356.0
2025-11,infrasettimanale,notte,,"(-30,-15]",0.0,4,60.0
2025-11,infrasettimanale,notte,,"(-5,-1]",0.0,332,720.0
2025-11,infrasettimanale,notte,,"(0,1]",148.0,148,0.0
2025-11,infrasettimanale,notte,,"(1,5]",1508.0,452,0.0
2025-11,infrasettimanale,notte,,"(10,15]",2108.0,160,0.0
2025-11,infrasettimanale,notte,,"(15,30]",3072.0,140,0.0
2025-11,infrasettimanale,notte,,"(30,60]",5072.0,116,0.0
2025-11,infrasettimanale,notte,,"(5,10]",2472.0,308,0.0
2025-11,infrasettimanale,notte,,"(60,120]",3080.0,40,0.0
2025-11,infrasettimanale,notte,,> 120,3444.0,12,0.0
2025-11,infrasettimanale,pomeriggio,EC,"(-1,0]",0.0,6,0.0
2025-11,infrasettimanale,pomeriggio,EC,"(-10,-5]",0.0,32,193.0
2025-11,infrasettimanale,pomeriggio,EC,"(-15,-10]",0.0,8,94.0
2025-11,infrasettimanale,pomeriggio,EC,"(-30,-15]",0.0,6,92.0
2025-11,infrasettimanale,pomeriggio,EC,"(-5,-1]",0.0,63,160.0
2025-11,infrasettimanale,pomeriggio,EC,"(0,1]",9.0,9,0.0
2025-11,infrasettimanale,pomeriggio,EC,"(1,5]",152.0,47,0.0
2025-11,infrasettimanale,pomeriggio,EC,"(10,15]",287.0,23,0.0
2025-11,infrasettimanale,pomeriggio,EC,"(15,30]",508.0,24,0.0
2025-11,infrasettimanale,pomeriggio,EC,"(30,60]",669.0,16,0.0
2025-11,infrasettimanale,pomeriggio,EC,"(5,10]",191.0,25,0.0
2025-11,infrasettimanale,pomeriggio,EC,"(60,120]",129.0,2,0.0
2025-11,infrasettimanale,pomeriggio,EC,missing,0.0,9,0.0
2025-11,infrasettimanale,pomeriggio,EXP,"(-1,0]",0.0,1,0.0
2025-11,infrasettimanale,pomeriggio,EXP,"(-15,-10]",0.0,1,14.0
2025-11,infrasettimanale,pomeriggio,EXP,"(0,1]",1.0,1,0.0
2025-11,infrasettimanale,pomeriggio,EXP,"(1,5]",6.0,2,0.0
2025-11,infrasettimanale,pomeriggio,EXP,"(15,30]",37.0,2,0.0
2025-11,infrasettimanale,pomeriggio,IC,"(-1,0]",0.0,18,0.0
2025-11,infrasettimanale,pomeriggio,IC,"(-10,-5]",0.0,41,262.0
2025-11,infrasettimanale,pomeriggio,IC,"(-15,-10]",0.0,7,81.0
2025-11,infrasettimanale,pomeriggio,IC,"(-5,-1]",0.0,77,170.0
2025-11,infrasettimanale,pomeriggio,IC,"(0,1]",20.0,20,0.0
2025-11,infrasettimanale,pomeriggio,IC,"(1,5]",278.0,82,0.0
2025-11,infrasettimanale,pomeriggio,IC,"(10,15]",260.0,21,0.0
2025-11,infrasettimanale,pomeriggio,IC,"(15,30]",782.0,34,0.0
2025-11,infrasettimanale,pomeriggio,IC,"(30,60]",1353.0,32,0.0
2025-11,infrasettimanale,pomeriggio,IC,"(5,10]",423.0,53,0.0
2025-11,infrasettimanale,pomeriggio,IC,"(60,120]",716.0,9,0.0
2025-11,infrasettimanale,pomeriggio,IC,> 120,297.0,2,0.0
2025-11,infrasettimanale,pomeriggio,IC,missing,0.0,6,0.0
2025-11,infrasettimanale,pomeriggio,ICN,"(-10,-5]",0.0,1,7.0
2025-11,infrasettimanale,pomeriggio,ICN,"(-5,-1]",0.0,6,17.0
2025-11,infrasettimanale,pomeriggio,ICN,"(10,15]",14.0,1,0.0
2025-11,infrasettimanale,pomeriggio,ICN,"(5,10]",7.0,1,0.0
2025-11,infrasettimanale,pomeriggio,ICN,"(60,120]",66.0,1,0.0
2025-11,infrasettimanale,pomeriggio,IR,"(30,60]",54.0,1,0.0
2025-11,infrasettimanale,pomeriggio,MET,"(-1,0]",0.0,134,0.0
2025-11,infrasettimanale,pomeriggio,MET,"(-10,-5]",0.0,49,289.0
2025-11,infrasettimanale,pomeriggio,MET,"(-5,-1]",0.0,424,790.0
2025-11,infrasettimanale,pomeriggio,MET,"(0,1]",172.0,172,0.0
2025-11,infrasettimanale,pomeriggio,MET,"(1,5]",666.0,216,0.0
2025-11,infrasettimanale,pomeriggio,MET,"(10,15]",160.0,12,0.0
2025-11,infrasettimanale,pomeriggio,MET,"(15,30]",166.0,8,0.0
2025-11,infrasettimanale,pomeriggio,MET,"(30,60]",38.0,1,0.0
2025-11,infrasettimanale,pomeriggio,MET,"(5,10]",401.0,53,0.0
2025-11,infrasettimanale,pomeriggio,MET,missing,0.0,25,0.0
2025-11,infrasettimanale,pomeriggio,NCL,"(-5,-1]",0.0,1,1.0
2025-11,infrasettimanale,pomeriggio,NCL,"(1,5]",2.0,1,0.0
2025-11,infrasettimanale,pomeriggio,NCL,"(10,15]",27.0,2,0.0
2025-11,infrasettimanale,pomeriggio,NCL,"(30,60]",158.0,4,0.0
2025-11,infrasettimanale,pomeriggio,NCL,"(5,10]",19.0,2,0.0
2025-11,infrasettimanale,pomeriggio,NCL,"(60,120]",193.0,3,0.0
2025-11,infrasettimanale,pomeriggio,NCL,<= -60,0.0,2,157.0
2025-11,infrasettimanale,pomeriggio,NCL,> 120,1078.0,7,0.0
2025-11,infrasettimanale,pomeriggio,NCL,missing,0.0,28,0.0
2025-11,infrasettimanale,pomeriggio,REG,"(-1,0]",0.0,3704,0.0
2025-11,infrasettimanale,pomeriggio,REG,"(-10,-5]",0.0,1853,11228.0
2025-11,infrasettimanale,pomeriggio,REG,"(-15,-10]",0.0,193,2177.0
2025-11,infrasettimanale,pomeriggio,REG,"(-30,-15]",0.0,40,660.0
2025-11,infrasettimanale,pomeriggio,REG,"(-5,-1]",0.0,12637,25746.0
2025-11,infrasettimanale,pomeriggio,REG,"(0,1]",4818.0,4818,0.0
2025-11,infrasettimanale,pomeriggio,REG,"(1,5]",38336.0,11937,0.0
2025-11,infrasettimanale,pomeriggio,REG,"(10,15]",13044.0,1024,0.0
2025-11,infrasettimanale,pomeriggio,REG,"(15,30]",21232.0,999,0.0
2025-11,infrasettimanale,pomeriggio,REG,"(30,60]",14804.0,367,0.0
2025-11,infrasettimanale,pomeriggio,REG,"(5,10]",27928.0,3755,0.0
2025-11,infrasettimanale,pomeriggio,REG,"(60,120]",5111.0,68,0.0
2025-11,infrasettimanale,pomeriggio,REG,> 120,626.0,5,0.0
2025-11,infrasettimanale,pomeriggio,REG,missing,0.0,1144,0.0
2025-11,infrasettimanale,pomeriggio,,"(-1,0]",0.0,168,0.0
2025-11,infrasettimanale,pomeriggio,,"(-10,-5]",0.0,440,2828.0
2025-11,infrasettimanale,pomeriggio,,"(-15,-10]",0.0,112,1224.0
2025-11,infrasettimanale,pomeriggio,,"(-30,-15]",0.0,28,456.0
2025-11,infrasettimanale,pomeriggio,,"(-5,-1]",0.0,796,1784.0
2025-11,infrasettimanale,pomeriggio,,"(0,1]",236.0,236,0.0
2025-11,infrasettimanale,pomeriggio,,"(1,5]",3148.0,908,0.0
2025-11,infrasettimanale,pomeriggio,,"(10,15]",6196.0,484,0.0
2025-11,infrasettimanale,pomeriggio,,"(15,30]",14680.0,660,0.0
2025-11,infrasettimanale,pomeriggio,,"(30,60]",17388.0,416,0.0
2025-11,infrasettimanale,pomeriggio,,"(5,10]",6736.0,868,0.0
2025-11,infrasettimanale,pomeriggio,,"(60,120]",23376.0,268,0.0
2025-11,infrasettimanale,pomeriggio,,> 120,5348.0,36,0.0
2025-11,infrasettimanale,pomeriggio,,missing,0.0,8,0.0
2025-11,infrasettimanale,sera,EC,"(-1,0]",0.0,5,0.0
2025-11,infrasettimanale,sera,EC,"(-10,-5]",0.0,19,113.0
2025-11,infrasettimanale,sera,EC,"(-15,-10]",0.0,2,23.0
2025-11,infrasettimanale,sera,EC,"(-5,-1]",0.0,48,132.0
2025-11,infrasettimanale,sera,EC,"(0,1]",11.0,11,0.0
2025-11,infrasettimanale,sera,EC,"(1,5]",180.0,51,0.0
2025-11,infrasettimanale,sera,EC,"(10,15]",178.0,14,0.0
2025-11,infrasettimanale,sera,EC,"(15,30]",213.0,10,0.0
2025-11,infrasettimanale,sera,EC,"(30,60]",348.0,8,0.0
2025-11,infrasettimanale,sera,EC,"(5,10]",284.0,37,0.0
2025-11,infrasettimanale,sera,EC,"(60,120]",189.0,2,0.0
2025-11,infrasettimanale,sera,EC,missing,0.0,10,0.0
2025-11,infrasettimanale,sera,EN,"(1,5]",8.0,2,0.0
2025-11,infrasettimanale,sera,EN,"(10,15]",59.0,5,0.0
2025-11,infrasettimanale,sera,EN,"(15,30]",27.0,1,0.0
2025-11,infrasettimanale,sera,EN,"(30,60]",179.0,4,0.0
2025-11,infrasettimanale,sera,EN,"(5,10]",12.0,2,0.0
2025-11,infrasettimanale,sera,EN,"(60,120]",66.0,1,0.0
2025-11,infrasettimanale,sera,EXP,"(-10,-5]",0.0,1,5.0
2025-11,infrasettimanale,sera,EXP,"(-15,-10]",0.0,1,12.0
