mese,tipo_giorno,fascia_oraria,categoria,cod_stazione,ruolo,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2024-06,weekend,sera,EC,N_B222138E8EE4,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,EC,N_B222138E8EE4,partenza,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,EC,N_DF72E0451C21,arrivo,"(15,30]",1,22.0,0.0
2024-06,weekend,sera,EC,N_DF72E0451C21,partenza,"(5,10]",1,9.0,0.0
2024-06,weekend,sera,IC,N_03F21F592247,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,IC,N_03F21F592247,arrivo,"(30,60]",1,54.0,0.0
2024-06,weekend,sera,IC,N_29D6951DFB5A,partenza,"(-30,-15]",1,0.0,20.0
2024-06,weekend,sera,IC,N_3A82FA9A0D0C,arrivo,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,IC,N_51EFB2AB0389,arrivo,"(-10,-5]",1,0.0,7.0
2024-06,weekend,sera,IC,N_64548ED4BF34,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,IC,N_64548ED4BF34,arrivo,"(30,60]",1,54.0,0.0
2024-06,weekend,sera,IC,N_ACF3D2764DA3,partenza,"(-10,-5]",1,0.0,7.0
2024-06,weekend,sera,IC,N_ACF3D2764DA3,partenza,"(1,5]",2,5.0,0.0
2024-06,weekend,sera,IC,N_ACF3D2764DA3,partenza,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,IC,N_ACF3D2764DA3,partenza,"(30,60]",1,54.0,0.0
2024-06,weekend,sera,IC,N_BF0DC42C9523,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,sera,IC,N_C03F51FB3BED,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,IC,N_E903EB64CBF3,arrivo,"(-30,-15]",1,0.0,20.0
2024-06,weekend,sera,IC,N_E903EB64CBF3,partenza,"(30,60]",1,54.0,0.0
2024-06,weekend,sera,IC,N_FEBDC4EA7CA2,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,IC,N_FEBDC4EA7CA2,partenza,"(1,5]",1,4.0,0.0
2024-06,weekend,sera,ICN,N_64548ED4BF34,partenza,"(-15,-10]",1,0.0,11.0
2024-06,weekend,sera,ICN,N_ACF3D2764DA3,arrivo,"(-5,-1]",1,0.0,3.0
2024-06,weekend,sera,ICN,N_ACF3D2764DA3,arrivo,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,ICN,N_ACF3D2764DA3,partenza,"(-10,-5]",1,0.0,6.0
2024-06,weekend,sera,ICN,N_BF0DC42C9523,arrivo,"(-10,-5]",1,0.0,6.0
2024-06,weekend,sera,ICN,N_BF0DC42C9523,partenza,"(-5,-1]",1,0.0,3.0
2024-06,weekend,sera,ICN,N_BF0DC42C9523,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,ICN,N_BF0DC42C9523,partenza,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,ICN,N_C03F51FB3BED,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,ICN,N_C03F51FB3BED,partenza,> 120,1,148.0,0.0
2024-06,weekend,sera,ICN,N_DEBAB2A3D4C0,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,ICN,N_E3B8163AC6FC,partenza,"(-10,-5]",1,0.0,6.0
2024-06,weekend,sera,ICN,N_E8F1FE5811E0,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,ICN,N_E903EB64CBF3,arrivo,"(-15,-10]",1,0.0,11.0
2024-06,weekend,sera,ICN,N_E903EB64CBF3,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,ICN,N_F6D345743682,arrivo,"(-10,-5]",1,0.0,6.0
2024-06,weekend,sera,ICN,N_FEBDC4EA7CA2,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,ICN,N_FEBDC4EA7CA2,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,ICN,N_FEBDC4EA7CA2,arrivo,> 120,1,148.0,0.0
2024-06,weekend,sera,ICN,N_FEBDC4EA7CA2,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,MET,N_2231A438465D,arrivo,"(-5,-1]",3,0.0,5.0
2024-06,weekend,sera,MET,N_2231A438465D,arrivo,"(1,5]",2,7.0,0.0
2024-06,weekend,sera,MET,N_2231A438465D,partenza,"(-5,-1]",2,0.0,8.0
2024-06,weekend,sera,MET,N_2231A438465D,partenza,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,MET,N_2231A438465D,partenza,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,MET,N_2231A438465D,partenza,"(5,10]",1,7.0,0.0
2024-06,weekend,sera,MET,N_42A528D8B57B,arrivo,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,MET,N_42A528D8B57B,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,MET,N_4867F34F8972,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,MET,N_4867F34F8972,arrivo,"(-5,-1]",4,0.0,6.0
2024-06,weekend,sera,MET,N_4867F34F8972,arrivo,"(0,1]",4,4.0,0.0
2024-06,weekend,sera,MET,N_4867F34F8972,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,MET,N_4867F34F8972,arrivo,"(5,10]",1,6.0,0.0
2024-06,weekend,sera,MET,N_4867F34F8972,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,sera,MET,N_4867F34F8972,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,MET,N_4867F34F8972,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,sera,MET,N_4867F34F8972,partenza,"(1,5]",5,14.0,0.0
2024-06,weekend,sera,MET,N_5A1ED9B2CC3E,arrivo,"(-5,-1]",1,0.0,4.0
2024-06,weekend,sera,MET,N_5A1ED9B2CC3E,arrivo,"(1,5]",2,4.0,0.0
2024-06,weekend,sera,MET,N_5A1ED9B2CC3E,arrivo,"(5,10]",1,7.0,0.0
2024-06,weekend,sera,MET,N_5A1ED9B2CC3E,partenza,"(-5,-1]",2,0.0,4.0
2024-06,weekend,sera,MET,N_5A1ED9B2CC3E,partenza,"(1,5]",1,5.0,0.0
2024-06,weekend,sera,MET,N_5A1ED9B2CC3E,partenza,"(5,10]",1,6.0,0.0
2024-06,weekend,sera,MET,N_C03F51FB3BED,arrivo,"(-5,-1]",1,0.0,4.0
2024-06,weekend,sera,MET,N_C03F51FB3BED,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,MET,N_C03F51FB3BED,arrivo,"(5,10]",1,6.0,0.0
2024-06,weekend,sera,MET,N_C03F51FB3BED,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,MET,N_C03F51FB3BED,partenza,"(1,5]",2,4.0,0.0
2024-06,weekend,sera,MET,N_D77D870762C5,arrivo,"(-1,0]",2,0.0,0.0
2024-06,weekend,sera,MET,N_D77D870762C5,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,MET,N_D77D870762C5,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,sera,MET,N_D77D870762C5,arrivo,"(1,5]",5,14.0,0.0
2024-06,weekend,sera,MET,N_D77D870762C5,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,MET,N_D77D870762C5,partenza,"(-5,-1]",4,0.0,6.0
2024-06,weekend,sera,MET,N_D77D870762C5,partenza,"(0,1]",4,4.0,0.0
2024-06,weekend,sera,MET,N_D77D870762C5,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,MET,N_D77D870762C5,partenza,"(5,10]",1,6.0,0.0
2024-06,weekend,sera,NCL,N_7D7B53F2154F,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,NCL,N_E903EB64CBF3,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_0042D1DF87B8,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_0161CF483CE4,arrivo,"(-10,-5]",3,0.0,15.0
2024-06,weekend,sera,REG,N_0161CF483CE4,arrivo,"(-5,-1]",4,0.0,9.0
2024-06,weekend,sera,REG,N_0161CF483CE4,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_0161CF483CE4,arrivo,"(15,30]",1,25.0,0.0
2024-06,weekend,sera,REG,N_0161CF483CE4,partenza,"(1,5]",2,10.0,0.0
2024-06,weekend,sera,REG,N_0161CF483CE4,partenza,"(10,15]",2,24.0,0.0
2024-06,weekend,sera,REG,N_0161CF483CE4,partenza,"(5,10]",1,9.0,0.0
2024-06,weekend,sera,REG,N_02AF18E37314,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_02AF18E37314,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_02AF18E37314,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_02AF18E37314,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_02AF18E37314,arrivo,"(15,30]",1,18.0,0.0
2024-06,weekend,sera,REG,N_02AF18E37314,partenza,"(-10,-5]",1,0.0,5.0
2024-06,weekend,sera,REG,N_02AF18E37314,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_02AF18E37314,partenza,"(5,10]",1,7.0,0.0
2024-06,weekend,sera,REG,N_03F21F592247,arrivo,"(10,15]",1,12.0,0.0
2024-06,weekend,sera,REG,N_03F21F592247,arrivo,"(5,10]",1,7.0,0.0
2024-06,weekend,sera,REG,N_03F21F592247,partenza,"(-5,-1]",2,0.0,2.0
2024-06,weekend,sera,REG,N_03F21F592247,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_049B6C1A1016,arrivo,"(-5,-1]",2,0.0,3.0
2024-06,weekend,sera,REG,N_049B6C1A1016,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,REG,N_049B6C1A1016,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_06F2305DF710,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_06F2305DF710,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_06F2305DF710,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_0778A78A8E9E,arrivo,"(-10,-5]",3,0.0,17.0
2024-06,weekend,sera,REG,N_0778A78A8E9E,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_0778A78A8E9E,partenza,"(-5,-1]",2,0.0,2.0
2024-06,weekend,sera,REG,N_0778A78A8E9E,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_07E03923EBDB,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_0825CE132492,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_0825CE132492,arrivo,"(-10,-5]",2,0.0,10.0
2024-06,weekend,sera,REG,N_0825CE132492,arrivo,"(-5,-1]",6,0.0,16.0
2024-06,weekend,sera,REG,N_0825CE132492,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,REG,N_0825CE132492,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_0825CE132492,partenza,"(-5,-1]",3,0.0,5.0
2024-06,weekend,sera,REG,N_0825CE132492,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,sera,REG,N_0825CE132492,partenza,"(1,5]",4,14.0,0.0
2024-06,weekend,sera,REG,N_08C23BC414B7,arrivo,"(-5,-1]",1,0.0,3.0
2024-06,weekend,sera,REG,N_08C23BC414B7,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_098D485D9D54,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_098D485D9D54,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,sera,REG,N_098D485D9D54,partenza,"(1,5]",1,4.0,0.0
2024-06,weekend,sera,REG,N_0D41A196F1DD,arrivo,"(-5,-1]",2,0.0,4.0
2024-06,weekend,sera,REG,N_0F912C727550,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_0F912C727550,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,sera,REG,N_0F912C727550,partenza,"(-5,-1]",2,0.0,6.0
2024-06,weekend,sera,REG,N_0F912C727550,partenza,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,REG,N_105299730773,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_105299730773,partenza,"(-5,-1]",1,0.0,3.0
2024-06,weekend,sera,REG,N_10FAC90E1EDD,arrivo,"(-10,-5]",2,0.0,12.0
2024-06,weekend,sera,REG,N_10FAC90E1EDD,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,sera,REG,N_10FAC90E1EDD,partenza,"(-10,-5]",2,0.0,11.0
2024-06,weekend,sera,REG,N_10FAC90E1EDD,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,REG,N_10FAC90E1EDD,partenza,"(1,5]",1,4.0,0.0
2024-06,weekend,sera,REG,N_1135E3A06BBC,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_1135E3A06BBC,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_1135E3A06BBC,arrivo,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,REG,N_1135E3A06BBC,partenza,"(-5,-1]",3,0.0,7.0
2024-06,weekend,sera,REG,N_1178F7B0850D,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_1178F7B0850D,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_1178F7B0850D,arrivo,"(5,10]",2,16.0,0.0
2024-06,weekend,sera,REG,N_1178F7B0850D,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_1178F7B0850D,partenza,"(1,5]",4,14.0,0.0
2024-06,weekend,sera,REG,N_12E14CB6B0D0,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,REG,N_12E14CB6B0D0,partenza,"(-10,-5]",1,0.0,5.0
2024-06,weekend,sera,REG,N_12E14CB6B0D0,partenza,"(1,5]",1,5.0,0.0
2024-06,weekend,sera,REG,N_15523132CDAE,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_15523132CDAE,arrivo,"(15,30]",1,22.0,0.0
2024-06,weekend,sera,REG,N_15523132CDAE,arrivo,"(5,10]",2,16.0,0.0
2024-06,weekend,sera,REG,N_15523132CDAE,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_15523132CDAE,partenza,"(15,30]",1,19.0,0.0
2024-06,weekend,sera,REG,N_15523132CDAE,partenza,"(30,60]",1,37.0,0.0
2024-06,weekend,sera,REG,N_16EA1E96E216,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_16EA1E96E216,partenza,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,REG,N_16FE1C8F66FD,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,REG,N_16FE1C8F66FD,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,REG,N_16FE1C8F66FD,partenza,"(-5,-1]",2,0.0,3.0
2024-06,weekend,sera,REG,N_16FE1C8F66FD,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_188AB87A65BC,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,REG,N_188AB87A65BC,arrivo,"(5,10]",1,6.0,0.0
2024-06,weekend,sera,REG,N_188AB87A65BC,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_188AB87A65BC,partenza,"(-5,-1]",2,0.0,4.0
2024-06,weekend,sera,REG,N_188AB87A65BC,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_1926B9FA75C4,arrivo,"(1,5]",2,7.0,0.0
2024-06,weekend,sera,REG,N_1926B9FA75C4,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_1926B9FA75C4,partenza,"(1,5]",2,5.0,0.0
2024-06,weekend,sera,REG,N_1CFD0740D025,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_1CFD0740D025,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,sera,REG,N_1DF0E577C8F9,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_1DF0E577C8F9,arrivo,"(1,5]",2,5.0,0.0
2024-06,weekend,sera,REG,N_1DF0E577C8F9,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_1DF0E577C8F9,partenza,"(1,5]",3,10.0,0.0
2024-06,weekend,sera,REG,N_1E55D25CC515,arrivo,"(5,10]",1,6.0,0.0
2024-06,weekend,sera,REG,N_1E55D25CC515,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_1E55D25CC515,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_206061CF7349,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_206061CF7349,arrivo,"(1,5]",3,8.0,0.0
2024-06,weekend,sera,REG,N_206061CF7349,arrivo,missing,1,0.0,0.0
2024-06,weekend,sera,REG,N_206061CF7349,partenza,"(-10,-5]",1,0.0,5.0
2024-06,weekend,sera,REG,N_20C400A9568C,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_2231A438465D,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_2231A438465D,arrivo,"(0,1]",3,3.0,0.0
2024-06,weekend,sera,REG,N_2231A438465D,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_2231A438465D,partenza,"(-5,-1]",2,0.0,5.0
2024-06,weekend,sera,REG,N_2231A438465D,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_2231A438465D,partenza,"(1,5]",2,8.0,0.0
2024-06,weekend,sera,REG,N_22FD4A51ED9B,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_22FD4A51ED9B,arrivo,"(-5,-1]",1,0.0,3.0
2024-06,weekend,sera,REG,N_22FD4A51ED9B,arrivo,"(5,10]",1,10.0,0.0
2024-06,weekend,sera,REG,N_22FD4A51ED9B,partenza,"(-5,-1]",3,0.0,6.0
2024-06,weekend,sera,REG,N_22FD4A51ED9B,partenza,"(15,30]",1,26.0,0.0
2024-06,weekend,sera,REG,N_23369BEE79A1,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_244C15F9662C,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_244C15F9662C,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,arrivo,"(-10,-5]",1,0.0,5.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,arrivo,"(-5,-1]",12,0.0,29.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,arrivo,"(1,5]",1,5.0,0.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,partenza,"(-10,-5]",2,0.0,14.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,partenza,"(-5,-1]",12,0.0,21.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,partenza,"(1,5]",5,14.0,0.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,partenza,"(10,15]",2,25.0,0.0
2024-06,weekend,sera,REG,N_25B9CF10B7D2,partenza,"(5,10]",2,15.0,0.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,arrivo,"(-5,-1]",14,0.0,31.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,arrivo,"(0,1]",3,3.0,0.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,arrivo,"(1,5]",4,12.0,0.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,partenza,"(-10,-5]",4,0.0,23.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,partenza,"(-30,-15]",1,0.0,15.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,partenza,"(-5,-1]",7,0.0,17.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,partenza,"(0,1]",3,3.0,0.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,partenza,"(1,5]",5,15.0,0.0
2024-06,weekend,sera,REG,N_26FAC2401D1E,partenza,"(5,10]",1,6.0,0.0
2024-06,weekend,sera,REG,N_271FD3BAF268,arrivo,"(1,5]",2,5.0,0.0
2024-06,weekend,sera,REG,N_271FD3BAF268,arrivo,"(15,30]",1,18.0,0.0
2024-06,weekend,sera,REG,N_271FD3BAF268,arrivo,"(5,10]",2,18.0,0.0
2024-06,weekend,sera,REG,N_271FD3BAF268,partenza,"(10,15]",2,25.0,0.0
2024-06,weekend,sera,REG,N_271FD3BAF268,partenza,"(15,30]",3,57.0,0.0
2024-06,weekend,sera,REG,N_2783D143E117,arrivo,"(1,5]",1,5.0,0.0
2024-06,weekend,sera,REG,N_2783D143E117,arrivo,"(15,30]",1,16.0,0.0
2024-06,weekend,sera,REG,N_2783D143E117,partenza,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,REG,N_27E044DF1964,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_27E044DF1964,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_29C899324937,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,REG,N_29C899324937,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,REG,N_29C899324937,partenza,"(1,5]",3,11.0,0.0
2024-06,weekend,sera,REG,N_29D6951DFB5A,arrivo,"(-5,-1]",5,0.0,16.0
2024-06,weekend,sera,REG,N_29D6951DFB5A,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_29D6951DFB5A,partenza,"(-5,-1]",3,0.0,6.0
2024-06,weekend,sera,REG,N_2B5A38574141,arrivo,"(-10,-5]",1,0.0,7.0
2024-06,weekend,sera,REG,N_2B5A38574141,arrivo,"(-5,-1]",5,0.0,9.0
2024-06,weekend,sera,REG,N_2B5A38574141,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,sera,REG,N_2B5A38574141,arrivo,"(1,5]",5,13.0,0.0
2024-06,weekend,sera,REG,N_2B5A38574141,arrivo,"(15,30]",1,26.0,0.0
2024-06,weekend,sera,REG,N_2B5A38574141,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_2B5A38574141,partenza,"(-5,-1]",6,0.0,20.0
2024-06,weekend,sera,REG,N_2B5A38574141,partenza,"(0,1]",3,3.0,0.0
2024-06,weekend,sera,REG,N_2B5A38574141,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_2B5A38574141,partenza,"(10,15]",1,15.0,0.0
2024-06,weekend,sera,REG,N_2B5A38574141,partenza,"(15,30]",1,23.0,0.0
2024-06,weekend,sera,REG,N_2B653A1CD280,arrivo,"(-5,-1]",2,0.0,2.0
2024-06,weekend,sera,REG,N_2B653A1CD280,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_2D84FAAA1358,arrivo,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,REG,N_2D84FAAA1358,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_2D84FAAA1358,partenza,"(15,30]",1,29.0,0.0
2024-06,weekend,sera,REG,N_2FAC400E8862,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_2FAC400E8862,arrivo,"(-5,-1]",2,0.0,5.0
2024-06,weekend,sera,REG,N_2FAC400E8862,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,sera,REG,N_2FAC400E8862,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_2FAC400E8862,partenza,"(-5,-1]",2,0.0,3.0
2024-06,weekend,sera,REG,N_2FAC400E8862,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_2FDB0AFD278A,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_2FFE4FA36CE4,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,REG,N_2FFE4FA36CE4,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,REG,N_327D1BF489ED,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_327D1BF489ED,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,sera,REG,N_327D1BF489ED,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,arrivo,"(-1,0]",2,0.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,arrivo,"(-5,-1]",3,0.0,6.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,arrivo,"(10,15]",2,26.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,arrivo,"(15,30]",1,29.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,arrivo,"(5,10]",2,19.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,partenza,"(-5,-1]",5,0.0,12.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,partenza,"(1,5]",5,18.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,partenza,"(10,15]",1,11.0,0.0
2024-06,weekend,sera,REG,N_33BA0658D0C8,partenza,"(30,60]",1,35.0,0.0
2024-06,weekend,sera,REG,N_3476134E77A1,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,sera,REG,N_362EE82F724F,arrivo,"(-10,-5]",1,0.0,8.0
2024-06,weekend,sera,REG,N_362EE82F724F,arrivo,"(-30,-15]",1,0.0,15.0
2024-06,weekend,sera,REG,N_362EE82F724F,arrivo,"(-5,-1]",4,0.0,10.0
2024-06,weekend,sera,REG,N_362EE82F724F,arrivo,"(0,1]",3,3.0,0.0
2024-06,weekend,sera,REG,N_362EE82F724F,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,sera,REG,N_362EE82F724F,partenza,"(-5,-1]",3,0.0,8.0
2024-06,weekend,sera,REG,N_362EE82F724F,partenza,"(0,1]",3,3.0,0.0
2024-06,weekend,sera,REG,N_362EE82F724F,partenza,"(1,5]",4,15.0,0.0
2024-06,weekend,sera,REG,N_362EE82F724F,partenza,"(5,10]",1,9.0,0.0
2024-06,weekend,sera,REG,N_36C8728B06FB,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,sera,REG,N_36C8728B06FB,arrivo,"(-5,-1]",4,0.0,6.0
2024-06,weekend,sera,REG,N_36C8728B06FB,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,sera,REG,N_36C8728B06FB,partenza,"(-5,-1]",3,0.0,7.0
