mese,categoria,tipo_giorno,fascia_oraria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot,nome_partenza,nome_arrivo
2024-06,REG,infrasettimanale,sera,N_DFDD45FA6AC2,N_26FAC2401D1E,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14.0,0.0,14.0,14.0,14.0,14.0,14.0,0,MONFALCONE,VENEZIA SANTA LUCIA
2024-06,REG,infrasettimanale,sera,N_E02EBCB04D3A,N_F31958C1911C,30,30,0,0,0,0,8,1,21,1,0,0,0,0,25.0,70.0,-45.0,-1.5,-2.0,2.1000000000000014,3.549999999999997,0,LIMONE,FOSSANO
2024-06,REG,infrasettimanale,sera,N_E29B12213D0A,N_248A0C72651B,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0,MONTEBELLUNA,CASTELFRANCO VENETO
2024-06,REG,infrasettimanale,sera,N_E29B12213D0A,N_2FAC400E8862,58,58,0,0,0,0,14,4,40,4,0,0,0,0,50.0,108.0,-58.0,-1.0,-2.0,3.0,6.0,0,MONTEBELLUNA,PADOVA
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_03F21F592247,18,18,0,0,0,0,7,3,8,3,2,2,1,0,85.0,22.0,63.0,3.5,1.0,10.20000000000001,23.599999999999966,0,PISA CENTRALE,LIVORNO CENTRALE
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_0D41A196F1DD,5,5,0,0,0,0,3,0,2,0,0,0,0,0,5.0,3.0,2.0,0.4,0.0,2.8000000000000003,3.3999999999999995,0,PISA CENTRALE,PIAZZA AL SERCHIO
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_51EFB2AB0389,58,58,0,0,0,0,18,15,25,15,5,2,1,0,219.0,96.0,123.0,2.1206896551724137,0.5,9.0,14.0,0,PISA CENTRALE,LA SPEZIA CENTRALE
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_5D245644C03E,14,14,0,0,0,0,5,0,7,0,0,0,0,0,8.0,10.0,-2.0,-0.16666666666666666,-1.0,2.0,2.0,0,PISA CENTRALE,PONTEDERA CASCIANA TERME
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_64270B22B22A,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0,PISA CENTRALE,MASSA CENTRO
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_6DAD4A05816E,60,60,0,0,0,0,23,8,29,8,5,2,1,0,152.0,56.0,96.0,1.6,0.0,8.0,11.099999999999994,0,PISA CENTRALE,FIRENZE S.M.N.
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_ACF3D2764DA3,15,15,0,0,0,0,7,8,0,8,5,2,0,0,114.0,0.0,114.0,7.6,5.0,17.0,20.199999999999996,0,PISA CENTRALE,MILANO CENTRALE
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_DD8D6A1F4D25,15,15,0,0,0,0,6,0,9,0,0,0,0,0,6.0,15.0,-9.0,-0.6,-1.0,1.0,1.5999999999999979,0,PISA CENTRALE,GROSSETO
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_E903EB64CBF3,13,13,0,0,0,0,8,0,5,0,0,0,0,0,4.0,5.0,-1.0,-0.07692307692307693,0.0,1.6000000000000014,2.0,0,PISA CENTRALE,ROMA TERMINI
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_EB7E4660B484,10,10,0,0,0,0,3,1,6,1,0,0,0,0,16.0,16.0,0.0,0.0,-1.5,3.599999999999998,6.299999999999994,0,PISA CENTRALE,CASTELNUOVO DI GARFAGNANA
2024-06,REG,infrasettimanale,sera,N_E2EC0D35D526,N_EDFB5356134D,90,90,0,0,0,0,44,5,41,5,0,0,0,0,105.0,78.0,27.0,0.3,0.0,3.1000000000000085,4.549999999999997,0,PISA CENTRALE,LUCCA
2024-06,REG,infrasettimanale,sera,N_E3B8163AC6FC,N_16EA1E96E216,30,30,0,0,0,0,4,0,26,0,0,0,0,0,7.0,77.0,-70.0,-2.3333333333333335,-3.0,0.10000000000000142,1.5499999999999972,0,PALERMO CENTRALE,ROCCAPALUMBA-ALIA
2024-06,REG,infrasettimanale,sera,N_E3B8163AC6FC,N_8E1CBD641B34,45,45,0,0,0,0,31,3,11,3,0,0,0,0,71.0,16.0,55.0,1.2222222222222223,1.0,3.6000000000000014,4.799999999999997,0,PALERMO CENTRALE,TERMINI IMERESE
2024-06,REG,infrasettimanale,sera,N_E3B8163AC6FC,N_AC64114ADFF7,15,15,0,0,0,0,0,1,14,1,0,0,0,0,6.0,43.0,-37.0,-2.466666666666667,-3.0,-1.0,1.0999999999999925,0,PALERMO CENTRALE,CALTANISSETTA XIRBI
2024-06,REG,infrasettimanale,sera,N_E3B8163AC6FC,N_F6D345743682,28,28,0,0,0,0,14,6,8,6,1,0,0,0,51.0,18.0,33.0,1.1785714285714286,0.0,6.0,7.299999999999997,0,PALERMO CENTRALE,MESSINA CENTRALE
2024-06,REG,infrasettimanale,sera,N_E3B8163AC6FC,N_F81D5A7930D5,120,120,0,0,0,0,94,3,22,3,1,0,0,0,187.0,24.0,163.0,1.3697478991596639,1.0,3.0,4.0,0,PALERMO CENTRALE,PUNTA RAISI
2024-06,REG,infrasettimanale,sera,N_E3B8163AC6FC,N_FBACCF9B6EC3,30,30,0,0,0,0,9,0,21,0,0,0,0,0,9.0,40.0,-31.0,-1.0333333333333334,-1.0,1.1000000000000014,2.0,0,PALERMO CENTRALE,S.AGATA M.
2024-06,REG,infrasettimanale,sera,N_E3D77242249F,N_716DEAB7B82E,14,14,0,0,0,0,5,3,6,3,2,2,0,0,58.0,11.0,47.0,3.357142857142857,1.5,13.700000000000012,19.099999999999998,0,CREMONA,BERGAMO
2024-06,REG,infrasettimanale,sera,N_E3D77242249F,N_9A9F500D82A7,15,15,0,0,0,0,12,3,0,3,2,1,0,0,57.0,0.0,57.0,3.8,2.0,10.399999999999997,14.599999999999998,0,CREMONA,FIDENZA
2024-06,REG,infrasettimanale,sera,N_E3D77242249F,N_F6BAB1C5673F,45,45,0,0,0,0,30,15,0,15,4,2,0,0,213.0,0.0,213.0,4.733333333333333,4.0,7.600000000000001,12.799999999999997,0,CREMONA,BRESCIA
2024-06,REG,infrasettimanale,sera,N_E586B8FC8D6C,N_592534E3C981,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0,MONTERONI D`ARBIA,SIENA
2024-06,REG,infrasettimanale,sera,N_E5F30A08839B,N_D58C6A65D7C1,15,15,0,0,0,0,1,0,14,0,0,0,0,0,1.0,74.0,-73.0,-4.866666666666666,-5.0,-1.8000000000000007,-0.40000000000000213,0,ROCCHETTA S.ANT.LAC.,FOGGIA
2024-06,REG,infrasettimanale,sera,N_E6726A16AA8C,N_4EE209E84954,15,15,0,0,0,0,3,1,11,1,1,1,0,0,26.0,29.0,-3.0,-0.2,-2.0,0.5999999999999996,8.199999999999974,0,OZIERI CHILIVANI,SASSARI
2024-06,REG,infrasettimanale,sera,N_E878615FB0A3,N_DD6564CDFB93,15,15,0,0,0,0,8,0,7,0,0,0,0,0,9.0,11.0,-2.0,-0.13333333333333333,0.0,1.0,1.8999999999999968,0,JESI,ANCONA
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_3F8361F33A46,45,45,0,0,0,0,18,8,19,8,3,1,1,0,120.0,30.0,90.0,2.0,1.0,5.600000000000001,9.999999999999986,0,ROMA TERMINI,VELLETRI
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_42A528D8B57B,14,14,0,0,0,0,2,1,11,1,1,1,1,0,50.0,41.0,9.0,0.6428571428571429,-3.0,3.700000000000001,17.649999999999984,0,ROMA TERMINI,CASERTA
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_45266BDEF136,83,83,0,0,0,0,30,7,46,7,5,2,1,0,151.0,118.0,33.0,0.39759036144578314,-1.0,3.0,10.699999999999974,0,ROMA TERMINI,CASSINO
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_6A5E47BD3937,60,60,0,0,0,0,9,1,50,1,1,0,0,0,23.0,102.0,-79.0,-1.3166666666666667,-2.0,0.10000000000000142,2.049999999999997,0,ROMA TERMINI,ALBANO LAZIALE
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_6DAD4A05816E,8,8,0,0,0,0,2,2,4,2,0,0,0,0,19.0,6.0,13.0,1.625,0.5,7.0,7.0,0,ROMA TERMINI,FIRENZE S.M.N.
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_93A779399DBB,15,15,0,0,0,0,4,10,1,10,7,5,1,0,181.0,1.0,180.0,12.0,9.0,23.999999999999996,32.79999999999998,0,ROMA TERMINI,VITERBO PORTA FIORENTINA
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_9945873CF040,14,14,0,0,0,0,4,1,9,1,1,1,1,1,69.0,49.0,20.0,1.4285714285714286,-3.5,2.700000000000001,23.99999999999998,0,ROMA TERMINI,FROSINONE
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_AA00CE9E4DF9,14,14,0,0,0,0,3,6,5,6,4,4,3,0,172.0,15.0,157.0,11.214285714285714,2.5,40.100000000000016,45.05,0,ROMA TERMINI,FOLIGNO
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_AA0A16F66113,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,ROMA TERMINI,PADIGLIONE
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_AB154A1831F2,13,13,0,0,0,0,11,2,0,2,0,0,0,0,39.0,0.0,39.0,3.0,3.0,4.800000000000001,5.399999999999999,0,ROMA TERMINI,CHIUSI C.T.
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_AF7C7C87621E,203,203,0,0,0,0,111,20,66,20,8,5,2,1,437.0,130.0,307.0,1.5583756345177664,1.0,4.400000000000006,6.199999999999989,0,ROMA TERMINI,FIUMICINO AEROPORTO
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_B467C74DACA2,27,27,0,0,0,0,19,2,6,2,0,0,0,0,42.0,6.0,36.0,1.3333333333333333,1.0,4.0,4.699999999999999,0,ROMA TERMINI,COLLEFERRO-SEGNI-PALIANO
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_C00A09A2B357,60,60,0,0,0,0,6,3,51,3,1,0,0,0,31.0,138.0,-107.0,-1.7833333333333334,-3.0,0.10000000000000142,2.1499999999999915,0,ROMA TERMINI,FRASCATI
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_C2F2CD7408C1,89,89,0,0,0,0,38,7,44,7,1,1,1,0,140.0,117.0,23.0,0.25842696629213485,0.0,4.0,5.0,0,ROMA TERMINI,NETTUNO
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_C8FFC2BCCFE1,28,28,0,0,0,0,20,6,2,6,3,3,0,0,122.0,3.0,119.0,4.25,2.0,10.300000000000008,19.949999999999996,0,ROMA TERMINI,ISERNIA
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_D9EA6835B9EF,29,29,0,0,0,0,20,4,4,4,1,1,0,0,80.0,4.0,76.0,2.7142857142857144,2.0,5.0,7.599999999999994,0,ROMA TERMINI,LATINA
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_D9F16B1C0E0D,74,74,0,0,0,0,36,28,10,28,7,3,0,0,331.0,16.0,315.0,4.256756756756757,3.0,9.0,13.0,0,ROMA TERMINI,CIVITAVECCHIA
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_DC24E40224D9,23,23,0,0,0,0,4,2,17,2,2,1,0,0,45.0,51.0,-6.0,-0.2608695652173913,-2.0,3.6000000000000014,10.29999999999999,0,ROMA TERMINI,FORMIA-GAETA
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_DD6564CDFB93,14,14,0,0,0,0,3,10,1,10,9,6,4,0,266.0,1.0,265.0,18.928571428571427,11.0,50.800000000000004,53.75,0,ROMA TERMINI,ANCONA
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_DD8D6A1F4D25,30,30,0,0,0,0,10,8,12,8,3,1,0,0,92.0,40.0,52.0,1.7333333333333334,0.0,9.100000000000001,10.549999999999997,0,ROMA TERMINI,GROSSETO
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_E2EC0D35D526,30,30,0,0,0,0,9,5,16,5,2,0,0,0,60.0,38.0,22.0,0.7333333333333333,-1.0,6.300000000000004,10.649999999999991,0,ROMA TERMINI,PISA CENTRALE
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_E9632C67CC0B,7,7,0,0,0,0,4,3,0,3,1,0,0,0,32.0,0.0,32.0,4.571428571428571,4.0,7.400000000000002,9.199999999999996,0,ROMA TERMINI,CIAMPINO
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_F047351D32A4,44,44,0,0,0,0,3,4,37,4,3,3,2,0,112.0,342.0,-230.0,-5.2272727272727275,-8.0,3.4000000000000057,18.90000000000002,0,ROMA TERMINI,NAPOLI CENTRALE
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_F0893AF956E9,29,29,0,0,0,0,7,19,3,19,14,12,5,1,480.0,10.0,470.0,16.20689655172414,9.0,34.599999999999994,51.19999999999996,0,ROMA TERMINI,PERUGIA
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_FE3300C7FF4C,1,1,0,0,0,0,0,1,0,1,1,1,1,0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,0,ROMA TERMINI,VAIRANO
2024-06,REG,infrasettimanale,sera,N_E903EB64CBF3,N_FE865763BA15,29,29,0,0,0,0,8,3,18,3,1,0,0,0,37.0,32.0,5.0,0.1724137931034483,-1.0,4.399999999999999,6.599999999999998,0,ROMA TERMINI,MINTURNO
2024-06,REG,infrasettimanale,sera,N_E9632C67CC0B,N_7FA9E3AD7653,2,2,0,0,0,0,2,0,0,0,0,0,0,0,5.0,0.0,5.0,2.5,2.5,2.9,2.95,0,CIAMPINO,ROMA TIBURTINA
2024-06,REG,infrasettimanale,sera,N_E9632C67CC0B,N_E903EB64CBF3,8,8,0,0,0,0,3,1,4,1,0,0,0,0,10.0,16.0,-6.0,-0.75,-0.5,3.799999999999999,5.899999999999997,0,CIAMPINO,ROMA TERMINI
2024-06,REG,infrasettimanale,sera,N_E9B5426CE7DB,N_57FE2A40F392,60,60,0,0,0,0,20,7,33,7,3,1,0,0,121.0,63.0,58.0,0.9666666666666667,-1.0,8.0,9.099999999999994,0,GENOVA NERVI,GENOVA VOLTRI
2024-06,REG,infrasettimanale,sera,N_E9B5426CE7DB,N_C35DAF060D8A,30,30,0,0,0,0,9,8,13,8,0,0,0,0,68.0,21.0,47.0,1.5666666666666667,1.0,7.0,7.549999999999997,0,GENOVA NERVI,GENOVA BRIGNOLE
2024-06,REG,infrasettimanale,sera,N_E9CDB4158858,N_25B9CF10B7D2,73,73,0,0,0,0,19,5,48,5,2,2,2,0,150.0,129.0,21.0,0.2916666666666667,-2.0,3.8999999999999986,5.0,0,POGGIO RUSCO,BOLOGNA C.LE
2024-06,REG,infrasettimanale,sera,N_EB4AA9FA6612,N_FA17B199D7D8,30,30,0,0,0,0,20,6,4,6,1,0,0,0,75.0,7.0,68.0,2.2666666666666666,2.0,6.0,6.0,0,CODIGORO,FERRARA
2024-06,REG,infrasettimanale,sera,N_EB7E4660B484,N_E2EC0D35D526,20,20,0,0,0,0,12,8,0,8,3,2,0,0,101.0,0.0,101.0,5.05,3.5,12.400000000000006,16.0,0,CASTELNUOVO DI GARFAGNANA,PISA CENTRALE
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_25B9CF10B7D2,15,15,0,0,0,0,3,1,11,1,0,0,0,0,10.0,30.0,-20.0,-1.3333333333333333,-2.0,1.5999999999999996,3.1999999999999957,0,PARMA,BOLOGNA C.LE
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_51D1ABF13579,15,15,0,0,0,0,9,5,1,5,2,0,0,0,50.0,1.0,49.0,3.2666666666666666,2.0,9.2,10.299999999999999,0,PARMA,PONTREMOLI
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_51EFB2AB0389,45,45,0,0,0,0,20,18,7,18,6,4,2,0,276.0,15.0,261.0,5.8,3.0,10.600000000000001,17.599999999999994,0,PARMA,LA SPEZIA CENTRALE
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_8B9D044050BD,12,12,0,0,0,0,10,0,2,0,0,0,0,0,17.0,2.0,15.0,1.25,1.0,2.9000000000000004,3.0,0,PARMA,SUZZARA
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_9A9F500D82A7,1,1,0,0,0,0,0,1,0,1,1,1,0,0,17.0,0.0,17.0,17.0,17.0,17.0,17.0,0,PARMA,FIDENZA
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_ACF3D2764DA3,15,15,0,0,0,0,8,6,1,6,3,2,0,0,95.0,1.0,94.0,6.266666666666667,4.0,16.4,22.39999999999999,0,PARMA,MILANO CENTRALE
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_B5DDBA4A079F,15,15,0,0,0,0,7,4,4,4,2,0,0,0,52.0,5.0,47.0,3.1333333333333333,2.0,9.399999999999999,11.899999999999997,0,PARMA,PIADENA
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_C353AD614ED6,13,13,0,0,0,0,13,0,0,0,0,0,0,0,2.0,0.0,2.0,0.15384615384615385,0.0,0.0,0.7999999999999972,0,PARMA,SALSOMAGGIORE T.
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_D680B4DDCF0A,11,11,0,0,0,0,9,0,2,0,0,0,0,0,10.0,2.0,8.0,0.7272727272727273,1.0,2.0,2.0,0,PARMA,GUASTALLA
2024-06,REG,infrasettimanale,sera,N_ECBC275260A2,N_F6BAB1C5673F,44,44,0,0,0,0,18,16,10,16,9,7,6,2,453.0,14.0,439.0,9.977272727272727,3.0,34.10000000000001,51.300000000000026,0,PARMA,BRESCIA
2024-06,REG,infrasettimanale,sera,N_EDFB5356134D,N_0D41A196F1DD,10,10,0,0,0,0,3,0,7,0,0,0,0,0,5.0,13.0,-8.0,-0.8,-1.5,1.1999999999999993,2.099999999999998,0,LUCCA,PIAZZA AL SERCHIO
2024-06,REG,infrasettimanale,sera,N_EDFB5356134D,N_1DF0E577C8F9,15,15,0,0,0,0,9,5,1,5,1,1,0,0,63.0,2.0,61.0,4.066666666666666,2.0,7.799999999999999,12.899999999999986,0,LUCCA,VIAREGGIO
2024-06,REG,infrasettimanale,sera,N_EDFB5356134D,N_6DAD4A05816E,32,32,0,0,0,0,15,4,13,4,2,0,0,0,59.0,26.0,33.0,1.03125,0.0,4.900000000000002,8.899999999999999,0,LUCCA,FIRENZE S.M.N.
2024-06,REG,infrasettimanale,sera,N_EDFB5356134D,N_E2EC0D35D526,60,60,0,0,0,0,33,1,26,1,0,0,0,0,38.0,35.0,3.0,0.05,0.0,2.1000000000000014,3.049999999999997,0,LUCCA,PISA CENTRALE
2024-06,REG,infrasettimanale,sera,N_EDFB5356134D,N_EB7E4660B484,10,10,0,0,0,0,5,2,3,2,0,0,0,0,24.0,7.0,17.0,1.7,2.0,6.1,6.549999999999999,0,LUCCA,CASTELNUOVO DI GARFAGNANA
2024-06,REG,infrasettimanale,sera,N_EE539AC676E9,N_2FEF5E06361D,15,15,0,0,0,0,0,0,15,0,0,0,0,0,0.0,82.0,-82.0,-5.466666666666667,-6.0,-3.4000000000000004,-2.400000000000002,0,BOLZANO,ALA
2024-06,REG,infrasettimanale,sera,N_EE539AC676E9,N_362EE82F724F,60,60,0,0,0,0,14,16,30,16,5,1,0,0,166.0,165.0,1.0,0.016666666666666666,-0.5,9.0,10.149999999999991,0,BOLZANO,VERONA PORTA NUOVA
2024-06,REG,infrasettimanale,sera,N_EE539AC676E9,N_BC426E8898F6,5,5,0,0,0,0,4,1,0,1,0,0,0,0,16.0,0.0,16.0,3.2,2.0,6.4,7.199999999999999,0,BOLZANO,MERANO
2024-06,REG,infrasettimanale,sera,N_EE539AC676E9,N_C8DDC789E5D9,30,30,0,0,0,0,13,5,12,5,0,0,0,0,53.0,14.0,39.0,1.3,1.0,5.0,5.0,0,BOLZANO,TRENTO
2024-06,REG,infrasettimanale,sera,N_EE539AC676E9,N_CBBFAA6775E8,41,41,0,0,0,0,4,0,37,0,0,0,0,0,4.0,105.0,-101.0,-2.4634146341463414,-2.0,-1.0,1.0,0,BOLZANO,BRENNERO
2024-06,REG,infrasettimanale,sera,N_EE5FCCF4C16B,N_9498BA307100,15,15,0,0,0,0,12,0,2,0,0,0,0,0,23.0,2.0,21.0,1.5,2.0,3.0,3.0,0,MANIAGO,SACILE
2024-06,REG,infrasettimanale,sera,N_F02F23FEE086,N_637B235E9838,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,CAMNAGO-LENTATE,MILANO PORTA GARIBALDI
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_42A528D8B57B,101,101,0,0,0,0,35,21,40,21,10,10,1,0,360.0,96.0,264.0,2.75,0.0,12.5,21.0,0,NAPOLI CENTRALE,CASERTA
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_45266BDEF136,14,14,0,0,0,0,3,7,4,7,5,5,3,1,199.0,9.0,190.0,13.571428571428571,5.0,42.1,49.64999999999999,0,NAPOLI CENTRALE,CASSINO
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_550927E1ED5E,12,12,0,0,0,0,5,4,3,4,1,1,0,0,47.0,16.0,31.0,2.5833333333333335,3.0,7.700000000000001,11.599999999999994,0,NAPOLI CENTRALE,COSENZA
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_55C18CEAEA1C,14,14,0,0,0,0,2,8,4,8,7,6,3,1,258.0,19.0,239.0,17.071428571428573,9.5,40.60000000000001,63.99999999999998,0,NAPOLI CENTRALE,BENEVENTO
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_607096404A55,43,43,0,0,0,0,25,7,11,7,1,1,1,1,168.0,20.0,148.0,3.441860465116279,2.0,6.0,8.899999999999999,0,NAPOLI CENTRALE,SAPRI
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_A1632A885EF7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0,NAPOLI CENTRALE,ACERRA
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_A25D0BE27D9B,15,15,0,0,0,0,3,3,9,3,1,0,0,0,28.0,18.0,10.0,0.6666666666666666,-1.0,6.199999999999999,7.899999999999997,0,NAPOLI CENTRALE,VILLA LITERNO
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_C03F51FB3BED,30,30,0,0,0,0,11,11,8,11,3,2,0,0,133.0,26.0,107.0,3.566666666666667,3.0,9.500000000000007,14.549999999999997,0,NAPOLI CENTRALE,SALERNO
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_C8FFC2BCCFE1,14,14,0,0,0,0,4,4,6,4,3,2,1,0,80.0,15.0,65.0,4.642857142857143,0.5,22.60000000000002,28.7,0,NAPOLI CENTRALE,ISERNIA
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_DC24E40224D9,15,15,0,0,0,0,8,7,0,7,6,5,1,1,216.0,0.0,216.0,14.4,3.0,27.0,47.899999999999935,0,NAPOLI CENTRALE,FORMIA-GAETA
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_E903EB64CBF3,30,30,0,0,0,0,7,0,23,0,0,0,0,0,14.0,95.0,-81.0,-2.7,-3.0,2.1000000000000014,3.0,0,NAPOLI CENTRALE,ROMA TERMINI
2024-06,REG,infrasettimanale,sera,N_F047351D32A4,N_FE3300C7FF4C,14,14,0,0,0,0,1,6,7,6,5,3,3,0,154.0,17.0,137.0,9.785714285714286,0.5,40.900000000000006,43.7,0,NAPOLI CENTRALE,VAIRANO
2024-06,REG,infrasettimanale,sera,N_F05F8C811D2B,N_8AE91C7CAA91,57,57,0,0,0,0,31,17,9,17,4,1,0,0,193.0,18.0,175.0,3.0701754385964914,2.0,8.0,11.399999999999991,0,VARESE NORD,M N CADORNA
2024-06,REG,infrasettimanale,sera,N_F0893AF956E9,N_77D367E4BFD2,15,15,0,0,0,0,6,7,2,7,6,3,1,0,155.0,2.0,153.0,10.2,4.0,22.0,33.09999999999996,0,PERUGIA,TERONTOLA CORTONA
2024-06,REG,infrasettimanale,sera,N_F0893AF956E9,N_E903EB64CBF3,15,15,0,0,0,0,4,8,3,8,6,5,3,0,213.0,3.0,210.0,14.0,7.0,38.599999999999994,43.69999999999999,0,PERUGIA,ROMA TERMINI
2024-06,REG,infrasettimanale,sera,N_F31958C1911C,N_1178F7B0850D,15,15,0,0,0,0,6,9,0,9,3,0,0,0,82.0,0.0,82.0,5.466666666666667,5.0,11.799999999999999,13.0,0,FOSSANO,TORINO REBAUDENGO FOSSATA
2024-06,REG,infrasettimanale,sera,N_F31958C1911C,N_7508BB1D63A3,30,30,0,0,0,0,17,7,6,7,1,1,1,0,106.0,7.0,99.0,3.3,2.0,5.100000000000001,6.549999999999997,0,FOSSANO,TORINO STURA
2024-06,REG,infrasettimanale,sera,N_F31958C1911C,N_AFCBEDA6671A,15,15,0,0,0,0,1,1,13,1,0,0,0,0,5.0,45.0,-40.0,-2.6666666666666665,-3.0,-0.40000000000000036,1.4999999999999947,0,FOSSANO,CUNEO
2024-06,REG,infrasettimanale,sera,N_F31958C1911C,N_B3C51F98067B,15,15,0,0,0,0,12,3,0,3,1,1,0,0,62.0,0.0,62.0,4.133333333333334,3.0,6.0,8.99999999999999,0,FOSSANO,CEVA
2024-06,REG,infrasettimanale,sera,N_F31958C1911C,N_C76BB014A48D,15,15,0,0,0,0,9,0,6,0,0,0,0,0,18.0,10.0,8.0,0.5333333333333333,1.0,3.0,3.0,0,FOSSANO,SAN GIUSEPPE DI CAIRO
2024-06,REG,infrasettimanale,sera,N_F31958C1911C,N_E02EBCB04D3A,15,15,0,0,0,0,0,1,14,1,1,1,0,0,22.0,48.0,-26.0,-1.7333333333333334,-4.0,-1.0,5.8999999999999755,0,FOSSANO,LIMONE
2024-06,REG,infrasettimanale,sera,N_F5ADCC2F8BB9,N_0825CE132492,89,89,0,0,0,0,66,16,6,16,5,4,4,1,423.0,6.0,417.0,4.738636363636363,2.0,6.0,9.649999999999991,0,SASSUOLO,MODENA
2024-06,REG,infrasettimanale,sera,N_F5BB85C04F38,N_8AE91C7CAA91,120,120,0,0,0,0,72,43,5,43,11,1,0,0,466.0,5.0,461.0,3.841666666666667,3.0,9.0,10.049999999999997,0,CAMNAGO LENTATE,M N CADORNA
2024-06,REG,infrasettimanale,sera,N_F5C11A0AB557,N_15523132CDAE,42,42,0,0,0,0,10,31,1,31,19,10,0,0,406.0,2.0,404.0,9.619047619047619,8.5,17.9,20.849999999999987,0,LECCO,COLICO
