mese,tipo_giorno,fascia_oraria,categoria,cancellate_tot,effettuate,info_mancante,minuti_anticipo_tot,oltre_60,minuti_netti_tot,corse_osservate,in_orario,oltre_10,cancellate,in_ritardo,oltre_15,oltre_5,parzialmente_cancellate,soppresse,oltre_30,in_anticipo,minuti_ritardo_tot,ritardo_mediano,p95,ritardo_medio,p90
2025-09,infrasettimanale,sera,,0,1170,0,2160.0,32,9806.0,1170,250,332,0,518,236,518,0,0,118,386,11966.0,3.0,45.0,8.49740034662045,30.0
2025-09,infrasettimanale,tarda_mattina,EC,0,361,0,442.0,5,1987.0,361,91,65,0,126,41,126,0,0,20,117,2429.0,2.0,36.0499999999999,5.949101796407184,18.0
2025-09,infrasettimanale,tarda_mattina,EXP,0,18,0,82.0,3,477.0,18,3,4,0,7,4,7,0,0,3,5,559.0,4.0,167.0999999999997,31.799999999999997,76.0
2025-09,infrasettimanale,tarda_mattina,IC,0,623,0,975.0,21,6378.0,623,162,193,0,278,139,278,0,0,68,179,7353.0,3.0,53.10000000000003,10.303715670436189,34.0
2025-09,infrasettimanale,tarda_mattina,ICN,0,43,0,103.0,0,25.0,43,14,3,0,10,2,10,0,0,0,19,128.0,0.0,10.799999999999995,0.5813953488372093,8.0
2025-09,infrasettimanale,tarda_mattina,IR,0,2,0,2.0,0,2.0,2,1,0,0,0,0,0,0,0,0,1,4.0,1.0,3.6999999999999993,1.0,3.4000000000000004
2025-09,infrasettimanale,tarda_mattina,MET,0,1496,0,1894.0,0,-299.0,1496,587,19,0,76,9,76,0,0,3,778,1595.0,-1.0,5.0,-0.2074947952810546,3.0
2025-09,infrasettimanale,tarda_mattina,NCL,0,7,0,165.0,0,-162.0,7,1,0,0,0,0,0,0,0,0,6,3.0,-25.0,1.7999999999999972,-23.142857142857142,0.6000000000000014
2025-09,infrasettimanale,tarda_mattina,REG,0,47075,0,45860.0,93,74191.0,47075,19907,2670,0,7267,1538,7267,0,0,499,18066,120051.0,1.0,11.0,1.639942528735632,6.0
2025-09,infrasettimanale,tarda_mattina,,0,2986,0,2592.0,130,37338.0,2986,726,1072,0,1530,794,1530,0,0,400,666,39930.0,5.0,54.0,12.7782340862423,36.0
2025-09,weekend,mattina,EC,0,49,0,135.0,0,19.0,49,10,5,0,8,3,8,0,0,1,31,154.0,-1.0,16.799999999999955,0.3877551020408163,8.600000000000009
2025-09,weekend,mattina,EXP,0,1,0,0.0,0,36.0,1,0,1,0,1,1,1,0,0,1,0,36.0,36.0,36.0,36.0,36.0
2025-09,weekend,mattina,IC,0,217,0,459.0,4,1387.0,217,57,49,0,75,31,75,0,0,12,81,1846.0,2.0,31.399999999999977,6.511737089201878,19.0
2025-09,weekend,mattina,ICN,0,3,0,26.0,0,-25.0,3,1,0,0,0,0,0,0,0,0,2,1.0,-1.0,0.7999999999999998,-8.333333333333334,0.6000000000000001
2025-09,weekend,mattina,IR,0,1,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2025-09,weekend,mattina,MET,0,353,0,451.0,0,-93.0,353,149,4,0,19,1,19,0,0,0,179,358.0,-1.0,5.0,-0.2680115273775216,3.0
2025-09,weekend,mattina,REG,0,9534,0,11343.0,15,8165.0,9534,4137,375,0,1111,204,1111,0,0,72,4187,19508.0,0.0,8.0,0.8653948065712771,5.0
2025-09,weekend,mattina,,0,994,0,1514.0,14,4126.0,994,340,148,0,296,86,296,0,0,32,356,5640.0,2.0,20.25,4.159274193548387,13.5
2025-09,weekend,notte,EC,0,8,0,18.0,0,-9.0,8,2,0,0,1,0,1,0,0,0,5,9.0,-2.5,4.299999999999999,-1.125,3.6
2025-09,weekend,notte,EN,0,16,0,21.0,2,622.0,16,3,7,0,9,5,9,0,0,4,4,643.0,7.0,226.0,38.875,125.5
2025-09,weekend,notte,EXP,0,9,0,0.0,0,58.0,9,0,1,0,1,1,1,0,0,1,0,58.0,58.0,58.0,58.0,58.0
2025-09,weekend,notte,IC,0,95,0,311.0,2,223.0,95,27,13,0,17,11,17,0,0,5,48,534.0,-1.0,36.00000000000006,2.4239130434782608,15.0
2025-09,weekend,notte,ICN,0,18,0,83.0,2,246.0,18,3,3,0,5,2,5,0,0,2,10,329.0,-1.5,93.24999999999976,13.666666666666666,28.70000000000004
2025-09,weekend,notte,MET,0,126,0,222.0,1,-61.0,126,39,1,0,4,1,4,0,0,1,82,161.0,-1.0,3.0,-0.488,2.0
2025-09,weekend,notte,REG,0,4221,0,5309.0,17,3800.0,4221,1767,164,0,472,94,472,0,0,35,1940,9109.0,0.0,8.0,0.9093084469968892,5.0
2025-09,weekend,notte,,0,332,0,920.0,8,1254.0,332,80,66,0,104,34,104,0,0,16,148,2174.0,0.0,27.75,3.7771084337349397,15.5
2025-09,weekend,pomeriggio,EC,0,112,0,197.0,1,520.0,112,26,20,0,39,15,39,0,0,8,46,717.0,2.0,31.5,4.684684684684685,19.0
2025-09,weekend,pomeriggio,EXP,0,2,0,9.0,0,26.0,2,0,1,0,1,1,1,0,0,1,1,35.0,13.0,32.8,13.0,30.6
2025-09,weekend,pomeriggio,IC,0,193,0,292.0,6,1459.0,193,44,50,0,83,34,83,0,0,14,63,1751.0,3.0,37.54999999999998,7.678947368421052,26.0
2025-09,weekend,pomeriggio,ICN,0,3,0,7.0,0,-7.0,3,1,0,0,0,0,0,0,0,0,2,0.0,-2.0,-0.2000000000000001,-2.333333333333333,-0.3999999999999999
2025-09,weekend,pomeriggio,IR,0,1,0,0.0,0,20.0,1,0,1,0,1,1,1,0,0,0,0,20.0,20.0,20.0,20.0,20.0
2025-09,weekend,pomeriggio,MET,0,452,0,611.0,0,22.0,452,164,17,0,27,11,27,0,0,3,254,633.0,-1.0,7.799999999999954,0.049438202247191,3.0
2025-09,weekend,pomeriggio,REG,0,11944,0,13965.0,31,13585.0,11944,5104,549,0,1608,323,1608,0,0,116,5157,27550.0,0.0,9.0,1.144578313253012,6.0
2025-09,weekend,pomeriggio,,0,1004,0,1588.0,52,10912.0,1004,216,280,0,430,220,430,0,0,140,356,12500.0,3.0,60.0,10.890219560878243,39.0
2025-09,weekend,sera,EC,0,71,0,82.0,0,325.0,71,12,18,0,33,9,33,0,0,0,25,407.0,3.5,21.55,4.642857142857143,15.500000000000009
2025-09,weekend,sera,EN,0,15,0,0.0,2,297.0,15,3,8,0,12,5,12,0,0,3,0,297.0,10.0,71.29999999999998,19.8,51.39999999999999
2025-09,weekend,sera,EXP,0,5,0,9.0,0,32.0,5,1,1,0,1,1,1,0,0,1,3,41.0,-1.0,31.599999999999994,6.4,24.200000000000003
2025-09,weekend,sera,IC,0,111,0,240.0,4,879.0,111,28,26,0,40,20,40,0,0,10,43,1119.0,2.0,43.0,7.918918918918919,25.0
2025-09,weekend,sera,ICN,0,100,0,362.0,2,456.0,100,23,12,0,27,8,27,0,0,6,50,818.0,-0.5,31.199999999999992,4.56,11.0
2025-09,weekend,sera,MET,0,406,0,556.0,0,-128.0,406,168,6,0,22,1,22,0,0,1,214,428.0,-1.0,5.0,-0.3168316831683168,3.0
2025-09,weekend,sera,REG,0,10158,0,11170.0,35,17543.0,10158,4256,635,0,1639,359,1639,0,0,130,4175,28713.0,0.0,11.0,1.7421052631578946,7.0
2025-09,weekend,sera,,0,390,0,1002.0,20,2388.0,390,82,86,0,134,64,134,0,0,32,174,3390.0,1.0,60.399999999999864,6.123076923076923,23.0
2025-09,weekend,tarda_mattina,EC,0,154,0,253.0,3,914.0,154,35,35,0,56,24,56,0,0,9,63,1167.0,2.0,30.69999999999999,5.935064935064935,21.40000000000004
2025-09,weekend,tarda_mattina,EXP,0,2,0,0.0,1,68.0,2,0,1,0,1,1,1,0,0,1,0,68.0,68.0,68.0,68.0,68.0
2025-09,weekend,tarda_mattina,IC,0,252,0,798.0,10,1712.0,252,53,56,0,86,44,86,0,0,28,112,2510.0,1.0,53.5,6.820717131474104,33.0
2025-09,weekend,tarda_mattina,ICN,0,16,0,71.0,0,-42.0,16,4,0,0,3,0,3,0,0,0,9,29.0,-1.0,8.25,-2.625,6.5
2025-09,weekend,tarda_mattina,MET,0,524,0,755.0,0,-272.0,524,187,5,0,30,2,30,0,0,1,301,483.0,-1.0,5.0,-0.525096525096525,3.0
2025-09,weekend,tarda_mattina,REG,0,13209,0,15890.0,13,10151.0,13209,5616,512,0,1570,279,1570,0,0,75,5929,26041.0,0.0,8.0,0.7739992375142966,5.0
2025-09,weekend,tarda_mattina,,0,982,0,1100.0,42,11116.0,982,260,290,0,456,208,456,0,0,120,256,12216.0,4.0,53.0,11.436213991769549,34.0
2025-10,infrasettimanale,mattina,EC,0,155,0,319.0,0,194.0,155,40,15,0,43,7,43,0,0,1,67,513.0,1.0,14.0,1.2933333333333332,9.099999999999994
2025-10,infrasettimanale,mattina,EN,0,4,0,0.0,0,27.0,4,1,1,0,3,0,3,0,0,0,0,27.0,6.0,10.249999999999998,6.75,9.5
2025-10,infrasettimanale,mattina,IC,0,588,0,649.0,20,5021.0,588,161,143,0,244,92,244,0,0,47,162,5670.0,3.0,45.39999999999986,8.855379188712522,23.40000000000004
2025-10,infrasettimanale,mattina,ICN,0,3,0,62.0,0,-62.0,3,0,0,0,0,0,0,0,0,0,3,0.0,-24.0,-13.199999999999998,-20.666666666666668,-14.4
2025-10,infrasettimanale,mattina,IR,0,1,0,1.0,0,-1.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-1.0,-1.0,-1.0,-1.0
2025-10,infrasettimanale,mattina,MET,0,1251,0,1173.0,1,1809.0,1251,554,67,0,170,37,170,0,0,12,504,2982.0,1.0,10.0,1.473127035830619,6.0
2025-10,infrasettimanale,mattina,NCL,0,4,0,0.0,1,138.0,4,0,4,0,4,3,4,0,0,2,0,138.0,32.5,57.3,34.5,54.6
2025-10,infrasettimanale,mattina,REG,0,40077,0,33531.0,99,97435.0,40077,17702,3001,0,8479,1625,8479,0,0,533,13193,130966.0,1.0,13.0,2.474602529588053,8.0
2025-10,infrasettimanale,mattina,,0,3276,0,2706.0,106,35762.0,3276,914,1020,0,1580,702,1580,0,0,360,716,38468.0,4.0,52.0,11.140809968847352,31.600000000000136
2025-10,infrasettimanale,notte,DIR,0,1,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2025-10,infrasettimanale,notte,EC,0,24,0,69.0,0,-4.0,24,5,1,0,4,1,4,0,0,1,15,65.0,-1.5,8.699999999999996,-0.1666666666666666,6.699999999999999
2025-10,infrasettimanale,notte,EN,0,12,0,0.0,0,50.0,12,7,0,0,5,0,5,0,0,0,0,50.0,4.0,6.799999999999997,4.166666666666667,5.0
2025-10,infrasettimanale,notte,EXP,0,1,0,11.0,0,-11.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-11.0,-11.0,-11.0,-11.0
2025-10,infrasettimanale,notte,IC,0,324,0,659.0,6,2028.0,324,75,77,0,135,46,135,0,0,24,101,2687.0,3.0,35.5,6.520900321543408,22.0
2025-10,infrasettimanale,notte,ICN,0,76,0,269.0,1,23.0,76,29,6,0,15,5,15,0,0,2,32,292.0,1.0,15.0,0.3026315789473684,7.5
2025-10,infrasettimanale,notte,MET,0,441,0,865.0,0,-391.0,441,136,7,0,16,6,16,0,0,4,286,474.0,-1.0,4.0,-0.8926940639269406,2.0
2025-10,infrasettimanale,notte,NCL,0,16,0,0.0,10,1318.0,16,0,16,0,16,16,16,0,0,16,0,1318.0,74.0,137.75,82.375,127.5
2025-10,infrasettimanale,notte,REG,0,16509,0,17633.0,54,24515.0,16509,7310,862,0,2306,527,2306,0,0,219,6594,42148.0,0.0,10.0,1.512338062924121,6.0
2025-10,infrasettimanale,notte,,0,1192,0,1196.0,48,12434.0,1192,346,324,0,494,240,494,0,0,140,318,13630.0,3.0,53.10000000000002,10.73747841105354,32.200000000000045
2025-10,infrasettimanale,pomeriggio,EC,0,310,0,426.0,6,2184.0,310,75,81,0,128,55,128,0,0,24,98,2610.0,3.0,39.0,7.255813953488371,24.0
2025-10,infrasettimanale,pomeriggio,EXP,0,5,0,3.0,1,68.0,5,1,1,0,2,1,2,0,0,1,2,71.0,1.0,51.79999999999999,13.6,40.60000000000001
2025-10,infrasettimanale,pomeriggio,IC,0,447,0,488.0,11,3286.0,447,109,101,0,206,75,206,0,0,26,112,3774.0,4.0,32.69999999999999,7.695550351288056,23.0
2025-10,infrasettimanale,pomeriggio,ICN,0,23,0,79.0,0,46.0,23,0,3,0,5,2,5,0,0,2,18,125.0,-4.0,39.79999999999996,2.0,10.400000000000002
2025-10,infrasettimanale,pomeriggio,MET,0,1549,0,2381.0,1,52.0,1549,538,56,0,118,34,118,0,0,15,864,2433.0,-1.0,7.0,0.0342105263157894,4.0
2025-10,infrasettimanale,pomeriggio,NCL,0,14,0,73.0,4,357.0,14,0,7,0,9,6,9,0,0,6,2,430.0,32.0,103.5,32.45454545454545,95.0
2025-10,infrasettimanale,pomeriggio,REG,0,48709,0,43902.0,107,100525.0,48709,21285,3274,0,9063,1810,9063,0,0,601,16838,144427.0,1.0,12.0,2.13039884711567,7.0
2025-10,infrasettimanale,pomeriggio,,0,3122,0,3246.0,68,29034.0,3122,776,1002,0,1476,692,1476,0,0,278,812,32280.0,4.0,42.450000000000045,9.475848563968668,27.0
2025-10,infrasettimanale,sera,EC,0,243,0,268.0,4,1460.0,243,53,56,0,102,28,102,0,0,15,77,1728.0,3.0,34.0,6.293103448275862,16.0
2025-10,infrasettimanale,sera,EN,0,13,0,10.0,2,350.0,13,0,10,0,12,9,12,0,0,5,1,360.0,18.0,72.79999999999998,26.923076923076923,65.40000000000002
2025-10,infrasettimanale,sera,EXP,0,13,0,54.0,2,149.0,13,2,4,0,4,4,4,0,0,3,7,203.0,-1.0,72.6,11.461538461538462,62.800000000000026
2025-10,infrasettimanale,sera,IC,0,393,0,804.0,17,3699.0,393,77,85,0,128,58,128,0,0,35,167,4503.0,1.0,54.89999999999998,9.943548387096774,25.0
2025-10,infrasettimanale,sera,ICN,0,258,0,618.0,7,1370.0,258,69,48,0,75,35,75,0,0,19,114,1988.0,0.0,44.14999999999998,5.310077519379845,22.30000000000001
2025-10,infrasettimanale,sera,MET,0,1454,0,2286.0,0,-502.0,1454,557,33,0,100,17,100,0,0,4,769,1784.0,-1.0,6.0,-0.3520336605890603,3.0
2025-10,infrasettimanale,sera,NCL,0,22,0,27.0,9,1181.0,22,0,21,0,21,20,21,0,0,16,1,1208.0,46.0,95.0,53.68181818181818,94.6
2025-10,infrasettimanale,sera,REG,0,38651,0,37974.0,175,100493.0,38651,15841,3200,0,8237,1802,8237,0,0,671,13727,138467.0,1.0,14.0,2.658193360666578,8.0
2025-10,infrasettimanale,sera,,0,1174,0,2040.0,22,6188.0,1174,250,250,0,436,134,436,0,0,44,462,8228.0,2.0,25.0,5.390243902439025,16.0
2025-10,infrasettimanale,tarda_mattina,EC,0,377,0,508.0,7,2192.0,377,101,80,0,138,48,138,0,0,19,129,2700.0,2.0,29.649999999999977,5.956521739130435,19.0
2025-10,infrasettimanale,tarda_mattina,EXP,0,6,0,97.0,0,-64.0,6,0,2,0,2,1,2,0,0,0,4,33.0,-5.5,19.75,-10.666666666666666,16.5
2025-10,infrasettimanale,tarda_mattina,IC,0,698,0,1335.0,21,5339.0,698,154,189,0,292,134,292,0,0,59,227,6674.0,2.0,47.19999999999994,7.933135215453194,24.800000000000068
2025-10,infrasettimanale,tarda_mattina,ICN,0,49,0,141.0,2,152.0,49,10,6,0,17,4,17,0,0,2,22,293.0,2.0,20.399999999999977,3.1020408163265305,11.600000000000009
2025-10,infrasettimanale,tarda_mattina,IR,0,2,0,1.0,0,-1.0,2,0,0,0,0,0,0,0,0,0,1,0.0,-1.0,-1.0,-1.0,-1.0
2025-10,infrasettimanale,tarda_mattina,MET,0,1758,0,2778.0,0,-971.0,1758,597,31,0,102,12,102,0,0,2,1021,1807.0,-1.0,5.0,-0.5645348837209302,3.0
2025-10,infrasettimanale,tarda_mattina,NCL,0,17,0,221.0,1,75.0,17,0,7,0,7,6,7,0,0,3,6,296.0,11.0,81.39999999999989,5.769230769230769,49.60000000000001
2025-10,infrasettimanale,tarda_mattina,REG,0,49018,0,49948.0,88,67392.0,49018,21307,2360,0,7091,1313,7091,0,0,427,19235,117340.0,0.0,9.0,1.4148174584846642,6.0
2025-10,infrasettimanale,tarda_mattina,,0,2990,0,2506.0,98,30408.0,2990,844,910,0,1456,636,1456,0,0,324,620,32914.0,4.0,48.04999999999996,10.413698630136986,32.100000000000136
2025-10,weekend,mattina,EC,0,47,0,109.0,0,3.0,47,10,4,0,6,2,6,0,0,1,30,112.0,-1.5,11.75,0.0652173913043478,5.5
2025-10,weekend,mattina,EN,0,2,0,5.0,0,1.0,2,0,0,0,1,0,1,0,0,0,1,6.0,0.5,5.449999999999999,0.5,4.9
2025-10,weekend,mattina,EXP,0,5,0,13.0,1,99.0,5,0,1,0,2,1,2,0,0,1,3,112.0,-2.0,86.59999999999998,19.8,66.20000000000002
2025-10,weekend,mattina,IC,0,205,0,417.0,2,764.0,205,61,22,0,60,13,60,0,0,10,84,1181.0,1.0,24.59999999999988,3.726829268292683,10.0
2025-10,weekend,mattina,ICN,0,1,0,9.0,0,-9.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-9.0,-9.0,-9.0,-9.0
2025-10,weekend,mattina,IR,0,1,0,4.0,0,-4.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-4.0,-4.0,-4.0,-4.0
2025-10,weekend,mattina,MET,0,383,0,551.0,0,-217.0,383,155,3,0,16,1,16,0,0,1,209,334.0,-1.0,4.0,-0.5710526315789474,2.1000000000000227
2025-10,weekend,mattina,REG,0,9534,0,10958.0,11,9783.0,9534,4079,436,0,1266,237,1266,0,0,65,4122,20741.0,0.0,9.0,1.033379106369494,6.0
2025-10,weekend,mattina,,0,990,0,1572.0,32,8762.0,990,252,254,0,412,202,412,0,0,94,326,10334.0,3.0,47.0,8.85050505050505,27.0
2025-10,weekend,notte,EC,0,8,0,18.0,0,9.0,8,1,1,0,1,1,1,0,0,0,6,27.0,-2.5,17.549999999999986,1.125,8.099999999999994
2025-10,weekend,notte,EN,0,5,0,1.0,0,14.0,5,3,0,0,1,0,1,0,0,0,1,15.0,3.0,6.4,2.8,5.800000000000001
2025-10,weekend,notte,EXP,0,6,0,34.0,1,36.0,6,0,1,0,1,1,1,0,0,1,5,70.0,-3.5,52.0,6.0,34.0
2025-10,weekend,notte,IC,0,111,0,376.0,1,349.0,111,26,20,0,31,14,31,0,0,6,53,725.0,1.0,30.84999999999998,3.172727272727273,17.500000000000043
2025-10,weekend,notte,ICN,0,22,0,123.0,0,-96.0,22,4,1,0,2,1,2,0,0,0,16,27.0,-4.5,6.799999999999997,-4.363636363636363,2.8000000000000043
2025-10,weekend,notte,MET,0,130,0,279.0,0,-161.0,130,33,3,0,6,1,6,0,0,0,91,118.0,-2.0,3.0,-1.2384615384615385,2.0
2025-10,weekend,notte,NCL,0,10,0,0.0,6,789.0,10,0,6,0,6,6,6,0,0,6,0,789.0,141.0,157.75,131.5,157.5
2025-10,weekend,notte,REG,0,4168,0,5649.0,4,2715.0,4168,1712,166,0,466,111,466,0,0,36,1955,8364.0,0.0,8.0,0.6569078151463827,5.0
2025-10,weekend,notte,,0,336,0,586.0,8,2750.0,336,74,98,0,142,64,142,0,0,34,120,3336.0,2.0,38.30000000000001,8.18452380952381,28.600000000000023
2025-10,weekend,pomeriggio,EC,0,96,0,177.0,2,445.0,96,24,16,0,27,13,27,0,0,5,42,622.0,1.0,28.19999999999997,4.78494623655914,23.999999999999982
2025-10,weekend,pomeriggio,EXP,0,5,0,16.0,1,222.0,5,1,1,0,1,1,1,0,0,1,3,238.0,-4.0,188.0,44.4,142.00000000000003
2025-10,weekend,pomeriggio,IC,0,161,0,351.0,1,825.0,161,38,37,0,53,28,53,0,0,11,70,1176.0,1.0,37.0,5.124223602484472,20.0
2025-10,weekend,pomeriggio,ICN,0,9,0,36.0,0,-21.0,9,0,1,0,1,1,1,0,0,0,8,15.0,-4.0,7.799999999999994,-2.333333333333333,0.6000000000000032
2025-10,weekend,pomeriggio,IR,0,1,0,0.0,0,3.0,1,1,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0
2025-10,weekend,pomeriggio,MET,0,490,0,789.0,0,-415.0,490,174,6,0,17,4,17,0,0,0,294,374.0,-1.0,3.7999999999999545,-0.8556701030927835,2.0
2025-10,weekend,pomeriggio,REG,0,11512,0,13677.0,18,11020.0,11512,5026,457,0,1435,255,1435,0,0,99,4976,24697.0,0.0,8.0,0.9635393897000964,5.0
2025-10,weekend,pomeriggio,,0,988,0,1846.0,24,6926.0,988,254,226,0,358,158,358,0,0,66,376,8772.0,2.0,38.0,7.010121457489879,21.0
2025-10,weekend,sera,EC,0,69,0,105.0,1,297.0,69,23,10,0,17,10,17,0,0,4,27,402.0,1.0,28.99999999999996,4.432835820895522,21.4
2025-10,weekend,sera,EN,0,7,0,2.0,0,84.0,7,1,4,0,4,3,4,0,0,0,2,86.0,11.0,25.1,12.0,24.200000000000006
2025-10,weekend,sera,EXP,0,7,0,10.0,0,-9.0,7,2,0,0,0,0,0,0,0,0,1,1.0,0.0,0.8999999999999998,-3.0,0.8
2025-10,weekend,sera,IC,0,125,0,259.0,4,988.0,125,37,20,0,31,15,31,0,0,8,57,1247.0,0.0,34.599999999999994,7.904,15.600000000000009
2025-10,weekend,sera,ICN,0,103,0,306.0,0,110.0,103,21,12,0,25,8,25,0,0,4,57,416.0,-1.0,22.0,1.0679611650485437,10.799999999999997
2025-10,weekend,sera,MET,0,445,0,756.0,0,-292.0,445,171,10,0,21,3,21,0,0,1,247,464.0,-1.0,4.0,-0.6651480637813213,3.0
2025-10,weekend,sera,REG,0,9670,0,11325.0,16,11959.0,9670,4063,488,0,1414,258,1414,0,0,95,4140,23284.0,0.0,10.0,1.2435270874493085,6.0
2025-10,weekend,sera,,0,356,0,1184.0,2,658.0,356,72,56,0,96,44,96,0,0,16,188,1842.0,-1.0,28.0,1.848314606741573,17.30000000000001
2025-10,weekend,tarda_mattina,EC,0,147,0,312.0,2,686.0,147,26,31,0,56,22,56,0,0,6,61,998.0,1.0,24.90000000000001,4.7972027972027975,17.799999999999997
2025-10,weekend,tarda_mattina,IC,0,253,0,606.0,9,1379.0,253,61,57,0,84,36,84,0,0,16,108,1985.0,1.0,36.999999999999886,5.450592885375494,23.200000000000045
2025-10,weekend,tarda_mattina,ICN,0,17,0,50.0,1,67.0,17,6,1,0,2,1,2,0,0,1,9,117.0,-1.0,26.59999999999993,3.941176470588236,5.600000000000001
2025-10,weekend,tarda_mattina,MET,0,586,0,1028.0,0,-551.0,586,203,4,0,30,2,30,0,0,0,347,477.0,-1.0,5.0,-0.9499999999999998,3.0
2025-10,weekend,tarda_mattina,REG,0,13116,0,15849.0,18,9864.0,13116,5692,474,0,1512,260,1512,0,0,78,5837,25713.0,0.0,8.0,0.756383712905452,5.0
2025-10,weekend,tarda_mattina,,0,904,0,1370.0,42,9888.0,904,230,274,0,408,190,408,0,0,88,266,11258.0,3.5,54.0,10.938053097345133,29.0
2025-11,infrasettimanale,mattina,EC,0,136,0,332.0,2,274.0,136,42,18,0,28,12,28,0,0,3,63,606.0,0.0,18.0,2.0601503759398496,13.0
2025-11,infrasettimanale,mattina,EN,0,1,0,0.0,0,36.0,1,0,1,0,1,1,1,0,0,1,0,36.0,36.0,36.0,36.0,36.0
2025-11,infrasettimanale,mattina,EXP,0,2,0,0.0,0,26.0,2,0,2,0,2,1,2,0,0,0,0,26.0,13.0,14.8,13.0,14.6
2025-11,infrasettimanale,mattina,IC,0,527,0,704.0,18,4671.0,527,143,132,0,231,100,231,0,0,50,148,5375.0,4.0,48.94999999999999,8.948275862068966,28.0
2025-11,infrasettimanale,mattina,ICN,0,2,0,39.0,0,-39.0,2,0,0,0,0,0,0,0,0,0,2,0.0,-19.5,-17.25,-19.5,-17.5
2025-11,infrasettimanale,mattina,IR,0,2,0,6.0,0,-6.0,2,0,0,0,0,0,0,0,0,0,2,0.0,-3.0,-2.1,-3.0,-2.2
2025-11,infrasettimanale,mattina,MET,0,902,0,811.0,1,946.0,902,448,24,0,98,13,98,0,0,1,341,1757.0,1.0,7.0,1.0665163472378805,5.0
2025-11,infrasettimanale,mattina,NCL,0,5,0,5.0,0,89.0,5,0,3,0,3,3,3,0,0,1,1,94.0,22.5,45.24999999999999,22.25,41.5
2025-11,infrasettimanale,mattina,REG,0,35205,0,30347.0,71,85652.0,35205,15288,2790,0,7773,1477,7773,0,0,437,11392,115999.0,1.0,13.0,2.4860534641395526,8.0
2025-11,infrasettimanale,mattina,,0,5880,0,6856.0,272,67108.0,5880,1532,1764,0,2808,1288,2808,0,0,668,1520,73964.0,4.0,55.79999999999996,11.451877133105802,32.0
2025-11,infrasettimanale,notte,EC,0,20,0,103.0,0,-99.0,20,2,0,0,0,0,0,0,0,0,18,4.0,-5.5,0.2000000000000028,-4.95,-0.8999999999999986
2025-11,infrasettimanale,notte,EN,0,15,0,0.0,3,414.0,15,0,7,0,15,6,15,0,0,5,0,414.0,9.0,84.39999999999995,27.6,69.2
2025-11,infrasettimanale,notte,EXP,0,1,0,7.0,0,-7.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-7.0,-7.0,-7.0,-7.0
2025-11,infrasettimanale,notte,IC,0,295,0,685.0,9,1954.0,295,83,64,0,113,38,113,0,0,21,96,2639.0,2.0,36.0,6.691780821917808,17.0
2025-11,infrasettimanale,notte,ICN,0,54,0,158.0,3,459.0,54,12,14,0,19,8,19,0,0,7,23,617.0,1.0,62.84999999999994,8.5,49.7
2025-11,infrasettimanale,notte,MET,0,300,0,429.0,1,-64.0,300,111,7,0,14,5,14,0,0,1,173,365.0,-1.0,4.0,-0.2147651006711409,2.300000000000012
2025-11,infrasettimanale,notte,NCL,0,30,0,178.0,6,716.0,30,0,12,0,12,12,12,0,0,11,10,894.0,29.0,117.7,32.54545454545455,111.20000000000002
2025-11,infrasettimanale,notte,REG,0,14550,0,16623.0,31,19573.0,14550,6290,778,0,2127,451,2127,0,0,158,5841,36196.0,0.0,10.0,1.37277317996914,6.0
2025-11,infrasettimanale,notte,,0,2080,0,2300.0,56,18604.0,2080,652,536,0,880,352,880,0,0,176,548,20904.0,3.0,44.0,8.944230769230769,26.0
2025-11,infrasettimanale,pomeriggio,EC,0,270,0,539.0,2,1406.0,270,53,71,0,99,46,99,0,0,18,109,1945.0,2.0,38.0,5.3869731800766285,22.0
2025-11,infrasettimanale,pomeriggio,EXP,0,7,0,14.0,0,30.0,7,4,2,0,2,2,2,0,0,0,1,44.0,3.0,19.5,4.285714285714286,18.0
2025-11,infrasettimanale,pomeriggio,IC,0,402,0,513.0,11,3616.0,402,106,110,0,165,80,165,0,0,43,125,4129.0,3.0,49.0,9.131313131313131,31.5
2025-11,infrasettimanale,pomeriggio,ICN,0,10,0,24.0,1,63.0,10,0,2,0,3,1,3,0,0,1,7,87.0,-2.5,42.599999999999945,6.3,19.19999999999998
2025-11,infrasettimanale,pomeriggio,IR,0,1,0,0.0,0,54.0,1,0,1,0,1,1,1,0,0,1,0,54.0,54.0,54.0,54.0,54.0
2025-11,infrasettimanale,pomeriggio,MET,0,1094,0,1079.0,0,524.0,1094,492,31,0,104,12,104,0,0,1,473,1603.0,0.0,6.599999999999909,0.490177736202058,4.0
2025-11,infrasettimanale,pomeriggio,NCL,0,50,0,158.0,10,1319.0,50,1,17,0,18,14,18,0,0,14,3,1477.0,44.0,191.75,59.95454545454545,164.50000000000009
