mese,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot,ruolo,nome_stazione
2026-02,EC,S05043,4,4,0,0,0,0,1,3,0,3,1,1,0,0,34,0,34,8.5,7.0,15.3,16.65,0,partenza,BOLOGNA CENTRALE
2026-02,EC,S06421,1,1,0,0,0,0,0,1,0,1,1,1,1,0,33,0,33,33.0,33.0,33.0,33.0,0,arrivo,FIRENZE SANTA MARIA NOVELLA
2026-02,EC,S06421,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,3,-1,-0.5,-0.5,1.5,1.7499999999999998,0,partenza,FIRENZE SANTA MARIA NOVELLA
2026-02,ECFR,S00201,4,4,0,0,0,0,0,4,0,4,3,1,1,0,73,0,73,18.25,13.0,31.500000000000004,35.24999999999999,0,partenza,MODANE
2026-02,ECFR,S01700,4,4,0,0,0,0,0,4,0,4,3,1,1,0,73,0,73,18.25,13.0,31.500000000000004,35.24999999999999,0,arrivo,MILANO CENTRALE
2026-02,EN,S03015,1,0,1,0,0,0,0,1,0,1,1,1,0,0,19,0,19,19.0,19.0,19.0,19.0,1,partenza,TARVISIO BOSCOVERDE
2026-02,EN,S05043,1,1,0,0,0,0,0,1,0,1,1,1,0,0,20,0,20,20.0,20.0,20.0,20.0,0,arrivo,BOLOGNA CENTRALE
2026-02,EN,S05043,1,1,0,0,0,0,0,1,0,1,1,1,1,0,36,0,36,36.0,36.0,36.0,36.0,0,partenza,BOLOGNA CENTRALE
2026-02,EN,S08217,2,1,1,0,0,0,0,2,0,2,2,2,1,0,55,0,55,27.5,27.5,34.3,35.15,1,arrivo,ROMA TIBURTINA
2026-02,EN,S08217,1,1,0,0,0,0,0,1,0,1,1,1,0,0,20,0,20,20.0,20.0,20.0,20.0,0,partenza,ROMA TIBURTINA
2026-02,EXP,S02430,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-12,-12.0,-12.0,-12.0,-12.0,0,arrivo,VERONA PORTA NUOVA
2026-02,EXP,S02430,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,0,partenza,VERONA PORTA NUOVA
2026-02,EXP,S04501,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,arrivo,VENTIMIGLIA
2026-02,EXP,S04516,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,partenza,ALBENGA
2026-02,EXP,S06500,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,0,arrivo,PISA CENTRALE
2026-02,EXP,S06500,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,0,partenza,PISA CENTRALE
2026-02,EXP,S07113,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11,0,11,11.0,11.0,11.0,11.0,0,arrivo,ANCONA
2026-02,EXP,S07113,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-12,-12.0,-12.0,-12.0,-12.0,0,partenza,ANCONA
2026-02,EXP,S08406,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,0,arrivo,ROMA OSTIENSE
2026-02,EXP,S08406,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11,0,11,11.0,11.0,11.0,11.0,0,partenza,ROMA OSTIENSE
2026-02,FA,S04700,3,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0.6666666666666666,0.0,1.6,1.7999999999999998,0,arrivo,GENOVA PIAZZA PRINCIPE
2026-02,FA,S04700,4,4,0,0,0,0,2,1,1,1,1,1,1,1,125,5,120,30.0,1.5,86.30000000000001,104.14999999999995,0,partenza,GENOVA PIAZZA PRINCIPE
2026-02,FA,S05811,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,0,arrivo,RAVENNA
2026-02,FA,S05811,2,2,0,0,0,0,0,1,1,1,1,1,1,0,46,4,42,21.0,21.0,41.0,43.5,0,partenza,RAVENNA
2026-02,FA,S08409,15,14,0,1,0,0,4,8,3,8,7,7,7,4,521,25,496,33.06666666666667,8.0,93.39999999999999,104.49999999999997,0,arrivo,ROMA TERMINI
2026-02,FA,S08409,11,11,0,0,0,0,5,6,0,6,5,4,3,2,262,0,262,23.818181818181817,5.0,60.0,81.5,0,partenza,ROMA TERMINI
2026-02,FA,S09211,3,3,0,0,0,0,1,2,0,2,1,0,0,0,18,0,18,6.0,5.0,9.0,9.5,0,arrivo,CASERTA
2026-02,FA,S09211,5,4,0,1,0,0,2,2,1,2,1,1,1,1,78,16,62,12.4,2.0,44.00000000000001,55.999999999999986,0,partenza,CASERTA
2026-02,FA,S09311,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,0,arrivo,BENEVENTO
2026-02,FA,S11145,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,0,arrivo,LECCE
2026-02,FA,S11781,4,4,0,0,0,0,0,4,0,4,4,4,3,2,238,0,238,59.5,56.5,90.10000000000001,96.54999999999998,0,arrivo,REGGIO DI CALABRIA CENTRALE
2026-02,FA,S11781,4,4,0,0,0,0,0,4,0,4,4,4,4,2,272,0,272,68.0,71.0,94.3,95.64999999999999,0,partenza,REGGIO DI CALABRIA CENTRALE
2026-02,FB,S01700,2,2,0,0,0,0,0,2,0,2,1,0,0,0,17,0,17,8.5,8.5,9.7,9.85,0,arrivo,MILANO CENTRALE
2026-02,FB,S01700,2,2,0,0,0,0,1,1,0,1,1,1,1,0,32,0,32,16.0,16.0,27.2,28.599999999999998,0,partenza,MILANO CENTRALE
2026-02,FB,S04700,4,3,0,0,1,0,1,2,1,2,2,2,1,1,102,5,97,24.25,12.0,60.60000000000001,69.29999999999998,1,arrivo,GENOVA PIAZZA PRINCIPE
2026-02,FB,S04700,6,3,0,0,3,0,2,4,0,4,4,4,2,2,253,0,253,42.166666666666664,17.0,109.0,110.5,3,partenza,GENOVA PIAZZA PRINCIPE
2026-02,FB,S08409,8,5,0,0,3,0,3,5,0,5,5,5,3,2,285,0,285,35.625,17.0,107.8,109.89999999999999,3,arrivo,ROMA TERMINI
2026-02,FB,S08409,6,5,0,0,1,0,1,4,1,4,3,2,1,1,119,5,114,19.0,8.5,49.0,63.5,1,partenza,ROMA TERMINI
2026-02,FR,S00202,2,2,0,0,0,0,0,2,0,2,2,1,0,0,25,0,25,12.5,12.5,14.5,14.75,0,arrivo,BARDONECCHIA
2026-02,FR,S00202,2,2,0,0,0,0,0,1,1,1,1,1,1,1,116,5,111,55.5,55.5,103.9,109.94999999999999,0,partenza,BARDONECCHIA
2026-02,FR,S00219,43,41,1,1,0,0,3,35,5,35,26,22,17,9,1466,16,1450,33.72093023255814,17.0,94.80000000000004,108.1,1,arrivo,TORINO PORTA NUOVA
2026-02,FR,S00219,42,40,1,1,0,0,13,23,6,23,19,17,15,10,1797,15,1782,42.42857142857143,5.5,142.29999999999995,181.7,1,partenza,TORINO PORTA NUOVA
2026-02,FR,S01700,109,104,1,4,0,0,30,64,15,64,39,26,15,12,1944,33,1911,17.53211009174312,6.0,68.4,88.79999999999995,1,arrivo,MILANO CENTRALE
2026-02,FR,S01700,109,104,1,4,0,0,29,50,30,50,29,22,17,13,2146,155,1991,18.26605504587156,4.0,83.20000000000002,114.79999999999998,1,partenza,MILANO CENTRALE
2026-02,FR,S01717,5,5,0,0,0,0,1,4,0,4,2,2,2,2,199,0,199,39.8,7.0,94.0,96.0,0,arrivo,BRESCIA
2026-02,FR,S01717,6,6,0,0,0,0,2,3,1,3,3,3,2,2,329,1,328,54.666666666666664,13.5,150.0,162.0,0,partenza,BRESCIA
2026-02,FR,S02026,12,12,0,0,0,0,2,7,3,7,6,5,4,3,331,5,326,27.166666666666668,9.0,72.6,79.74999999999999,0,arrivo,BOLZANO
2026-02,FR,S02026,14,14,0,0,0,0,3,9,2,9,8,8,6,4,638,6,632,45.142857142857146,20.0,111.80000000000001,129.79999999999998,0,partenza,BOLZANO
2026-02,FR,S02336,2,2,0,0,0,0,0,2,0,2,1,1,1,0,48,0,48,24.0,24.0,36.0,37.5,0,arrivo,MANTOVA
2026-02,FR,S02336,2,2,0,0,0,0,1,1,0,1,1,1,1,1,89,0,89,44.5,44.5,77.7,81.85,0,partenza,MANTOVA
2026-02,FR,S02589,3,0,3,0,0,0,0,3,0,3,3,3,3,3,350,0,350,116.66666666666667,118.0,153.2,157.6,3,arrivo,VENEZIA MESTRE
2026-02,FR,S02589,2,0,2,0,0,0,0,2,0,2,2,1,1,1,95,0,95,47.5,47.5,75.1,78.55,2,partenza,VENEZIA MESTRE
2026-02,FR,S02593,58,58,0,0,0,0,20,29,9,29,17,14,9,5,900,20,880,15.172413793103448,4.5,45.500000000000064,87.19999999999999,0,arrivo,VENEZIA S.LUCIA
2026-02,FR,S02593,56,55,1,0,0,0,14,31,11,31,22,12,10,8,1236,32,1204,21.5,5.5,98.5,112.5,1,partenza,VENEZIA S.LUCIA
2026-02,FR,S03026,4,4,0,0,0,0,2,2,0,2,1,0,0,0,21,0,21,5.25,5.5,9.4,9.7,0,arrivo,UDINE
2026-02,FR,S03026,3,3,0,0,0,0,1,2,0,2,0,0,0,0,17,0,17,5.666666666666667,5.0,8.2,8.6,0,partenza,UDINE
2026-02,FR,S03304,2,2,0,0,0,0,0,1,1,1,1,1,1,1,73,1,72,36.0,36.0,65.6,69.3,0,arrivo,GORIZIA CENTRALE
2026-02,FR,S03304,2,2,0,0,0,0,0,1,1,1,1,1,1,1,224,5,219,109.5,109.5,201.1,212.54999999999998,0,partenza,GORIZIA CENTRALE
2026-02,FR,S03317,9,9,0,0,0,0,2,3,4,3,2,2,1,1,107,16,91,10.11111111111111,1.0,30.80000000000001,52.39999999999998,0,arrivo,TRIESTE CENTRALE
2026-02,FR,S03317,10,10,0,0,0,0,2,8,0,8,3,3,1,1,241,0,241,24.1,8.0,36.09999999999995,99.54999999999984,0,partenza,TRIESTE CENTRALE
2026-02,FR,S04702,2,2,0,0,0,0,0,2,0,2,2,0,0,0,23,0,23,11.5,11.5,11.9,11.95,0,arrivo,GENOVA BRIGNOLE
2026-02,FR,S04702,2,2,0,0,0,0,0,2,0,2,2,0,0,0,28,0,28,14.0,14.0,14.0,14.0,0,partenza,GENOVA BRIGNOLE
2026-02,FR,S05009,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,1,arrivo,FIDENZA
2026-02,FR,S06421,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,9,-9,-4.5,-4.5,-4.1,-4.05,0,arrivo,FIRENZE SANTA MARIA NOVELLA
2026-02,FR,S06421,4,4,0,0,0,0,1,3,0,3,2,2,2,0,110,0,110,27.5,27.0,53.300000000000004,54.65,0,partenza,FIRENZE SANTA MARIA NOVELLA
2026-02,FR,S07004,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,arrivo,PERUGIA
2026-02,FR,S07004,2,2,0,0,0,0,0,2,0,2,2,1,0,0,31,0,31,15.5,15.5,18.3,18.65,0,partenza,PERUGIA
2026-02,FR,S07113,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,33,-33,-8.25,-4.5,-4.0,-4.0,0,arrivo,ANCONA
2026-02,FR,S07113,4,4,0,0,0,0,1,1,2,1,1,1,0,0,22,5,17,4.25,0.0,14.600000000000003,17.299999999999994,0,partenza,ANCONA
2026-02,FR,S07810,4,4,0,0,0,0,0,4,0,4,1,1,1,0,57,0,57,14.25,8.5,27.200000000000003,31.09999999999999,0,arrivo,PESCARA
2026-02,FR,S07810,4,3,1,0,0,0,2,0,2,0,0,0,0,0,4,7,-3,-0.75,-0.5,2.0,2.0,1,partenza,PESCARA
2026-02,FR,S08409,61,55,3,3,0,0,15,27,19,27,22,21,19,13,1800,81,1719,28.18032786885246,3.0,109.0,116.0,3,arrivo,ROMA TERMINI
2026-02,FR,S08409,58,54,2,2,0,0,13,29,16,29,21,18,15,9,1335,45,1290,22.24137931034483,4.5,71.20000000000002,89.49999999999999,2,partenza,ROMA TERMINI
2026-02,FR,S09211,7,6,0,1,0,0,2,3,2,3,2,2,1,1,114,9,105,15.0,3.0,44.800000000000026,63.399999999999956,0,arrivo,CASERTA
2026-02,FR,S09211,7,7,0,0,0,0,1,4,2,4,3,3,3,2,204,20,184,26.285714285714285,5.0,79.6,80.8,0,partenza,CASERTA
2026-02,FR,S09218,58,55,3,0,0,0,11,38,9,38,32,24,23,18,2942,27,2915,50.258620689655174,11.0,158.60000000000008,178.6,3,arrivo,NAPOLI CENTRALE
2026-02,FR,S09218,59,54,2,3,0,0,9,40,10,40,28,25,20,16,1967,30,1937,32.83050847457627,9.0,107.4,115.29999999999998,2,partenza,NAPOLI CENTRALE
2026-02,FR,S09810,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,0,arrivo,POMPEI
2026-02,FR,S09818,15,14,0,1,0,0,2,7,6,7,7,6,5,4,691,41,650,43.333333333333336,4.0,155.99999999999997,185.2,0,arrivo,SALERNO
2026-02,FR,S09818,12,12,0,0,0,0,1,10,1,10,9,7,5,3,484,1,483,40.25,16.0,107.50000000000001,132.14999999999998,0,partenza,SALERNO
2026-02,FR,S09823,2,2,0,0,0,0,0,1,1,1,1,1,1,1,68,3,65,32.5,32.5,60.9,64.45,0,arrivo,BATTIPAGLIA
2026-02,FR,S09823,2,2,0,0,0,0,0,2,0,2,2,2,2,0,99,0,99,49.5,49.5,55.5,56.25,0,partenza,BATTIPAGLIA
2026-02,FR,S11100,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,-6,-6.0,-6.0,-6.0,-6.0,0,arrivo,FOGGIA
2026-02,FR,S11119,7,7,0,0,0,0,0,4,3,4,2,2,1,0,70,23,47,6.714285714285714,5.0,26.800000000000004,31.899999999999988,0,arrivo,BARI CENTRALE
2026-02,FR,S11119,8,8,0,0,0,0,1,6,1,6,4,0,0,0,62,2,60,7.5,9.0,11.6,12.299999999999999,0,partenza,BARI CENTRALE
2026-02,FR,S11145,10,10,0,0,0,0,2,3,5,3,2,2,1,0,81,15,66,6.6,-0.5,22.399999999999988,37.69999999999996,0,arrivo,LECCE
2026-02,FR,S11145,12,12,0,0,0,0,2,8,2,8,5,4,0,0,108,3,105,8.75,6.0,19.700000000000003,23.149999999999995,0,partenza,LECCE
2026-02,FR,S11465,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,0,arrivo,TARANTO
2026-02,FR,S11465,2,2,0,0,0,0,0,2,0,2,1,1,1,1,109,0,109,54.5,54.5,90.9,95.44999999999999,0,partenza,TARANTO
2026-02,FR,S11781,10,10,0,0,0,0,3,7,0,7,7,6,6,5,718,0,718,71.8,53.5,170.49999999999997,199.74999999999994,0,arrivo,REGGIO DI CALABRIA CENTRALE
2026-02,FR,S11781,10,8,2,0,0,0,0,9,1,9,9,9,8,5,613,3,610,61.0,61.5,99.1,108.54999999999998,2,partenza,REGGIO DI CALABRIA CENTRALE
2026-02,FR,S11811,2,2,0,0,0,0,0,2,0,2,2,2,1,1,180,0,180,90.0,90.0,146.8,153.9,0,arrivo,SIBARI
2026-02,FR,S11811,2,2,0,0,0,0,0,2,0,2,2,2,1,1,110,0,110,55.0,55.0,81.4,84.7,0,partenza,SIBARI
2026-02,IC,S00219,8,6,0,0,2,0,2,1,5,1,1,1,0,0,23,21,2,0.25,-3.5,7.499999999999997,12.749999999999993,2,arrivo,TORINO PORTA NUOVA
2026-02,IC,S00219,8,7,0,0,1,0,0,4,4,4,4,3,0,0,69,31,38,4.75,3.0,21.6,22.299999999999997,1,partenza,TORINO PORTA NUOVA
2026-02,IC,S01645,2,2,0,0,0,0,0,2,0,2,1,0,0,0,18,0,18,9.0,9.0,10.6,10.8,0,partenza,MILANO PORTA GARIBALDI
2026-02,IC,S01700,44,44,0,0,0,0,8,22,14,22,9,7,1,1,332,64,268,6.090909090909091,4.5,18.0,20.0,0,arrivo,MILANO CENTRALE
2026-02,IC,S01700,46,46,0,0,0,0,17,19,10,19,12,6,1,1,379,47,332,7.217391304347826,3.0,15.5,26.0,0,partenza,MILANO CENTRALE
2026-02,IC,S02026,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0.5,0.5,1.7000000000000002,1.8499999999999999,0,arrivo,BOLZANO
2026-02,IC,S02026,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,12,-12,-6.0,-6.0,-5.2,-5.1,0,partenza,BOLZANO
2026-02,IC,S03317,4,4,0,0,0,0,2,2,0,2,1,0,0,0,24,0,24,6.0,5.5,9.4,9.7,0,arrivo,TRIESTE CENTRALE
2026-02,IC,S03317,4,4,0,0,0,0,0,2,2,2,1,1,1,1,83,6,77,19.25,2.5,55.70000000000002,66.34999999999998,0,partenza,TRIESTE CENTRALE
2026-02,IC,S04501,14,14,0,0,0,0,3,7,4,7,4,3,0,0,98,21,77,5.5,5.0,15.700000000000001,20.199999999999996,0,arrivo,VENTIMIGLIA
2026-02,IC,S04501,14,14,0,0,0,0,2,5,7,5,3,3,0,0,77,22,55,3.9285714285714284,-0.5,19.400000000000002,20.7,0,partenza,VENTIMIGLIA
2026-02,IC,S04515,1,0,1,0,0,0,0,1,0,1,1,0,0,0,13,0,13,13.0,13.0,13.0,13.0,1,arrivo,ALASSIO
2026-02,IC,S04700,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,1,arrivo,GENOVA PIAZZA PRINCIPE
2026-02,IC,S04702,2,2,0,0,0,0,0,1,1,1,1,1,0,0,15,8,7,3.5,3.5,12.700000000000001,13.85,0,arrivo,GENOVA BRIGNOLE
2026-02,IC,S04702,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,4,-2,-1.0,-1.0,1.4000000000000001,1.6999999999999997,0,partenza,GENOVA BRIGNOLE
2026-02,IC,S04725,2,2,0,0,0,0,0,2,0,2,2,2,2,0,85,0,85,42.5,42.5,50.9,51.949999999999996,0,arrivo,SESTRI LEVANTE
2026-02,IC,S04725,2,2,0,0,0,0,0,2,0,2,1,0,0,0,20,0,20,10.0,10.0,13.2,13.6,0,partenza,SESTRI LEVANTE
2026-02,IC,S04801,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,24,-24,-8.0,-5.0,-4.2,-4.1,0,arrivo,SAVONA
2026-02,IC,S04801,3,3,0,0,0,0,1,1,1,1,0,0,0,0,9,3,6,2.0,3.0,5.4,5.699999999999999,0,partenza,SAVONA
2026-02,IC,S05007,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,1,arrivo,FIORENZUOLA
2026-02,IC,S05043,2,2,0,0,0,0,0,1,1,1,1,1,0,0,20,1,19,9.5,9.5,17.9,18.95,0,arrivo,BOLOGNA CENTRALE
2026-02,IC,S05043,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,0,partenza,BOLOGNA CENTRALE
2026-02,IC,S06000,5,5,0,0,0,0,2,2,1,2,1,1,0,0,37,2,35,7.0,0.0,20.6,24.799999999999997,0,arrivo,LA SPEZIA CENTRALE
2026-02,IC,S06000,5,5,0,0,0,0,1,2,2,2,0,0,0,0,18,14,4,0.8,3.0,7.800000000000001,8.399999999999999,0,partenza,LA SPEZIA CENTRALE
2026-02,IC,S06039,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,13,-10,-5.0,-5.0,1.4000000000000004,2.1999999999999993,0,arrivo,GROSSETO
2026-02,IC,S06039,2,2,0,0,0,0,0,1,1,1,0,0,0,0,8,4,4,2.0,2.0,6.800000000000001,7.3999999999999995,0,partenza,GROSSETO
2026-02,IC,S06416,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.9,0.95,0,arrivo,PRATO CENTRALE
2026-02,IC,S06416,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,partenza,PRATO CENTRALE
2026-02,IC,S06421,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,-9,-9.0,-9.0,-9.0,-9.0,0,arrivo,FIRENZE SANTA MARIA NOVELLA
2026-02,IC,S06421,2,2,0,0,0,0,0,1,1,1,1,1,1,0,40,13,27,13.5,13.5,34.7,37.349999999999994,0,partenza,FIRENZE SANTA MARIA NOVELLA
2026-02,IC,S06725,9,9,0,0,0,0,7,2,0,2,2,0,0,0,37,0,37,4.111111111111111,3.0,11.0,11.0,0,arrivo,LIVORNO CENTRALE
2026-02,IC,S06725,9,9,0,0,0,0,3,2,4,2,0,0,0,0,21,22,-1,-0.1111111111111111,2.0,6.2,6.6,0,partenza,LIVORNO CENTRALE
2026-02,IC,S07004,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,0,arrivo,PERUGIA
2026-02,IC,S07004,2,2,0,0,0,0,1,1,0,1,1,1,1,0,51,0,51,25.5,25.5,44.3,46.65,0,partenza,PERUGIA
2026-02,IC,S07113,4,4,0,0,0,0,2,2,0,2,2,2,2,1,119,0,119,29.75,23.0,63.60000000000001,67.79999999999998,0,arrivo,ANCONA
2026-02,IC,S07113,4,3,1,0,0,0,0,3,1,3,2,1,1,0,51,4,47,11.75,9.5,26.300000000000004,29.14999999999999,1,partenza,ANCONA
2026-02,IC,S07226,3,2,1,0,0,0,1,0,2,0,0,0,0,0,1,11,-10,-3.3333333333333335,-4.0,2.220446049250313e-16,0.49999999999999956,1,arrivo,TERNI
2026-02,IC,S07226,2,2,0,0,0,0,0,2,0,2,2,1,0,0,28,0,28,14.0,14.0,17.2,17.6,0,partenza,TERNI
2026-02,IC,S07810,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,3,-1,-0.5,-0.5,1.5,1.7499999999999998,0,arrivo,PESCARA
2026-02,IC,S07810,2,2,0,0,0,0,0,2,0,2,0,0,0,0,12,0,12,6.0,6.0,6.8,6.9,0,partenza,PESCARA
2026-02,IC,S08409,36,35,0,1,0,0,6,19,11,19,15,12,11,4,720,45,675,18.75,5.5,60.5,77.75,0,arrivo,ROMA TERMINI
2026-02,IC,S08409,36,32,0,1,3,0,5,18,13,18,16,14,8,5,693,78,615,17.083333333333332,5.5,64.5,73.5,3,partenza,ROMA TERMINI
2026-02,IC,S09211,2,2,0,0,0,0,0,2,0,2,1,0,0,0,20,0,20,10.0,10.0,11.6,11.8,0,arrivo,CASERTA
2026-02,IC,S09211,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,0,partenza,CASERTA
2026-02,IC,S09218,4,4,0,0,0,0,0,4,0,4,3,0,0,0,44,0,44,11.0,12.0,13.7,13.85,0,arrivo,NAPOLI CENTRALE
2026-02,IC,S09218,4,4,0,0,0,0,1,3,0,3,3,3,2,0,106,0,106,26.5,26.0,46.7,49.849999999999994,0,partenza,NAPOLI CENTRALE
2026-02,IC,S09818,6,6,0,0,0,0,0,3,3,3,2,1,0,0,42,17,25,4.166666666666667,1.5,17.5,20.25,0,arrivo,SALERNO
2026-02,IC,S09818,6,6,0,0,0,0,1,3,2,3,2,2,1,0,63,8,55,9.166666666666666,4.5,27.0,31.5,0,partenza,SALERNO
2026-02,IC,S11119,4,3,1,0,0,0,1,0,3,0,0,0,0,0,1,14,-13,-3.25,-3.5,0.10000000000000053,0.5499999999999989,1,arrivo,BARI CENTRALE
2026-02,IC,S11119,4,3,1,0,0,0,0,4,0,4,2,2,1,1,113,0,113,28.25,11.0,64.70000000000002,75.34999999999998,1,partenza,BARI CENTRALE
2026-02,IC,S11145,10,10,0,0,0,0,1,5,4,5,2,0,0,0,45,11,34,3.4,4.5,10.1,10.549999999999999,0,arrivo,LECCE
2026-02,IC,S11145,11,9,2,0,0,0,3,5,3,5,3,2,0,0,71,7,64,5.818181818181818,4.0,16.0,18.5,2,partenza,LECCE
2026-02,IC,S11465,4,4,0,0,0,0,0,2,2,2,2,2,1,0,74,13,61,15.25,8.5,42.60000000000001,46.79999999999999,0,arrivo,TARANTO
2026-02,IC,S11465,4,4,0,0,0,0,1,2,1,2,1,1,1,0,65,2,63,15.75,3.0,43.10000000000001,51.04999999999998,0,partenza,TARANTO
